Song,Genre,Cluster,Probability,Distance,PCA1,PCA2
disco.00031,disco,2,1.0,1.8374420869291226,1.3939543963045622,-0.761858341090527
disco.00032,disco,1,1.0,1.7609002330588932,0.4991470336333321,0.3082025777866212
disco.00033,disco,2,1.0,1.4336249357263193,0.48411234507417084,-0.6784180716880318
disco.00034,disco,2,1.0,2.102688479777159,1.64563515728349,-0.9354035298408152
disco.00035,disco,1,1.0,1.9552859978833366,2.392415765776942,-0.18345030690075764
disco.00036,disco,2,1.0,1.7451217502220702,1.320622190543277,-1.1889382724020656
disco.00037,disco,1,1.0,2.3349924706822627,2.0960611759787593,-0.8145289984255468
disco.00038,disco,1,1.0,1.8186055560782302,1.91526797554122,-0.2736654492509349
disco.00039,disco,2,1.0,1.7766224757108315,-0.0760129385029961,-0.3256077834111079
disco.00040,disco,2,1.0,1.5234573908467504,0.5746926854439113,-0.2241314886097894
disco.00041,disco,0,1.0,1.6656083079748658,-0.6438413844422789,0.6797283917347955
disco.00042,disco,2,1.0,1.4167820035312582,0.2993603535778811,-0.8100129507238156
disco.00043,disco,1,1.0,1.4577993709239372,1.6834786013028227,0.6034603105994405
disco.00044,disco,2,1.0,1.7419594350905105,0.27819217602570706,-0.1284001299007261
disco.00045,disco,1,1.0,1.809957999796578,0.7978772824565935,0.25879249141123467
disco.00046,disco,2,1.0,1.485828818745476,0.09996574320141857,-0.3954326552159513
disco.00047,disco,0,1.0,1.7901191580256026,-0.6100648112896627,0.7823314708543688
disco.00048,disco,2,1.0,1.3528045457310853,0.8363868118558406,-0.7149083353335636
disco.00049,disco,2,1.0,1.6557083602339375,0.9710206239032982,-0.25033492574367666
disco.00050,disco,2,1.0,1.2254984403320475,0.1969924295810245,-1.561678356581176
disco.00051,disco,2,1.0,1.2958666409375106,0.6643560283705824,-1.6652594673374972
disco.00052,disco,2,1.0,1.4852099422642506,0.8731130598709124,-1.326537262319342
disco.00053,disco,1,1.0,2.2829953169947452,1.9492540735880317,1.1691365094740587
disco.00054,disco,1,1.0,1.6192202713279686,0.9174974885302674,0.6284879157395489
disco.00055,disco,2,1.0,1.2554061648349086,-0.09343637571470857,-0.8352444468864914
disco.00056,disco,0,1.0,1.5667822001571037,-0.6508760032939467,-0.31537272669023364
disco.00057,disco,2,1.0,1.6340353029096202,-0.6981196208922715,-1.2874843627783943
disco.00058,disco,2,1.0,1.4011165186154995,0.3305401546826117,-0.34811383357353715
disco.00059,disco,2,1.0,1.762536019533513,0.6313561672710322,0.04269324565151213
disco.00060,disco,2,1.0,1.484061568307584,-0.21967638727821492,-0.5698211316185684
disco.00061,disco,2,1.0,2.0846385880104568,0.35960330621131603,0.3305515934365828
disco.00062,disco,1,1.0,1.90482517148732,0.5091760647321598,0.2521709647133668
disco.00063,disco,2,1.0,1.5828129944871834,0.5005078578671008,-0.29536228448207086
disco.00064,disco,0,1.0,1.877467964575613,-0.4922318731502722,0.6177137825669283
disco.00065,disco,0,1.0,1.621059987399654,-0.5490514945429841,0.15719499289869013
disco.00066,disco,2,1.0,1.483032026948645,0.8554733791705895,-0.4408571159723404
disco.00067,disco,2,1.0,1.169312992892208,0.6055178632835522,-1.2301557085417434
disco.00068,disco,2,1.0,1.705612088930775,1.4945484163226441,-0.8376823643844438
disco.00069,disco,2,1.0,1.600355593910441,-0.5488992253675175,-1.0632795626355644
disco.00070,disco,2,1.0,1.141220292502179,0.2879845359400864,-1.4489254586096196
disco.00071,disco,2,1.0,1.4729854094680932,1.1528214554886758,-0.9360181570726271
disco.00072,disco,1,1.0,2.155227082706608,1.6332841551672836,-0.2270644862518835
disco.00073,disco,2,1.0,1.604080674286325,1.2498627307799675,-1.1492729457746118
disco.00074,disco,2,1.0,1.2613958574512696,0.7704580302907716,-1.2007714510818233
disco.00075,disco,2,1.0,1.144351219545697,0.4416956857067254,-1.405930003845921
disco.00076,disco,2,1.0,1.4626511525535508,0.03461883853950833,-0.82823732170349
disco.00077,disco,2,1.0,1.2797733991472446,0.30587080585278525,-0.5576101445404537
disco.00078,disco,2,1.0,1.611968869494458,-0.08344766327584015,-0.197807506405229
disco.00079,disco,2,1.0,1.5399030538870926,0.14600541455465194,-0.16779405524918467
disco.00080,disco,0,1.0,1.9228610936008674,-0.08153130660870432,0.276979632249025
disco.00081,disco,1,1.0,2.154455938209421,0.4223090563616209,1.1404679957988197
disco.00082,disco,1,1.0,1.6415304284447942,1.3362728580776395,0.3136561735580558
disco.00083,disco,2,1.0,1.8332556447007524,-0.033173847582231776,0.11517141358932821
disco.00084,disco,1,1.0,1.831032858642259,1.0410724583346367,0.5282570526860225
disco.00085,disco,1,1.0,1.8379453050136105,1.7883637839286637,0.6645538672074135
disco.00086,disco,2,1.0,1.769679195637654,-0.20601616558318456,-0.09998600119137266
disco.00087,disco,2,1.0,1.2739139825979646,0.0832561515286604,-0.8537278323044785
disco.00088,disco,2,1.0,1.2254637411984688,-0.02849399453372124,-1.2942347755305592
disco.00089,disco,2,1.0,1.2947227420843275,0.045080304196666275,-0.9343952905213125
disco.00090,disco,2,1.0,1.362135629211684,0.9023583063358238,-0.6912942686687884
disco.00091,disco,0,1.0,1.9613251764736221,0.011538419187884504,0.8646728891371559
disco.00092,disco,2,1.0,1.3586923968422377,0.37710982040338026,-0.45536021103278307
disco.00093,disco,2,1.0,1.7248324970451596,0.7513338766272568,-0.20928383082157914
disco.00094,disco,2,1.0,1.4760291375566512,-0.23319200664034664,-0.9790682314451372
disco.00095,disco,1,1.0,1.7755294859743065,0.6752694148861197,0.4417055166255793
disco.00096,disco,2,1.0,1.3772614223957071,0.5716501878668553,-0.48960793244199446
disco.00097,disco,2,1.0,1.310653306600506,0.5162433084622977,-0.839859754167238
disco.00098,disco,2,1.0,1.2606466930339109,0.3743019963833326,-0.857599224389247
disco.00099,disco,2,1.0,1.2606466930339109,0.3743019963833326,-0.857599224389247
hiphop.00000,hiphop,2,1.0,1.614086450905477,0.8703510409168557,-0.48144881287282043
hiphop.00001,hiphop,1,1.0,1.6937858354810509,1.0499530077330388,1.0582562202567216
hiphop.00002,hiphop,0,1.0,1.7090547947080212,-0.6269164751276751,1.0034703692931892
hiphop.00003,hiphop,1,1.0,2.0541133943259293,0.401851936623985,0.4113745423715668
hiphop.00004,hiphop,1,1.0,2.200450672054642,0.8025070558128621,2.151850763451243
hiphop.00005,hiphop,2,1.0,1.2863227330417064,0.5702359745984468,-0.9808736755467533
hiphop.00006,hiphop,1,1.0,1.5528572521086095,1.6897951193665137,1.2149175164970725
hiphop.00007,hiphop,0,1.0,1.9483519418803872,-0.010992164642480193,0.3601678948010089
hiphop.00008,hiphop,1,1.0,2.2147273004848778,2.1177680910562926,1.1742760687718055
hiphop.00009,hiphop,1,1.0,1.6175054231537158,0.9588623116533648,1.0033003892854702
hiphop.00010,hiphop,2,1.0,1.2915965388763255,0.23018122379926836,-0.8342490530337273
hiphop.00011,hiphop,2,1.0,1.6193557635271885,0.13900947712893058,-0.10277956858210051
hiphop.00012,hiphop,2,1.0,1.5909844477372004,-0.4717000488500674,-0.7389696238195033
hiphop.00013,hiphop,0,1.0,2.5240170252895733,-0.2335975245765878,0.6881906023540262
hiphop.00014,hiphop,2,1.0,1.3422462130432076,0.41607923167640193,-0.8073108793817697
hiphop.00015,hiphop,2,1.0,1.3109308838292915,0.21682086454840713,-0.6205997175739147
hiphop.00016,hiphop,1,1.0,1.585776154341817,0.7538839130240407,0.6461145798822756
hiphop.00017,hiphop,2,1.0,1.5515492126172146,-0.3295935006183668,-0.5918490142530679
hiphop.00018,hiphop,1,1.0,1.8180098306535617,1.801107853909919,1.133726524925023
hiphop.00019,hiphop,1,1.0,1.6677409621908337,0.6428945385144691,0.7508466146724357
hiphop.00020,hiphop,1,1.0,1.9948168508070758,0.7386710379765979,0.8666134127933054
hiphop.00021,hiphop,2,1.0,1.4850735797892929,0.7897333790747978,-0.4752223592314913
hiphop.00022,hiphop,0,1.0,1.7133031493977824,-0.1937329812380115,0.45562912013751583
hiphop.00023,hiphop,2,1.0,1.3244851523244279,-0.07531131478976201,-1.1606610213158277
hiphop.00024,hiphop,2,1.0,1.7597892480069652,0.6752004051240661,-0.021899058449002817
hiphop.00025,hiphop,2,1.0,1.6458252711938197,0.6192166999173647,-0.13311546303225125
hiphop.00026,hiphop,1,1.0,1.838106131134666,2.5478916869027133,1.286024909423541
hiphop.00027,hiphop,1,1.0,1.272621594202561,1.3218356436715968,1.1248667545853932
hiphop.00028,hiphop,1,1.0,1.3960363869052277,1.2116473515524602,0.6056804786593234
hiphop.00029,hiphop,1,1.0,1.2228777110638351,1.5558588683090402,0.5014457105563689
hiphop.00030,hiphop,2,1.0,2.1582129154130603,1.6126413314240164,-1.457550421039692
hiphop.00031,hiphop,1,1.0,1.5976489341687419,1.6214275099809856,-0.01975632274654511
hiphop.00032,hiphop,1,1.0,1.7513792545392703,0.3999508103924488,1.2011097853201662
hiphop.00033,hiphop,1,1.0,1.385183091185118,1.964609102698979,0.35201974219497123
hiphop.00034,hiphop,2,1.0,1.801230116594257,1.4273389190146089,-1.2180893225990725
hiphop.00035,hiphop,1,1.0,1.3187537993956238,1.5344453233167632,1.1062879662478045
hiphop.00036,hiphop,1,1.0,2.8329070178048816,1.6415115326887053,2.77096298673414
hiphop.00037,hiphop,1,1.0,2.8454128557990392,3.4413474401155115,1.9597998985999645
hiphop.00038,hiphop,1,1.0,2.484252834317367,0.17327183005226177,1.709005147693923
hiphop.00039,hiphop,1,1.0,2.0434108255030994,1.7342822962394937,2.4595869494286986
hiphop.00040,hiphop,1,1.0,2.5998082278412826,1.7248765017866323,3.026714511556915
hiphop.00041,hiphop,1,1.0,1.3395425889341537,0.9248960707341424,0.974385954089329
hiphop.00042,hiphop,1,1.0,1.3116570854724097,1.216307582215234,1.2687265037123896
hiphop.00043,hiphop,0,1.0,2.130160656205781,-0.29595159756988826,1.2023753878863572
hiphop.00044,hiphop,1,1.0,2.048030428611155,1.3663810858555447,2.16839305716517
hiphop.00045,hiphop,1,1.0,2.0434108255030994,1.7342822962394937,2.4595869494286986
hiphop.00046,hiphop,1,1.0,1.4726806406536048,0.5402523799921559,0.9876694367093855
hiphop.00047,hiphop,1,1.0,1.4195290708561876,1.8897897785059712,1.3468312142105567
hiphop.00048,hiphop,1,1.0,2.0437818687123124,0.22514280311107257,0.7744437766270685
hiphop.00049,hiphop,1,1.0,1.6825759910239235,0.9994252359254799,0.36643973273256564
hiphop.00050,hiphop,0,1.0,1.850386233756482,-0.8564759261410788,1.2714231565969003
hiphop.00051,hiphop,1,1.0,1.4171656534757366,1.2544900417946405,1.2442345128739312
hiphop.00052,hiphop,1,1.0,1.5986705477727405,0.9133118671506238,1.1513473383634385
hiphop.00053,hiphop,1,1.0,1.3617081852640591,1.4206125249175507,1.276194266369983
hiphop.00054,hiphop,1,1.0,1.370524767632123,1.6130051329443587,0.470067810897695
hiphop.00055,hiphop,0,1.0,1.7030782350651141,-0.3002366822075569,0.581474470892062
hiphop.00056,hiphop,0,1.0,1.9105914737899168,-0.24889569779400475,-0.14389626668393246
hiphop.00057,hiphop,0,1.0,1.7432422363575377,-0.6775842721897654,0.3027175368652315
hiphop.00058,hiphop,1,1.0,1.2434758709920162,1.6477881920003903,0.9782641725337974
hiphop.00059,hiphop,0,1.0,1.8440688566249177,-0.2142062630976177,0.5698347978358389
hiphop.00060,hiphop,0,1.0,1.612710894318898,-0.6858564218093526,0.66300831355166
hiphop.00061,hiphop,0,1.0,1.6137129369498122,-0.6007327182597821,0.3679549896851269
hiphop.00062,hiphop,1,1.0,2.2437830579732623,1.4929789524635182,2.7237062669436307
hiphop.00063,hiphop,1,1.0,1.5535031002834885,1.4490559299343646,1.6919970936417268
hiphop.00064,hiphop,1,1.0,1.7137417407735083,0.33496261227669744,0.939110399148271
hiphop.00065,hiphop,1,1.0,2.083190120191344,1.343450721588679,2.4740314788655633
hiphop.00066,hiphop,1,1.0,1.7418676951298804,0.23220025674109745,1.1911189286120278
hiphop.00067,hiphop,1,1.0,1.3714162560260976,1.9086525636822347,1.2976936431854063
hiphop.00068,hiphop,1,1.0,1.5796383234033669,0.5490558828554354,0.5421042932769486
hiphop.00069,hiphop,1,1.0,1.33538423363522,1.7836806797420612,0.9144704908118035
hiphop.00070,hiphop,1,1.0,1.95028696086498,0.5738658348429834,1.0462377014203321
hiphop.00071,hiphop,1,1.0,1.5521063267313442,1.9465993107783857,1.229549467155985
hiphop.00072,hiphop,0,1.0,1.8945201254510735,-0.46856462643031155,1.26775881709157
hiphop.00073,hiphop,1,1.0,1.6423891685894807,1.3650919179693908,1.725674995827539
hiphop.00074,hiphop,1,1.0,1.4039268305735086,0.9787685964027368,0.4986068618675288
hiphop.00075,hiphop,1,1.0,2.346718515246124,2.7610003393794424,2.259868030399164
hiphop.00076,hiphop,1,1.0,1.787136160388771,1.0471032808113265,2.1685779751970795
hiphop.00077,hiphop,1,1.0,1.1923728367173965,1.6568863433763752,0.8230286002842985
hiphop.00078,hiphop,1,1.0,1.787136160388771,1.0471032808113265,2.1685779751970795
hiphop.00079,hiphop,1,1.0,1.9198467823140455,2.526229820423823,1.5995081543305099
hiphop.00080,hiphop,1,1.0,1.609956879917598,2.1380036069585953,0.07918370626202073
hiphop.00081,hiphop,0,1.0,1.4412290025520638,-1.1522990157268602,0.6798136435605486
hiphop.00082,hiphop,2,1.0,1.574296052398724,0.5615312622259057,-0.4916264687335801
hiphop.00083,hiphop,2,1.0,1.5072785908336794,0.3430333612002842,-0.3038152150764482
hiphop.00084,hiphop,1,1.0,1.99844245428608,0.3652090873065645,1.0134547986535758
hiphop.00085,hiphop,2,1.0,1.502444372941401,0.7221258659478594,-0.63035668561123
hiphop.00086,hiphop,0,1.0,1.844422088580712,-0.1183481007820474,0.47023866177082074
hiphop.00087,hiphop,2,1.0,2.007898448416145,0.5965791699099895,0.09831371570128293
hiphop.00088,hiphop,2,1.0,1.4213122850340376,0.8217961590791717,-0.8173751829033111
hiphop.00089,hiphop,2,1.0,1.4437715895066636,0.607742473435795,-0.6508480967531837
hiphop.00090,hiphop,2,1.0,1.4053622601547726,0.012678076006704894,-0.8554756143784795
hiphop.00091,hiphop,2,1.0,1.5312631449315082,0.7283687360047982,-0.5036885630515731
hiphop.00092,hiphop,2,1.0,1.9380965317225627,-0.33073778616343613,-0.23731726416893126
hiphop.00093,hiphop,1,1.0,2.0438764022100258,1.2637704253974966,0.09537607637317287
hiphop.00094,hiphop,0,1.0,1.6568785215437818,-0.8562620431977642,0.3872904491597091
hiphop.00095,hiphop,2,1.0,1.4209106144040777,0.8643200066780947,-1.17751315078956
hiphop.00096,hiphop,0,1.0,1.7154401695013428,-0.8033121747578454,-0.5222623342659678
hiphop.00097,hiphop,2,1.0,1.4672056293837097,0.634369023474769,-0.5850998341066614
hiphop.00098,hiphop,2,1.0,1.594979845398479,0.3819190413378055,-0.35655672885078543
hiphop.00099,hiphop,1,1.0,2.1352574849615014,0.2447552359311252,1.2626314065007074
jazz.00000,jazz,0,1.0,1.9388945474720731,-0.8528511305330956,1.10417961431263
jazz.00001,jazz,0,1.0,1.5639543501056203,-1.530050206565362,0.7335231041733984
jazz.00002,jazz,0,1.0,1.8927271674230308,-1.8927516313144401,0.6549469957387092
jazz.00003,jazz,0,1.0,2.057284739277963,-2.5007529526550134,0.680770859756735
jazz.00004,jazz,0,1.0,1.622163911792995,-2.1368570091620844,0.38884662206166926
jazz.00005,jazz,0,1.0,2.0086607454056264,-1.7128751697536737,1.5005980054388612
jazz.00006,jazz,0,1.0,1.5319117077807234,-1.7026378076422444,0.7550956845752949
jazz.00007,jazz,0,1.0,1.9969167666800252,-1.9703696921935756,0.7371080598826188
jazz.00008,jazz,0,1.0,1.3205414371287476,-1.663729635975215,0.02837666781814595
jazz.00009,jazz,0,1.0,2.1436553317479974,-2.6423770211297586,-0.20246453398913009
jazz.00010,jazz,0,1.0,2.4804053976315807,-2.449537891568427,1.2994666744012422
jazz.00011,jazz,0,1.0,1.7699685281160342,-1.2018832834898892,-0.8015797007952818
jazz.00012,jazz,0,1.0,1.650964382810927,-1.4873737702526502,-0.6993259345189196
jazz.00013,jazz,0,1.0,1.972103367979968,-1.490631064396419,-0.9578271706158924
jazz.00014,jazz,0,1.0,1.702231032270336,-1.8572781618830616,0.942316972007128
jazz.00015,jazz,0,1.0,1.778285528488206,-1.2614002583335064,-0.895265694704001
jazz.00016,jazz,0,1.0,1.3054383306865585,-1.4887501529382945,0.17368531637995044
jazz.00017,jazz,0,1.0,1.488326111163784,-0.8340810153957314,-0.09314171515423063
jazz.00018,jazz,2,1.0,2.0486313999658763,-1.0248796522030712,-1.509294738636326
jazz.00019,jazz,0,1.0,1.6885549091432845,-1.8459976843197994,-0.49726642963321654
jazz.00020,jazz,0,1.0,1.8028507946064196,-2.191725643398471,0.33626478686151157
jazz.00021,jazz,2,1.0,2.182464489380918,1.5854461979032353,-1.0882459085692044
jazz.00022,jazz,0,1.0,1.6569819549927054,-1.7434978351353867,0.1795178252725705
jazz.00023,jazz,0,1.0,1.8210170265646777,-0.8905399517449263,-0.5035446786869765
jazz.00024,jazz,0,1.0,1.6257212782990622,-0.37475355281581435,-0.2191585444578244
jazz.00025,jazz,0,1.0,1.4137363834505186,-1.4212633235378722,-0.0622978506779975
jazz.00026,jazz,0,1.0,1.9516102918837372,-1.1792488021422363,1.2733901719860972
jazz.00027,jazz,0,1.0,1.87394072627513,-1.3354453879694987,-0.881054673276132
jazz.00028,jazz,0,1.0,1.6849810252949813,-1.3211243521520377,-0.6737893386101
jazz.00029,jazz,2,1.0,1.6783037028350023,-0.5989092639094666,-1.0375142844957612
jazz.00030,jazz,0,1.0,1.5211327026360062,-0.7483515820331159,0.10228883313950829
jazz.00031,jazz,0,1.0,1.873112674412483,-1.2549094172853026,-0.9501881065720504
jazz.00032,jazz,0,1.0,1.3375849917950495,-1.2949310569413393,0.1701987178151008
jazz.00033,jazz,0,1.0,1.666118444491575,-2.0690117506481203,0.13114123222199162
jazz.00034,jazz,0,1.0,1.5511738544299094,-0.7539663207726877,-0.20917467050397548
jazz.00035,jazz,0,1.0,2.0264943678859018,-2.5666651915359004,-0.20328681242120814
jazz.00036,jazz,0,1.0,1.6954957983427141,-0.7226694145921922,0.04904365548215821
jazz.00037,jazz,0,1.0,1.4300292702713966,-1.885335030278935,-0.127540966025717
jazz.00038,jazz,0,1.0,1.6089352352062278,-1.5297830529688252,-0.6249675548168329
jazz.00039,jazz,0,1.0,1.6510697842566742,-1.502307720983083,0.5009682271025043
jazz.00040,jazz,0,1.0,1.4490215950135796,-1.6662019999624542,0.02944106128378959
jazz.00041,jazz,0,1.0,1.717412533495641,-0.9573927130939034,0.32982460925415885
jazz.00042,jazz,0,1.0,1.480627414547817,-1.6291200544158506,0.17547638304049976
jazz.00043,jazz,0,1.0,1.5736832386776594,-1.1148073092942183,-0.2743448278449611
jazz.00044,jazz,0,1.0,1.4248291216234736,-2.044701796751446,0.32171403011865574
jazz.00045,jazz,0,1.0,1.922986452216773,-2.407741880942707,-0.3427242596881381
jazz.00046,jazz,0,1.0,1.5655199817486805,-1.9693483240263117,-0.032044297091641756
jazz.00047,jazz,2,1.0,1.6557479717792059,-0.495506293646421,-0.8204186048885596
jazz.00048,jazz,0,1.0,1.6591545969378139,-1.1855083437972338,-0.8176105359554738
jazz.00049,jazz,0,1.0,1.7375709645985187,-0.612573407483366,0.9281824204971781
jazz.00050,jazz,2,1.0,1.8120504945730327,-0.29298438302871344,-1.1448597982897428
jazz.00051,jazz,0,1.0,1.6384915236445596,-2.0472473993287266,0.11710299520247978
jazz.00052,jazz,0,1.0,1.8231394176087152,-0.24652029076607418,-0.22984978933797323
jazz.00053,jazz,0,1.0,1.5544562352902789,-0.6459495850550131,-0.1568505271341624
jazz.00055,jazz,0,1.0,2.0100961867856975,-2.543601510177582,-0.22713889014237143
jazz.00056,jazz,2,1.0,1.6596440991403782,0.44174559698507576,-0.9617093148156814
jazz.00057,jazz,0,1.0,1.3926404053468957,-1.5382357353380087,0.36715230620496414
jazz.00058,jazz,0,1.0,1.7304599992389986,-0.6530303277772102,0.05688628478051707
jazz.00059,jazz,0,1.0,1.369764051757707,-1.5220075158494648,0.5567067266638683
jazz.00060,jazz,0,1.0,1.4561936753999438,-1.6727348630265162,-0.02312875909803471
jazz.00061,jazz,2,1.0,1.6177018003145303,-0.18336167616374294,-1.0440559729723329
jazz.00062,jazz,0,1.0,1.6202031399778285,-1.3074340495909127,-0.4552084582263914
jazz.00063,jazz,2,1.0,1.7770464468890594,-0.23256531739784328,-1.3930544768963424
jazz.00064,jazz,0,1.0,2.2768672741753515,-1.5181852048709439,-1.3173861095728034
jazz.00065,jazz,0,1.0,1.5828881055438986,-1.476096403102615,0.4834645631345457
jazz.00066,jazz,0,1.0,1.6652434762802224,-1.1148473008156639,-0.4054522503217078
jazz.00067,jazz,0,1.0,1.407266090689167,-1.604056933495063,0.04118283621073816
jazz.00068,jazz,0,1.0,1.5018931519462702,-1.5905561503984875,0.13429813560991383
jazz.00069,jazz,0,1.0,1.576369314741381,-0.7994332130084241,0.010945453479893669
jazz.00070,jazz,0,1.0,1.4848214733475347,-1.890502838046116,0.28613646702131806
jazz.00071,jazz,0,1.0,1.9376739719576028,-2.367863155060981,-0.3618384402212041
jazz.00072,jazz,0,1.0,1.5392368144388482,-1.9412271207899747,-0.055118582825062525
jazz.00073,jazz,2,1.0,1.8129038182555375,0.4958278108434148,-0.5958561483420304
jazz.00074,jazz,0,1.0,1.8532266576548275,-0.13761962663117164,0.33049468046797964
jazz.00075,jazz,2,1.0,1.8066186005448057,0.4314287159362532,-0.6581743767862805
jazz.00076,jazz,0,1.0,1.485707082742625,-1.2486480502745472,-0.09975844468461613
jazz.00077,jazz,2,1.0,1.691305831130386,0.3078569466212338,-0.8849417318652488
jazz.00078,jazz,0,1.0,1.7880087717181703,-0.26024493489032563,0.17879554954653326
jazz.00079,jazz,2,1.0,1.8447337610182617,0.09857863361368416,-0.46613551941455456
jazz.00080,jazz,2,1.0,1.7694580566112632,0.5174528070666461,-1.2330636441291065
jazz.00081,jazz,1,1.0,1.9338691729763584,0.9527844793029742,0.33923896275260423
jazz.00082,jazz,1,1.0,2.575415160977867,2.989946006131865,0.1260591898132801
jazz.00083,jazz,2,1.0,2.0441454425280337,1.3958436807371826,-0.613445037677287
jazz.00084,jazz,2,1.0,1.7023343473520116,0.5876210882963041,-0.6256082017442764
jazz.00085,jazz,2,1.0,1.6319492946395553,0.6819273188059697,-0.7207807082614126
jazz.00086,jazz,1,1.0,3.1563461956623957,3.04629919100144,-0.6231473126429572
jazz.00087,jazz,0,1.0,2.216385083055632,-1.1169520628782645,1.5619680359399066
jazz.00088,jazz,0,1.0,1.9069473250121107,-0.496677758089214,0.3631651774967547
jazz.00089,jazz,0,1.0,2.079586492281566,-0.7196257308152215,0.9933229776511862
jazz.00090,jazz,0,1.0,2.0329380619239816,-1.2329914579542485,-0.5143162314598357
jazz.00091,jazz,1,1.0,2.6995398837181583,2.4456057319769973,2.113623482718928
jazz.00092,jazz,1,1.0,2.324595915800751,0.3995016942581534,1.4859849891334362
jazz.00093,jazz,0,1.0,1.9267493102765028,-0.6720976873459007,-0.6061444132214249
jazz.00094,jazz,0,1.0,1.6303725872172397,-2.1587683011820507,0.8350326541456357
jazz.00095,jazz,0,1.0,1.540464710190167,-1.172659642400926,-0.31504307191746894
jazz.00096,jazz,0,1.0,1.5443728855114607,-0.6513082927113943,0.7200831652980914
jazz.00097,jazz,0,1.0,1.9800011215966267,-2.1198383844821325,0.7922629448601824
jazz.00098,jazz,0,1.0,1.5736915948490773,-0.9621436902133799,-0.3303164707892842
jazz.00099,jazz,0,1.0,1.5105112112801098,-1.6486544378708246,0.1538574872571925
metal.00000,metal,2,1.0,1.8882814061961637,1.4759997189796574,-1.7780172830483567
metal.00001,metal,2,1.0,1.491633998737291,0.8675376002336718,-2.0258952088136906
metal.00002,metal,2,1.0,1.4094111241500802,0.010144519268214145,-1.9763114700201896
metal.00003,metal,2,1.0,1.5124368329598306,0.8634031804510831,-2.170824534077419
metal.00004,metal,2,1.0,1.9682445569099152,1.6501609558018457,-1.7742024393729525
metal.00005,metal,2,1.0,1.1408419258077012,0.2313522513075398,-1.6292312751596005
metal.00006,metal,2,1.0,1.8714245932307023,1.7107393013117953,-1.4610930912004836
metal.00007,metal,2,1.0,1.6058181476999713,1.0482918649468274,-2.0540745157329203
metal.00008,metal,1,1.0,1.7070391820281248,1.5779323647602352,-0.23642465780373179
metal.00009,metal,2,1.0,1.7678610226327223,-0.39938014051974824,-2.147065892123746
metal.00010,metal,2,1.0,2.0452444561788865,1.2000729368766483,-2.5799670935058145
metal.00011,metal,2,1.0,2.0639553972155458,0.4304683684655158,-2.940891855551392
metal.00012,metal,2,1.0,1.8608876513599297,0.6353135701698062,-2.6202887045493672
metal.00013,metal,2,1.0,2.0220476337246236,1.1357960509074883,-2.585462510365644
metal.00014,metal,2,1.0,1.743410921567613,0.7952954684687504,-2.261783248885275
metal.00015,metal,2,1.0,1.7652234764605679,0.8207796035635329,-2.4278280400658865
metal.00016,metal,2,1.0,1.6762294688501964,0.9085434819238091,-2.1863927578157636
metal.00017,metal,2,1.0,1.481165358967309,0.7969831110858852,-2.200815786409659
metal.00018,metal,2,1.0,1.9116133494118208,0.569308598986006,-2.103819737321369
metal.00019,metal,2,1.0,1.2784280046983985,0.79417312202763,-1.7485412456300078
metal.00020,metal,2,1.0,1.303046280485952,0.6467062417036349,-1.9833627202407875
metal.00021,metal,2,1.0,1.7800681925925959,1.2157144082662685,-2.1531277718754196
metal.00022,metal,2,1.0,1.618908030616167,-0.34327324086138716,-1.979863020341615
metal.00023,metal,2,1.0,1.351399092621319,0.37209580325920905,-1.8551524144854818
metal.00024,metal,2,1.0,1.2315686878616516,0.3708092854332115,-1.8575332818259103
metal.00025,metal,2,1.0,1.1397381137033977,0.3163003852094062,-1.235716582362555
metal.00026,metal,2,1.0,2.0214144526295748,0.9367771650395615,-2.616494347608324
metal.00027,metal,2,1.0,1.53427121983837,-0.015840482870448303,-2.328118695409392
metal.00028,metal,2,1.0,1.9105439792507855,0.8693096487360099,-2.725535086861753
metal.00029,metal,2,1.0,1.380212502623383,1.1164887190286314,-1.534690923731821
metal.00030,metal,0,1.0,2.228248683161164,-1.2729740206401066,-1.1869770541289992
metal.00031,metal,2,1.0,1.2129469174122474,0.36684739823416546,-1.8529563602453365
metal.00032,metal,2,1.0,1.1461807767591907,0.4095068824599285,-1.7328212362959603
metal.00033,metal,2,1.0,1.5987120249485651,0.036524552409470785,-1.1015985025619421
metal.00034,metal,2,1.0,1.5861990228102827,1.1377889839465123,-1.0203872964980156
metal.00035,metal,2,1.0,1.408757576882023,1.065317421633419,-1.5778503685635907
metal.00036,metal,2,1.0,1.3210199660682003,0.7910844192140184,-2.023114239596655
metal.00037,metal,2,1.0,1.4074223667393615,0.15667897172028766,-1.9964043384834285
metal.00038,metal,1,1.0,2.4943054286262947,0.7986918208697157,0.4555257531963604
metal.00039,metal,2,1.0,1.7166175573091746,-0.2849340700695359,-0.49381470854924436
metal.00040,metal,2,1.0,1.420762548688716,0.8872446829149913,-2.0511016128671127
metal.00041,metal,2,1.0,1.348074299328559,0.1096890505398399,-1.8907264908992714
metal.00042,metal,2,1.0,1.5187940986868331,0.2971617665245019,-2.2907654469201484
metal.00043,metal,2,1.0,1.685663896022049,1.1916652752936479,-1.0028093359220605
metal.00044,metal,2,1.0,1.4357565802374443,0.8440612583409185,-1.9836530928796718
metal.00045,metal,2,1.0,1.5825148922540966,0.7037926094939584,-0.5763119143112059
metal.00046,metal,2,1.0,1.7566288194869417,0.5719601145759915,-2.6429003381824394
