file,audio_path,raw_feature_path,msd_track_id,deezer_track_id,sample_rate,duration_sec,frames,cluster_label,distance_to_centroid,is_outlier,cluster_size
Ed Ames - Our Love Is a Living Thing [TRALRMS128F93150FF] [deezer-13239581].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Ed Ames - Our Love Is a Living Thing [TRALRMS128F93150FF] [deezer-13239581].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Ed Ames - Our Love Is a Living Thing [TRALRMS128F93150FF] [deezer-13239581].npz,TRALRMS128F93150FF,13239581,22050,29.0,0,7,0.03470784,False,678
Ed Bruce - Ruby Don't Take Your Love To Town [TRAWIDZ128F933A451] [deezer-1906809].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Ed Bruce - Ruby Don't Take Your Love To Town [TRAWIDZ128F933A451] [deezer-1906809].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Ed Bruce - Ruby Don't Take Your Love To Town [TRAWIDZ128F933A451] [deezer-1906809].npz,TRAWIDZ128F933A451,1906809,22050,29.0,0,11,0.024956616,False,429
Ed Calle - Bar Talk (Album Version) [TRAHUEG128F932C5FC] [deezer-892437].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Ed Calle - Bar Talk (Album Version) [TRAHUEG128F932C5FC] [deezer-892437].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Ed Calle - Bar Talk (Album Version) [TRAHUEG128F932C5FC] [deezer-892437].npz,TRAHUEG128F932C5FC,892437,22050,29.0,0,4,0.018991094,False,830
Eddie - Beautiful Lies [TRAUTBP12903D0BD6B] [deezer-61969971].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie - Beautiful Lies [TRAUTBP12903D0BD6B] [deezer-61969971].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie - Beautiful Lies [TRAUTBP12903D0BD6B] [deezer-61969971].npz,TRAUTBP12903D0BD6B,61969971,22050,29.0,0,9,0.017922146,False,782
Eddie - No Control [TRAALHD12903D0BD6A] [deezer-61969970].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie - No Control [TRAALHD12903D0BD6A] [deezer-61969970].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie - No Control [TRAALHD12903D0BD6A] [deezer-61969970].npz,TRAALHD12903D0BD6A,61969970,22050,29.0,0,10,0.024742499,False,660
Eddie Boyd - I Got a Woman (Live) [TRBAPQD128F92CC02E] [deezer-1349285].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Boyd - I Got a Woman (Live) [TRBAPQD128F92CC02E] [deezer-1349285].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Boyd - I Got a Woman (Live) [TRBAPQD128F92CC02E] [deezer-1349285].npz,TRBAPQD128F92CC02E,1349285,22050,29.0,0,11,0.010616497,False,429
Eddie Boyd - I'm Sitting Here Waiting (Live) [TRABMKR128F92CC02B] [deezer-1349261].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Boyd - I'm Sitting Here Waiting (Live) [TRABMKR128F92CC02B] [deezer-1349261].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Boyd - I'm Sitting Here Waiting (Live) [TRABMKR128F92CC02B] [deezer-1349261].npz,TRABMKR128F92CC02B,1349261,22050,29.0,0,11,0.012266702,False,429
Eddie Calvert - Erica [TRABAXV128F92F6AE3] [deezer-1781476377].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Calvert - Erica [TRABAXV128F92F6AE3] [deezer-1781476377].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Calvert - Erica [TRABAXV128F92F6AE3] [deezer-1781476377].npz,TRABAXV128F92F6AE3,1781476377,22050,29.0,0,12,0.026567474,False,354
Eddie Calvert - O Mein Papa [TRAOCBU128F92D39F5] [deezer-114487396].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Calvert - O Mein Papa [TRAOCBU128F92D39F5] [deezer-114487396].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Calvert - O Mein Papa [TRAOCBU128F92D39F5] [deezer-114487396].npz,TRAOCBU128F92D39F5,114487396,22050,29.0,0,12,0.021460801,False,354
Eddie Calvert - Tenderly [TRAUZED128F4274561] [deezer-10015634].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Calvert - Tenderly [TRAUZED128F4274561] [deezer-10015634].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Calvert - Tenderly [TRAUZED128F4274561] [deezer-10015634].npz,TRAUZED128F4274561,10015634,22050,29.0,0,11,0.025467064,False,429
Eddie Cano - Barsanova Brown [TRAYRWL128F932B305] [deezer-108584498].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cano - Barsanova Brown [TRAYRWL128F932B305] [deezer-108584498].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cano - Barsanova Brown [TRAYRWL128F932B305] [deezer-108584498].npz,TRAYRWL128F932B305,108584498,22050,29.0,0,8,0.04005586,False,629
Eddie Cano - Blue Satin [TRAXXTG128F932B324] [deezer-3601957].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cano - Blue Satin [TRAXXTG128F932B324] [deezer-3601957].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cano - Blue Satin [TRAXXTG128F932B324] [deezer-3601957].npz,TRAXXTG128F932B324,3601957,22050,29.0,0,12,0.014709662,False,354
Eddie Cano - Green Fields [TRAIBJP128F932B2FF] [deezer-108584486].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cano - Green Fields [TRAIBJP128F932B2FF] [deezer-108584486].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cano - Green Fields [TRAIBJP128F932B2FF] [deezer-108584486].npz,TRAIBJP128F932B2FF,108584486,22050,29.0,0,12,0.016263176,False,354
Eddie Cano - It Only Takes a Moment [TRBGKJP128F9342D57] [deezer-3660351].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cano - It Only Takes a Moment [TRBGKJP128F9342D57] [deezer-3660351].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cano - It Only Takes a Moment [TRBGKJP128F9342D57] [deezer-3660351].npz,TRBGKJP128F9342D57,3660351,22050,29.0,0,4,0.04355562,False,830
Eddie Cano - Teach Me Tonight [TRAWAHX128F932B2FD] [deezer-108584482].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cano - Teach Me Tonight [TRAWAHX128F932B2FD] [deezer-108584482].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cano - Teach Me Tonight [TRAWAHX128F932B2FD] [deezer-108584482].npz,TRAWAHX128F932B2FD,108584482,22050,29.0,0,12,0.017696911,False,354
Eddie Cano - The Trolley Song [TRACLUV128F9342D02] [deezer-2425726695].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cano - The Trolley Song [TRACLUV128F9342D02] [deezer-2425726695].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cano - The Trolley Song [TRACLUV128F9342D02] [deezer-2425726695].npz,TRACLUV128F9342D02,2425726695,22050,29.0,0,12,0.012035731,False,354
"Eddie Cantor - Charley, My Boy [TRAHGHP128F9305799] [deezer-14572127].wav","/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cantor - Charley, My Boy [TRAHGHP128F9305799] [deezer-14572127].wav","/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cantor - Charley, My Boy [TRAHGHP128F9305799] [deezer-14572127].npz",TRAHGHP128F9305799,14572127,22050,29.0,0,11,0.017415265,False,429
Eddie Cantor - Cheer Up! Smile! Nertz! [TRAOFMZ128F9317D06] [deezer-5773600].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cantor - Cheer Up! Smile! Nertz! [TRAOFMZ128F9317D06] [deezer-5773600].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cantor - Cheer Up! Smile! Nertz! [TRAOFMZ128F9317D06] [deezer-5773600].npz,TRAOFMZ128F9317D06,5773600,22050,29.0,0,11,0.013477192,True,429
Eddie Cantor - Now's The Time To Fall In Love [TRAAHEQ128F93057B4] [deezer-1575780092].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cantor - Now's The Time To Fall In Love [TRAAHEQ128F93057B4] [deezer-1575780092].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cantor - Now's The Time To Fall In Love [TRAAHEQ128F93057B4] [deezer-1575780092].npz,TRAAHEQ128F93057B4,1575780092,22050,29.0,0,12,0.024327371,False,354
Eddie Cantor - That's The Kind Of Baby For Me [TRAIEXH128F9353678] [deezer-3710127].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cantor - That's The Kind Of Baby For Me [TRAIEXH128F9353678] [deezer-3710127].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cantor - That's The Kind Of Baby For Me [TRAIEXH128F9353678] [deezer-3710127].npz,TRAIEXH128F9353678,3710127,22050,29.0,0,11,0.014888886,False,429
Eddie Cantor - When My Ship Comes In [TRAOAXK128F4268FE6] [deezer-102503842].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Cantor - When My Ship Comes In [TRAOAXK128F4268FE6] [deezer-102503842].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Cantor - When My Ship Comes In [TRAOAXK128F4268FE6] [deezer-102503842].npz,TRAOAXK128F4268FE6,102503842,22050,29.0,0,11,0.014997801,False,429
Eddie Henderson - Beyond Forever [TRADNLJ12903CD2E76] [deezer-469390062].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Henderson - Beyond Forever [TRADNLJ12903CD2E76] [deezer-469390062].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Henderson - Beyond Forever [TRADNLJ12903CD2E76] [deezer-469390062].npz,TRADNLJ12903CD2E76,469390062,22050,29.0,0,4,0.024815658,False,830
Eddie Jones - Perfidia [TRAFQQM128F92E2FD0] [deezer-10744420].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Jones - Perfidia [TRAFQQM128F92E2FD0] [deezer-10744420].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Jones - Perfidia [TRAFQQM128F92E2FD0] [deezer-10744420].npz,TRAFQQM128F92E2FD0,10744420,22050,29.0,0,9,0.023488218,False,782
Eddie Money - Runnin' Away [TRANCEE128F4267C92] [deezer-1080499].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Money - Runnin' Away [TRANCEE128F4267C92] [deezer-1080499].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Money - Runnin' Away [TRANCEE128F4267C92] [deezer-1080499].npz,TRANCEE128F4267C92,1080499,22050,29.0,0,4,0.033025913,False,830
Eddie Palmieri - Nada De Ti [TRBDIKL128F42649B0] [deezer-12017762].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Palmieri - Nada De Ti [TRBDIKL128F42649B0] [deezer-12017762].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Palmieri - Nada De Ti [TRBDIKL128F42649B0] [deezer-12017762].npz,TRBDIKL128F42649B0,12017762,22050,29.0,0,8,0.02516735,True,629
Eddie Palmieri - No Pienses Asi [TRARZBQ128F42649A6] [deezer-16106813].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Palmieri - No Pienses Asi [TRARZBQ128F42649A6] [deezer-16106813].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Palmieri - No Pienses Asi [TRARZBQ128F42649A6] [deezer-16106813].npz,TRARZBQ128F42649A6,16106813,22050,29.0,0,12,0.006055011,False,354
Eddie Turner - Jody [TRAHHUN128F4227029] [deezer-10957545].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie Turner - Jody [TRAHHUN128F4227029] [deezer-10957545].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie Turner - Jody [TRAHHUN128F4227029] [deezer-10957545].npz,TRAHHUN128F4227029,10957545,22050,29.0,0,9,0.012076901,False,782
Eddie and the Subtitles - Louie Louie [TRAUYYW128F92E9E8F] [deezer-105339892].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddie and the Subtitles - Louie Louie [TRAUYYW128F92E9E8F] [deezer-105339892].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddie and the Subtitles - Louie Louie [TRAUYYW128F92E9E8F] [deezer-105339892].npz,TRAUYYW128F92E9E8F,105339892,22050,29.0,0,10,0.02967026,False,660
"Eddy Arnold - Enclosed, One Broken Heart [TRAQLOT12903CE025B] [deezer-107378922].wav","/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Arnold - Enclosed, One Broken Heart [TRAQLOT12903CE025B] [deezer-107378922].wav","/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Arnold - Enclosed, One Broken Heart [TRAQLOT12903CE025B] [deezer-107378922].npz",TRAQLOT12903CE025B,107378922,22050,29.0,0,11,0.026284982,False,429
"Eddy Arnold - Just a Little Lovin' (Will Go a Long, Long Way) [TRABFGJ12903CF6A75] [deezer-1006601242].wav","/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Arnold - Just a Little Lovin' (Will Go a Long, Long Way) [TRABFGJ12903CF6A75] [deezer-1006601242].wav","/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Arnold - Just a Little Lovin' (Will Go a Long, Long Way) [TRABFGJ12903CF6A75] [deezer-1006601242].npz",TRABFGJ12903CF6A75,1006601242,22050,29.0,0,12,0.036394436,False,354
Eddy Arnold - Molly Darling [TRBHOXV128F92FBB72] [deezer-12393745].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Arnold - Molly Darling [TRBHOXV128F92FBB72] [deezer-12393745].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Arnold - Molly Darling [TRBHOXV128F92FBB72] [deezer-12393745].npz,TRBHOXV128F92FBB72,12393745,22050,29.0,0,11,0.039785694,False,429
Eddy Arnold - What's He Doin' In My World [TRBDNGV128F42895AE] [deezer-72388873].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Arnold - What's He Doin' In My World [TRBDNGV128F42895AE] [deezer-72388873].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Arnold - What's He Doin' In My World [TRBDNGV128F42895AE] [deezer-72388873].npz,TRBDNGV128F42895AE,72388873,22050,29.0,0,0,0.030812072,False,556
Eddy Raven - Angel Fire [TRAWIRJ128F145C918] [deezer-3446053].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Raven - Angel Fire [TRAWIRJ128F145C918] [deezer-3446053].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Raven - Angel Fire [TRAWIRJ128F145C918] [deezer-3446053].npz,TRAWIRJ128F145C918,3446053,22050,29.0,0,4,0.0213143,False,830
Eddy Raven - I Could Use Another You (Digital Re-Recording) [TRBCIGC128F4249CE6] [deezer-10729518].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Raven - I Could Use Another You (Digital Re-Recording) [TRBCIGC128F4249CE6] [deezer-10729518].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Raven - I Could Use Another You (Digital Re-Recording) [TRBCIGC128F4249CE6] [deezer-10729518].npz,TRBCIGC128F4249CE6,10729518,22050,29.0,0,8,0.028327554,False,629
Eddy Raven - I Know That Car [TRAKFQV128F145C912] [deezer-3446047].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Raven - I Know That Car [TRAKFQV128F145C912] [deezer-3446047].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Raven - I Know That Car [TRAKFQV128F145C912] [deezer-3446047].npz,TRAKFQV128F145C912,3446047,22050,29.0,0,0,0.0069109476,False,556
Eddy Raven - I WANNA HEAR IT FROM YOU [TRAGGHA128F4262D55] [deezer-1601809].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Raven - I WANNA HEAR IT FROM YOU [TRAGGHA128F4262D55] [deezer-1601809].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Raven - I WANNA HEAR IT FROM YOU [TRAGGHA128F4262D55] [deezer-1601809].npz,TRAGGHA128F4262D55,1601809,22050,29.0,0,4,0.024536612,False,830
Eddy Raven - In A Letter To You [TRAZTEK128F145C90E] [deezer-653814212].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Raven - In A Letter To You [TRAZTEK128F145C90E] [deezer-653814212].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Raven - In A Letter To You [TRAZTEK128F145C90E] [deezer-653814212].npz,TRAZTEK128F145C90E,653814212,22050,29.0,0,8,0.028896797,False,629
Eddy Raven - Like A Hurricane [TRATIIV128F145C91D] [deezer-3446058].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Raven - Like A Hurricane [TRATIIV128F145C91D] [deezer-3446058].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Raven - Like A Hurricane [TRATIIV128F145C91D] [deezer-3446058].npz,TRATIIV128F145C91D,3446058,22050,29.0,0,9,0.010739845,False,782
Eddy Raven - Love Lifted Me [TRAUMMP12903C9D5C4] [deezer-2381705].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eddy Raven - Love Lifted Me [TRAUMMP12903C9D5C4] [deezer-2381705].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eddy Raven - Love Lifted Me [TRAUMMP12903C9D5C4] [deezer-2381705].npz,TRAUMMP12903C9D5C4,2381705,22050,29.0,0,4,0.040600177,False,830
Edelweiss - The Kangaroo Theory [TRBEVND128F93429DD] [deezer-15318545].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edelweiss - The Kangaroo Theory [TRBEVND128F93429DD] [deezer-15318545].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edelweiss - The Kangaroo Theory [TRBEVND128F93429DD] [deezer-15318545].npz,TRBEVND128F93429DD,15318545,22050,29.0,0,2,0.01520811,False,719
Eden's Bridge - Shout For Joy (Celtic Psalms Album Version) [TRBGFLG128F1465AFD] [deezer-3446345].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Eden's Bridge - Shout For Joy (Celtic Psalms Album Version) [TRBGFLG128F1465AFD] [deezer-3446345].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Eden's Bridge - Shout For Joy (Celtic Psalms Album Version) [TRBGFLG128F1465AFD] [deezer-3446345].npz,TRBGFLG128F1465AFD,3446345,22050,29.0,0,7,0.00969432,False,678
Edgar Bori - J'l'ai pas dit [TRACAMB12903CE12F4] [deezer-1497830702].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edgar Bori - J'l'ai pas dit [TRACAMB12903CE12F4] [deezer-1497830702].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edgar Bori - J'l'ai pas dit [TRACAMB12903CE12F4] [deezer-1497830702].npz,TRACAMB12903CE12F4,1497830702,22050,29.0,0,7,0.02265783,False,678
Edgar Bori - Les choses [TRASSHI128F93616CB] [deezer-1498203692].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edgar Bori - Les choses [TRASSHI128F93616CB] [deezer-1498203692].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edgar Bori - Les choses [TRASSHI128F93616CB] [deezer-1498203692].npz,TRASSHI128F93616CB,1498203692,22050,29.0,0,7,0.01751486,False,678
Edgar Bori - À l'arraché [TRAVQSW12903CE12F8] [deezer-1497830712].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edgar Bori - À l'arraché [TRAVQSW12903CE12F8] [deezer-1497830712].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edgar Bori - À l'arraché [TRAVQSW12903CE12F8] [deezer-1497830712].npz,TRAVQSW12903CE12F8,1497830712,22050,29.0,0,7,0.018470822,False,678
Edgar De L'est - Slavinka [TRATQWZ128F93133F8] [deezer-69915076].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edgar De L'est - Slavinka [TRATQWZ128F93133F8] [deezer-69915076].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edgar De L'est - Slavinka [TRATQWZ128F93133F8] [deezer-69915076].npz,TRATQWZ128F93133F8,69915076,22050,29.0,0,4,0.025140515,False,830
Edith Lefel - An ti chans' (Remastered 2024) [TRAAEXM128F92D47C8] [deezer-3183151581].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edith Lefel - An ti chans' (Remastered 2024) [TRAAEXM128F92D47C8] [deezer-3183151581].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edith Lefel - An ti chans' (Remastered 2024) [TRAAEXM128F92D47C8] [deezer-3183151581].npz,TRAAEXM128F92D47C8,3183151581,22050,29.0,0,2,0.012142264,False,719
Edmundo Ros & His Orchestra - Mélodie d'amour (Remastered) [TRBEVSH128F92D5CFC] [deezer-3135041341].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edmundo Ros & His Orchestra - Mélodie d'amour (Remastered) [TRBEVSH128F92D5CFC] [deezer-3135041341].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edmundo Ros & His Orchestra - Mélodie d'amour (Remastered) [TRBEVSH128F92D5CFC] [deezer-3135041341].npz,TRBEVSH128F92D5CFC,3135041341,22050,29.0,0,8,0.025843183,False,629
Edmundo Ros - Congo [TRALJWI12903CEC7EB] [deezer-1070286612].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edmundo Ros - Congo [TRALJWI12903CEC7EB] [deezer-1070286612].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edmundo Ros - Congo [TRALJWI12903CEC7EB] [deezer-1070286612].npz,TRALJWI12903CEC7EB,1070286612,22050,29.0,0,8,0.040214155,False,629
Edmundo Ros - The Bull Frog [TRBBJST12903CEC7DC] [deezer-1147654602].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edmundo Ros - The Bull Frog [TRBBJST12903CEC7DC] [deezer-1147654602].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edmundo Ros - The Bull Frog [TRBBJST12903CEC7DC] [deezer-1147654602].npz,TRBBJST12903CEC7DC,1147654602,22050,29.0,0,8,0.037153523,False,629
Edmundo Ros and His Orchestra - The Wedding Samba [TRADKGW12903CC8CB9] [deezer-106895078].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edmundo Ros and His Orchestra - The Wedding Samba [TRADKGW12903CC8CB9] [deezer-106895078].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edmundo Ros and His Orchestra - The Wedding Samba [TRADKGW12903CC8CB9] [deezer-106895078].npz,TRADKGW12903CC8CB9,106895078,22050,29.0,0,4,0.031067295,False,830
Edmundo Ros and His Orchestra - The Wedding Samba [TRATQTC128F9358C8B] [deezer-106895078].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/audio/Edmundo Ros and His Orchestra - The Wedding Samba [TRATQTC128F9358C8B] [deezer-106895078].wav,/storage/data4/up1072603/projects/ML-song-recommendation-system/msd_deezer_workspace/pretrained_embeddings/raw/Edmundo Ros and His Orchestra - The Wedding Samba [TRATQTC128F9358C8B] [deezer-106895078].npz,TRATQTC128F9358C8B,106895078,22050,29.0,0,4,0.03097792,False,830
