Song,Genre,Cluster,Distance,PCA1,PCA2
Busdriver - Beauty Supply And Demand,alternative hip hop,0,2.654562521020745,-1.95819067333705,1.8561353251378196
Busdriver - Ellen Disingenuous,alternative hip hop,4,4.021542913132606,1.622766738416398,4.679610186667318
Busdriver - Map Your Psyche,alternative hip hop,4,3.767752019604626,2.3570917513134155,1.0795963427828292
Busdriver - Sun Shower (Single Version),alternative hip hop,3,3.8637639541793067,2.676409771638219,-1.1155174155690502
Busdriver - Unemployed Black Astronaut,alternative hip hop,4,2.3008465733009644,0.25832332366780925,1.600319184919396
Busdriver - Unsafe Sextet_Gilded Hearts of Booklovers,alternative hip hop,4,3.434996411927547,-1.5478602511165815,2.521210531168384
Busta Rhymes - Genesis,hip hop,1,4.488827352831691,5.232639530745941,0.928772589914087
Busta Rhymes - Taste It,hip hop,1,4.470466869622037,7.454567067365228,2.681335569054987
Busta Rhymes - We Got What You Want,hip hop,1,2.9496352730478557,4.784275557861946,1.578726521185412
Busta Rhymes - We Made It (feat. Linkin Park) (Instrumental),hip hop,0,2.3972457326202288,-3.615729644536444,1.807009940451481
Butthole Surfers - 22 Going On 23 (2024 Remaster),noise rock,0,4.545241846626214,-3.9602043124386768,-1.2514869612121762
Butthole Surfers - All Day,noise rock,0,4.249982589010328,-5.260428376210609,2.296967972466292
Butthole Surfers - Tongue,noise rock,3,5.387153269018488,-1.7429669180454588,-0.6565925457487785
Butthole Surfers - Ulcer Breakout,noise rock,0,3.8803659140080016,-3.2567647582988366,1.1801731041969796
Butthole Surfers - Wichita Cathedral (Live - 2024 Remaster),noise rock,0,2.9265875528227383,-2.689569693624867,2.0598666591580517
Buzzcocks - Get On Our Own (1996 Remastered Version),new wave,0,2.26606128291816,-4.540246523253917,1.9169517624100503
Buzzcocks - No Reply (Demo),new wave,0,3.6641517553051686,-3.2010988116887176,2.114018840243882
Buzzcocks - Strange Thing (2001 Remastered Version),new wave,0,3.1056211526329554,-4.185324387894584,2.7963375181235515
Buzzov_en - I Don't Like You,sludge metal,0,6.266054616152424,-3.1094544728316778,-1.2250117466857844
Byron Cage - In The Midst (feat. Tye Tribbett),religious music,4,3.3818174181468166,0.840419979879558,3.2841011434536544
Byther Smith - I Wish My Mother Was Here,chicago blues,4,2.5681226524316734,0.17563963453053122,1.1823771139836374
Byther Smith - So Unhappy,chicago blues,3,3.0648325437379995,2.149343252248075,-2.1196971138115535
Byzantine - Absolute Horizon,groove metal,0,3.8846850384901686,-3.6880133624437783,2.204753182225141
Béla Fleck - Punchdrunk,bluegrass,2,3.8522280040732464,-2.8344063065075704,-1.1717522972180237
Bénabar - Christelle est une ordure,chanson,1,3.6659113331856927,4.960347460483701,-1.1336498700338677
Bénabar - La pierrade,chanson,3,3.067919342620051,-1.2313977312785687,-0.9603371554299708
Bénabar - Le zoo de Vincennes (Live),chanson,4,3.8756888780896293,1.5076640776360184,1.5801160373020233
Bénabar - Porcelaine,chanson,4,3.018911094796492,1.273283851511817,0.5918724081302561
Bénabar - Tu peux compter sur moi,chanson,4,3.1703289034181954,-1.1819666172659677,0.1912114150291493
Bézu - Frou-frou,chanson,4,3.8782230783427174,1.826242040566078,3.3178260856330417
Bézu - La bite du plombier,chanson,4,3.415734547025262,-1.512159972983268,3.1947300669254077
Bézu - La java bleue,chanson,4,4.386398579254618,1.9871935964218037,4.04910278069714
Bézu - Le cha cha des gorilles,chanson,4,3.3919248624205913,1.4811631825274711,1.8174590279032417
Bézu - Le clair de lune à Maubeuge,chanson,4,4.238906444324304,2.514553691087487,2.2024029805160823
Bézu - Le Tortillard,chanson,0,3.26158406427791,-1.830311846661597,4.016383524871414
"Bülent Ceylan - Harald_ Trinkhalleluja, Teil 1",cabaret,1,4.489700217985178,3.3243251963532408,0.6322594853780249
C-Side & Petit Mal - Mudhump,country rock,3,4.151756046524699,1.7486491691263604,-2.4096692632868746
C.C. Adcock - Loaded Gun,zydeco,0,2.8526912572102168,-1.9243965002968229,0.3425101556691016
C.C. Adcock - Love n' Gold,zydeco,4,2.930826305376908,0.12836414665624596,0.8600408349466616
C.J. Chenier - Banana Man,zydeco,3,4.895871208036343,-2.0891969550722904,-1.4588054391562904
C.L. Smooth - Smoke In The Air (A Cappella),hip hop,1,7.14071726444672,8.23042024932884,3.2055234589405486
Caballo Dorado - Me vuelves loco,chanson,4,2.62307221136534,-0.8668288061396983,2.3952458522404103
Cabas - Como nuestro amor no hay dos,vallenato,4,4.306687553370395,0.11148538742563496,0.7332054286051626
Cabas - Likua,vallenato,1,4.087835957289904,4.6673510012537465,2.516240203534469
Cabas - Machuca,vallenato,4,4.792195084542854,-1.4138862827892866,0.31632616480581544
Cabin Crew - Can't Stop (Mind Electric Remix),hard house,4,3.8910189748379316,-0.03902320589153549,3.411882439504204
Cache Cache - Only Do for Love (LeftGuster Remix),big beat,1,5.852019190197661,5.133590841289773,-0.3757322159749225
"Cactus - Rockout, Whatever You Feel Like",blues-rock,4,3.746317070271247,-0.8753773344195495,1.5497855651564862
Cadacross - Bring Out Your Dead,folk metal,0,3.3121455149419825,-2.8861325193697276,3.034043550261202
"Cadet - Father, I Adore You_More Precious Than Silver (Medley)",christian rock,0,3.09510066655961,-2.5926613941654733,0.5196452644788748
Café Quijano - En algún rincón,pop rock,1,3.511101329902229,2.5191311040333395,1.7968629826509117
Café Quijano - En mis besos,pop rock,3,3.2914561664630857,-0.07965302943184438,-0.817717769248969
Café Quijano - Hablando a un cristal,pop rock,4,2.977389572533892,-0.5636784822079056,3.4940373064383765
Café Quijano - Poesía de amor,pop rock,4,3.5429586446226495,-1.2896243118383197,2.016439773596923
Cain Culto - CUTTING EDGE,grunge,1,3.2239641588829064,5.480758567126101,0.5250960534288568
Cake - Alpha Beta Parking Lot,post-grunge,4,2.5472478955762377,1.3240494427453127,1.1861438590086593
Cake - Arco Arena (Instrumental),post-grunge,4,3.377751279557547,1.9188262897380892,0.2996217339024616
Cal Tjader - Along Comes Mary,latin jazz,4,4.458353987921951,-1.0083821310879781,-0.7400520280713601
Cal Tjader - Anyone Who Had a Heart,latin jazz,3,4.106555168262466,1.2328204453096294,-3.784448646726901
Cal Tjader - Manuel's Mambo,latin jazz,3,4.090840448333364,0.20502524908514919,-1.8595916608680634
Caleb McLeod - This Is Hell,post-hardcore,4,4.537583208546306,0.4990176131731267,1.1285016051972505
CALi - C'est toujours le matin,dance pop,3,3.4403975434845626,-1.3313696428216295,-0.6155713651593574
CALi - Dolorosa (Live),dance pop,4,2.9001403152526977,-0.05269289089423883,1.1945217718797088
CALi - Il y a une question (Live),dance pop,4,2.5879091610486227,-0.9936947920167615,1.571797977652899
CALi - Le Droit des pères (Live électrique),dance pop,3,4.079540224295758,2.1896764295930806,-0.5408693938775452
CALi - Pour Jane (Live acoustique),dance pop,3,4.370534802102931,1.7428011753638974,-2.6269151191749827
CALi - Résistance,dance pop,4,3.3666824629053007,-0.2737978378614885,0.8930646359875809
Cali - Un nuovo giorno,dance pop,4,3.522909735735367,-0.22610606118030258,2.029887747871305
California Oranges - Feel Better,twee pop,0,3.8730605823713,-2.6785790015319453,3.379423715889861
California Oranges - Travel Writer,twee pop,4,2.633631388625026,-0.6423271313302102,2.116567002917727
Call To Preserve - Hindsight,straight edge,4,5.264665829451163,-0.3108451164314019,2.0603360814432383
Call To Preserve - Hope For The Fallen,straight edge,0,3.4428654296038443,-4.9953084443356435,2.9756661934315645
Call To Preserve - Now And Forever,straight edge,0,3.1379351754683293,-3.341592432694326,3.236326950406937
Call To Preserve - Open your Eyes,straight edge,0,3.1036572496685624,-4.07632281295239,2.9842388674431595
Cam'Ron - Bubble Music,hip hop,4,3.9614324993016505,1.966961517198979,4.228688469640884
Cam'Ron - Come Home With Me,hip hop,1,3.878220043849407,2.451226398209546,1.288801164544619
Cam'Ron - I'm A Chicken Head (Skit) (Album Version Explicit),hip hop,1,10.605408732286307,8.438156244705237,-1.1140507876443275
Cam'Ron - Losing Weight Part 2 (Album Version Edited),hip hop,1,3.82004315964842,2.891811530307189,2.226923654488583
Cam'Ron - Shake (Album Version Explicit),hip hop,1,5.388456687264935,7.745499731674236,4.224027137586473
Camp Lo - Black Connection 3,pop rap,1,4.426657437403069,2.944735021658186,0.08254140249543383
Camp Lo - Sparkle,pop rap,1,4.520690673252324,5.534554959452192,3.694173351752898
Camp Lo - Uptown,pop rap,1,3.295977520289003,2.828216213720964,1.4564871012301366
Canaan Nyathi - Smile (Live),hip hop,4,5.632881120860001,1.8075460495888718,3.802292631506104
Cancer Bats - Dead Wrong,southern rock,0,3.1380693162590094,-4.169553790362282,0.6917860023021074
Cancer Bats - Engine Skull,southern rock,0,2.561953905360856,-4.083906184034117,1.7599697783824952
Cancer Bats - Sabotage,southern rock,0,2.330609103913176,-3.5694106193822837,1.7900646077316817
Candido - Sentimentos Desiguais,latin jazz,4,2.5657716759419635,-1.010829245772243,2.942948209041608
Candy Lo - Ma Zui,chinese music,3,5.090982010744846,0.9677237917279001,0.21188433681997507
Candy Lo - Si Lu,chinese music,4,3.848095955828794,2.098085807823941,1.0089101468639936
Cannon's Jug Stompers - Heart Breakin' Blues,jug band,0,5.3211564283288295,-2.4509655969502853,-0.8473132965241125
Cannon's Jug Stompers - Mule Get Up in the Alley,jug band,2,3.88267536974397,-3.8072813172428166,-2.5448848380110918
Cantores in Ecclesia - Ubi Caritas,chill-out,2,4.61957615265242,0.9677309397658955,-5.297145430373603
Capelton - Bumbo Red,dancehall,1,4.369966358299863,4.929833530006462,0.085429751924819
Capital Tax - Givin' It Back,hip hop,3,3.2874782394733066,1.3062296188997844,0.3342821849605154
Capital Tax - Slide In - Slide Out,hip hop,1,3.3610337886877066,2.963272876827857,1.8603850682828582
Capleton - Conscience Ah Heng Dem (interlude),dancehall,1,8.134826838910772,4.087818850013112,-3.142735617471849
Capleton - Cry For Love,dancehall,1,3.875126845177995,5.700519355637027,1.3206094815315852
Capleton - Say Yeah,dancehall,1,3.850473641538412,4.03161490980352,1.8784516131775533
Capleton - When Me A Move,dancehall,1,2.725895009392414,4.303651339113627,1.0383378783997015
Capone-N-Noreaga - Beef,gangster rap,1,3.5660338720212446,5.897105222451938,1.710849372618571
Captain Beefheart & His Magic Band - On Tomorrow (Instrumental),blues-rock,3,4.794830592756015,-1.6041403437065063,-2.172939198687844
Captain Hollywood Project - All I Want (Radio Mix),dance pop,4,2.580907256996021,0.24325108959450334,2.0977032974647107
Captain Hollywood Project - Find Another Way (Single Mix),dance pop,0,3.539531627807831,-4.55581845995134,3.181510577298902
Captain Hollywood Project - The Way Love Is (Ragga Single Mix),dance pop,4,4.437880791036369,-1.2064993552667393,3.612887938906677
Caramell - Expolodera (som dynamit),bubblegum dance,0,5.2603169151634335,-3.179766995623719,3.818448666985065
Cardenales del Exito - Lole Lolaila,gaita,4,2.8973363576379865,0.18358961764747228,2.7129628113521678
Cargo Cult - Helium,noise rock,3,3.3441191084773094,2.421613066082634,-0.9316624245806004
Carl Belew - Am I That Easy to Forget,rockabilly,2,4.895198668256554,-1.331942609353813,-4.853267833674901
Carl Belew - Love's Been Good To Me,rockabilly,3,3.167654352171175,-0.3694442116140059,-2.4628579707450706
Carl Crack - Dogon,broken beat,3,4.072291755652511,-0.3986079482698395,-1.0222673259663841
Carl Crack - Sonnenfreunde,broken beat,0,6.191513338845912,-7.753237460908972,-1.0786788353453536
Carl Davis - Cranford_ Chez Holbrook,chicago soul,2,4.381928872952108,-0.30958688334899337,-5.074050853127177
Carl Davis - Cranford_ Deborah's Vigil,chicago soul,2,5.094095785380211,-2.5593613868104037,-4.843115334386272
Carl Davis - Resolutions from The Long Day Closes (Voice),chicago soul,2,3.971089228788584,-4.01827032434352,-5.375147908625991
Carl Smith - Hey Joe,honky tonk,2,4.436875684842845,-0.1756265875322504,-4.0558818400022725
Carl Smith - I Wonder Where You Are Tonight,honky tonk,3,2.892833742369657,0.6458575176708636,-0.7228481781718895
Carl Smith - If I Couldn't Hold Back The Dawn,honky tonk,1,6.070354872510428,5.295512680809644,-1.6228269205760268
Carl Smith - If You Don't Somebody Else Will,honky tonk,2,3.56478345287608,-2.3189364125481915,-2.301412615637003
Carlene Carter - Loose Talk (Duet with Carl Smith),honky tonk,4,2.164866339283804,-0.14663342039386687,1.0460600417585242
Carlos Baute - Angelito (Directo 09),cumbia,4,2.9364043112188765,-0.9214321085617654,3.0790878438768483
Carlos Baute - Estás hecha para mí (Directo 09),cumbia,0,2.8999709459215754,-2.348411974211988,2.76095831071558
Carlos Baute - Pobre diabla (Directo 09),cumbia,0,2.158989162991517,-2.0109413094381594,2.34732785897691
Carlos Baute - Te extraño porque te extraño,cumbia,4,2.729724517860098,-1.297247987944669,3.0862346246516164
Carlos Embales - A Una Mamita,rumba,3,4.376376522339389,0.9247491685630671,-3.3196160206097787
Carlos Jiménez - La Vida (Jp Candela & Vlada Asanin),latin jazz,1,6.994038471357269,6.904917372232093,-3.398147028648296
Carlos Ponce - Decir Adios,male vocalist,3,3.6025190499327784,-1.0843610688563554,-0.3042545299089564
Carlos Ponce - Escuchame,male vocalist,0,2.795313169013523,-3.2541542235888135,2.9514825977214074
Carlos Ponce - Quiero Mas,male vocalist,4,3.1098817616643153,0.36257154067210806,0.8631013246135372
Carlos Ponce - Todo Lo Que Soy,male vocalist,4,2.934336712699478,-1.2729336108377511,1.0274530892286708
Carlos Vives - Cancion De Amor Eterno,vallenato,3,3.516482705682541,2.616839968389035,-2.038047036548798
Carlos Vives - Si Es Que Te Vas,vallenato,3,2.7823719222219268,0.39865140169453117,-0.4292584311581379
Carlton Livingston - Slow Down,reggae,3,5.57661028435088,0.913804940448905,-3.4686682837576974
Carlton Pearson - This Train (Live),ccm,0,2.5972552412973653,-1.6263891877112446,1.506232869499951
Carman - Let The Church Rise (feat. Commissioned & The Christ Church Choir),ccm,3,2.926349481238509,-0.5743770390953282,-0.8879654886681743
Carman - The Same God (feat. Commissioned & The Christ Church Choir),ccm,4,2.955222042778332,0.5674998245394638,0.5850531788288169
Carole Fredericks - Des vôtres,chanson,4,3.1934069316417597,-0.1947372547971415,0.9810695308483856
Carolyn Arends - Happy,ccm,4,2.0118378445320206,0.035531227195844145,1.8080446571005502
Carolyn Arends - Last Thursday (Call Me Crazy),ccm,0,1.6083623890957397,-3.2279193904641748,2.1024286456824828
Carpenters - An Old Fashioned Christmas,soft rock,2,3.9575924801360163,-0.7622448625665329,-3.8504115273554245
Carroll Thompson - Change,lovers rock,3,3.373270378377302,2.296685434761991,-1.7030667582801866
Carroll Thompson - Show Some Love Where Is The Love feat. MackaB,lovers rock,4,4.136152255603671,2.0505652342843543,4.089277393190571
Cartel - Georgia,progressive rock,0,2.57721909406251,-4.748106291752028,2.733535714165673
Casa Bulga - Afraid Of Change (Tribal Vocal Mix),tribal house,1,4.465521199881922,3.613866416012725,2.881177567056546
Casey Bill Weldon - I’se Just a Bad Luck Man,chicago blues,2,4.23186192257658,-1.0731268472056632,-4.699056504521341
Casey Bill Weldon - New Round And Round,chicago blues,2,3.7812698455859035,-1.2452896290120234,-5.857869418720752
Casey Lee Williams - Trapdoor,breakbeat,3,3.7141217854351667,1.9958353035552965,-1.4580244278240773
Cash Cobain - Hoes Be Mad,electro,1,5.256077862858335,4.663422977632451,1.2918898178153218
Casiotone for the Painfully Alone - Attic Room,trip hop,2,4.861627891351923,-1.6162593365697808,-2.842280818803882
Casiotone for the Painfully Alone - Bad People,trip hop,1,8.22463484826596,7.406847266363786,1.994820993085919
Casiotone for the Painfully Alone - Dying Batteries,trip hop,2,6.700266060976118,0.08716684676960122,-6.0288665293583055
Casiotone for the Painfully Alone - Happy Mother's Day,trip hop,1,7.831812397865996,4.45792081274481,-2.7138827883263237
Casiotone for the Painfully Alone - Nashville Parthenon,trip hop,1,7.16151617524591,8.708145248994047,0.1476763111892009
Casiotone for the Painfully Alone - Rice Dream Girl,trip hop,0,6.248452827174447,-4.299314155740141,-0.13077277114887428
Casiotone for the Painfully Alone - Town Topic (Instrumental),trip hop,3,4.140010565394995,-1.8093251923486382,-1.1333565850400849
Casiotone for the Painfully Alone - White Jetta,trip hop,4,4.866180857290728,0.5926078449403241,1.9269483400776224
Caspa - Back to '93,dubstep,3,3.753042426115156,1.5442559981332251,-1.2141155055356434
Caspa - Power Shower,dubstep,1,5.785942791330874,5.837663179173663,2.8248297640063846
Caspian - The Dropsonde,space rock,2,9.342632539136325,-2.4289926380575566,-4.904659591453712
Cass Fox - Touch Me (Mike Koglin vs. Jono Grant Remix),vocal house,1,3.138493902178218,4.279893597397292,0.2273696684478761
Cassidy - Hotel (feat. R.Kelly),pop rap,1,3.5559511857871935,2.753003555652793,2.3034743890871554
Cassidy - I Get My Paper (feat. Swizz Beatz),pop rap,4,3.2161199879325126,2.319422331465211,2.282164626754667
Cassidy - Take It (Dirty),pop rap,1,2.9040086141917976,3.504628648341179,1.849180348823941
Cassie - Long Way 2 Go (Friscia & Lamboy Club),r&b,4,3.5299019006775882,1.7588019807441693,1.8109787904436092
Cast Of The Motion Picture Rent - Love Heals (Bonus Track),chicago soul,4,2.6980231769717684,0.5073094444763463,1.4543343022210944
Casual - Bailando,hip hop,3,5.520687210928488,2.6595208723775805,-2.214704588634566
Casual - I Believe,hip hop,1,4.409646094029071,3.4892104995071516,-0.8551499363420366
Casual - I Didn't Mean To,hip hop,3,3.389628887128163,1.7893716514262752,-1.3694160676896638
Casual - Oaktown (remix),hip hop,1,5.623358006546586,8.638551161546784,2.7712423833621482
Cate Brothers - There Goes The Neighborhood,roots rock,3,2.7292344207755423,0.8164994585263539,-0.15840255852337834
Catherine Howe - Going Home,chill-out,3,3.352135921160929,0.6487161690189193,-1.0697091729917478
Catherine Howe - White Winter Hymnal,chill-out,4,2.702381296721832,-0.8928862848808029,1.0873161541411653
Catia Werneck - Himalaya Dreams,bossa nova,3,3.157478713448999,1.5324853314704516,-0.30562163109667495
Cats In Boots - Shotgun Sally,glam metal,0,2.2708088447961563,-3.5457634499057473,2.918564386817714
Catupecu Machu - A Veces Vuelvo,electro rock,4,4.405942571364264,-0.5633449098762434,3.041253353189033
Catupecu Machu - Abstracto,electro rock,0,4.69352996878305,-5.83401340725194,0.7130964803758244
Cauda Pavonis - Juggernaut,new wave,0,2.184545287908558,-3.3535417651147013,1.4482245595017609
Cauterize - Shooting Stars,pop punk,0,2.946008734743641,-5.289814940322589,1.5853432935955039
Cave 110 - Pure Joints (Original Mix),breakbeat,1,5.086438410883718,7.159316201718973,3.1433851699876043
CeCe Winans - Because Of You,ccm,3,2.6564633982722627,-0.5479877226893852,-1.3907326779372406
CeCe Winans - Come On Back Home,ccm,4,2.555856663915863,1.6535425744385661,1.52082514963749
CeCe Winans - Life,ccm,1,3.998908803520502,5.7148394924703805,1.7631680370565184
CeCe Winans - The Wind (Tears For You),ccm,1,4.256726506369277,3.833559142265538,-0.8530713563032917
Celeste - Time Will Tell,dub,3,3.3133465522502457,2.35582691782938,-0.8811683640989177
Cerati-Melero - Marea De Venus,electronica,0,2.331539500146901,-4.019158527514261,2.0397755491161043
Chacho D Vega - Meteorito,neo soul,1,9.599084129035521,10.047331583619728,1.7235757885885357
Chaka Demus & Pliers - Santa Barbara,dancehall,1,4.964450623041038,4.668374722916456,-2.119663337079529
Champion Jack Dupree - Christina Christina Blues,piano blues,2,5.03137641768769,0.7555933342203055,-5.165806941645039
"Champion Jack Dupree - One Scotch, One Bourbon, One Beer",piano blues,4,3.696721000323221,-1.4402341609545204,0.6910842359297961
Champion Jack Dupree - When I Left Home,piano blues,3,3.3691848626302026,-1.194062594225669,-1.5471938513364665
Chango Spasiuk - Autores Anonimos,polka,2,5.763657852004145,-2.0026396821057366,-1.2105192996559624
Chango Spasiuk - Chamamé Crudo para Gabriel Villalba (Raw Chamamé Dedicated To Gabriel Villalba),polka,4,4.846176939744165,-1.1140469562308963,-0.6253302435760287
Chango Spasiuk - De Bombacha Y Alpargatas,polka,3,5.742588548865606,-2.1543796311278345,-1.7298979347479646
Channel Live - Turn It Up,gangster rap,1,3.2331579823945678,2.692771228679268,0.9684003049425283
Chanta Vielma - Rio Grnade,mexico,3,5.026342450931855,1.5670574112190094,-4.337264401003119
Chantal Chamandy - Zindegi,dance pop,4,3.208714745931568,0.3343579668247598,0.5469665293048993
Chantal Kreviazuk - In This Life,los angeles,0,2.233980539891101,-1.9756483025818898,1.8088977054995965
Chaotica - Hypergasm,industrial rock,4,3.717901568052157,0.053370650447786244,2.962029720213
Chaotica - I Stand Erected,industrial rock,0,3.6535722762095557,-2.354585487095741,3.5422200331230718
Chaotica - Lobotomy,industrial rock,0,3.5171051904875914,-4.028524480742634,3.8183747777221693
Charanga De La 4 - Clavelitos,charanga,3,3.929435314017917,2.166813341170547,-0.1498151690170431
Charanga Forever - Tumba Tumba,salsa,4,2.4252261210309674,-0.1506635724986457,2.58053225001271
Charles Aznavour - Tant que l'on s'aimera,dub,4,3.5907902490097126,0.4178301750088964,-0.07123541027190364
Charles Williams - Barrage,latin jazz,2,4.961356512920058,-2.669656493003145,-4.992718261867945
Charles Williams - From the East,latin jazz,2,2.9175361115256555,-3.2033931675502396,-3.965061197226424
Charles Williams - Gossamer,latin jazz,2,3.9471531628504493,0.28720573481684813,-5.155661005881459
Charles Williams - They Ride By Night,latin jazz,2,5.280471355443994,-2.3619006830100884,-2.3170428319744554
Charles Williams And His Orchestra - Portrait Of Clare from the film 'Portrait Of Clare',latin jazz,2,3.1352292018048136,-3.2094214697400267,-5.609577672334448
Charley Patton - 34 Blues,delta blues,2,9.7679609253675,3.699257884802912,-6.070994139730259
Charley Patton - Circle Round The Moon,delta blues,2,8.175030719036418,-5.777883134534858,-4.913973439856132
Charley Patton - Mississippi Boweavil Blues,delta blues,2,4.366370146019509,-3.817422534697092,-4.715127717463285
Charley Patton - Moon Going Down,delta blues,2,4.184833237168787,-3.6012845279994847,-5.7976974774126475
Charley Pride - (I'm so) Afraid of Losing You Again,honky tonk,3,3.529078879769107,-1.1392787476301272,-0.7584483382881669
Charley Pride - Help Me Make It Through The Night (Live),honky tonk,2,3.8860480161208564,-0.9704856379326968,-2.6669910411170576
Charley Pride - Let the Chips Fall,honky tonk,3,3.365628803655076,-1.3475050642876099,-1.3783810719334288
Charlie Brown Jr. - Proibida Pra Mim (Grazon) (Ao Vivo),brazilian pop music,2,3.935398477361201,-1.449130078121538,-3.77274945884168
Charlie Byrd - Chim Chim Cheree,bossa nova,2,4.761101954195331,-3.2200280163111965,-2.0500596739963677
Charlie Byrd - Choro II (Instrumental),bossa nova,2,3.3165505951175134,-1.4653722777473854,-3.794283831118815
Charlie Byrd - How Insensitive (Album Version),bossa nova,2,3.54364151994767,-1.1880606733877315,-4.4075846734603354
Charlie Byrd - It Don't Mean A Thing (If It Ain't Got That Swing) (Live),bossa nova,2,4.468006047991132,-3.6321889767728663,-3.552216080219782
Charlie Byrd - Sarambeque,bossa nova,2,2.6171652149999445,-1.3991937400269379,-3.2382099743173627
Charlie Byrd - Speak Low (Album Version),bossa nova,2,3.8469983733545954,-1.1078243183755765,-3.0081985855960154
Charlie Cruz - Si No Te Hubieras Ido,salsa,4,2.006038013883782,1.3029247870399838,1.6241434754431696
Charlie Cruz - Si Te Dicen Por Ahi,salsa,4,1.8986766396995034,-0.3211619290388687,2.184733858608308
Charlie Haden - American Dreams,free jazz,2,5.319665738615547,-1.314599563142043,-2.768960546843239
Charlie Haden Quartet West - Alone Together,free jazz,2,6.405239741436412,-2.977905408260574,-2.30213345771504
Charlie Louvin - Just Between The Two Of Us,country gospel,3,2.905877587778461,1.3282775935330702,-2.6342912152852644
Charlie Louvin - Love And Wealth,country gospel,3,3.29934722929553,1.7925297178459003,-2.2905566617233224
Charlie Louvin - See The Big Man Cry,country gospel,3,2.74162323449772,0.1073917974552076,-1.0254177403061873
Charlie McCoy - Blue Yodel No. 1(T For Texas) (Album Version),country gospel,3,3.111853806643697,-0.15114541139728205,-0.4552297236797747
Charlie McCoy - Columbus Stockade Blues (Album Version),country gospel,1,4.103162280711668,2.454752882367215,0.29481815670614725
Charlie McCoy - Night Life (Album Version),country gospel,1,4.82503569393332,2.528364812304841,0.42062520185326285
"Charlie Parra Del Riego - Dragon Ball Metal Medley (Solid State Scouter Badrock Theme, Ultimate Battle Goku VS Jiren, Limit Break X Survivor, Ultra Instinct",hard trance,0,3.4406978384821545,-5.818435001073539,2.317083493739459
Charlie Peacock - After Lovin You (Love Life Album Version),ccm,4,2.1570732768708867,0.3007505166137636,2.5097462925141105
Charlie Peacock - Down In The Lowlands (Charlie Peacock Album Version),ccm,4,2.7987667651159356,-0.8952758379680639,0.9547235064980899
Charlie Peacock - Forgiveness (Love Life Album Version),ccm,3,3.7926469029694685,2.7583186185689925,-1.3331754691607576
Charlie Peacock - Hot Night Downtown,ccm,4,3.727070033168606,0.09553324701321259,0.8686142606795175
Charlie Peacock - Tears Falling Down,ccm,0,3.1582827883919733,-1.892283022656601,2.8867403269400924
Charlie Peacock - The Quality of Life,ccm,3,3.3884074046346115,-0.24654742783998626,0.0018003657665266843
Charlie Peacock - The Way Of Love (West Coast Diaries Vol. 1 Album Version),ccm,0,2.8030847302269213,-1.5310932257367478,1.0261635842922194
"Charlie Rich - Cold, Cold Heart",rockabilly,3,4.964785635908915,1.246778736363978,-4.490862724855439
Charlie Rich - Nice 'N Easy,rockabilly,4,2.6945769127252053,-0.16516196117498408,0.05871116195558855
Charlie Rich - You Don't Know Me,rockabilly,3,4.210551275366625,-1.184730190508474,-1.4104861518364982
Charlie Walker - Pick Me Up On Your Way Down - Original,honky tonk,2,3.0337284693413413,-2.215564189880723,-3.8082184657368354
Charlie Walker - That Little Ole Wine Drinker Me - Original,honky tonk,2,3.8786041111945977,-1.109585188719172,-3.705952325635572
Charlot - GHOSTS,visual kei,3,2.8556192419923843,1.4520855608500454,-1.5341558047676198
Charlotte Cardin - Feel Good,eurodance,1,2.7137115466307935,3.525516599320299,1.1749525554131155
Charlotte Gainsbourg - IRM,pop,3,6.067269838159294,1.7822702413877163,-0.9778894892824034
Charlotte Gainsbourg - Le Chat du Café des Artistes,pop,3,4.377290383137763,0.4070113444746792,0.6015730656449629
Charlotte Gainsbourg - Tel Que Tu Es,pop,3,3.333277387955604,0.4929162839990447,-2.4096027442056074
Charly García - Asesíname,pop rock,3,4.229900184105651,1.75285978392475,-0.6598406904127825
Charly García - Bancate Ese Defecto,pop rock,4,3.723945895675601,2.104824188376623,1.3895889944358262
Charly García - Tango,pop rock,3,2.9338490616218023,1.3647016295743515,-2.8590661756514346
Chase - Ten Tonne,breakbeat,4,3.1270835612036647,-0.32673790997611657,3.5990922679698105
Chatelaine - Je Me Sens Bien Pasta Fagioli,country rock,4,3.712366194285528,0.43239472239243304,3.0285195433810044
Chayce Beckham - This Ol' Rodeo,tejano,3,2.8306685675269074,0.31957727114143086,-0.09613025489831516
Checkers - Can't Find My Sadie,j pop,3,4.375534657830134,0.5097322959219972,-3.338026894829502
Checkers - Oh Oh Oh Baby,j pop,3,4.748363478415673,2.185780024014259,-3.245369532849169
Chelsea - Decide,pop rock,0,2.962474772466213,-3.306784910971776,1.0036692543122845
Chelsea - Right to Work,pop rock,0,3.939911279833855,-4.42173549070401,0.05447550763897833
Cheo Feliciano - Juguete,salsa,4,3.641550692802386,1.3756134881425204,-0.09093493182868086
Cheri Keaggy - The Cross That Bears His Name,ccm,3,4.695989873044485,1.9769649482263167,-0.0915130103674327
Cherish The Ladies - The Shaskeen _ Gan Ainm,irish folk,2,4.090901324189837,-2.8213657503224856,-4.575855512255796
Cherrelle - Into My Eyes,disco,4,2.6421210422212735,0.7931714871547034,1.5152028212040025
Cherrelle - Saturday Love,dance pop,3,4.3586077414311175,2.6456862421301226,-2.189690405922601
