Song,Genre,Cluster,Confidence,PCA1,PCA2,z1,z2,z3
Bobby Vee - The Story Of My Life (2010 Remaster),brill building pop,3,0.5310463,0.10545847,0.07493918,0.26402363,0.023177177,-0.24745336
Bobby Vee and the Vees - I Wouldn't Change A Thing,brill building pop,3,0.5310163,0.19178176,0.021912053,0.20267844,0.06705144,-0.2416473
Bobby Vee and the Vees - Wink of An Eye,brill building pop,3,0.53102666,0.15302788,0.043099955,0.23229547,0.046739817,-0.24310265
Bobby _Blue_ Bland - You Hit The Nail On The Head,soul blues,3,0.5310317,0.17758444,0.046169728,0.22715273,0.069796264,-0.24703772
BoDeans - Back Then,roots rock,29,0.99690586,-0.6206881,-1.048822,-0.42036837,-1.468811,-0.24636336
BoDeans - Lookin' for Me Somewhere,roots rock,3,0.5310247,0.17531502,0.035013817,0.21386433,0.06141898,-0.23977362
BoDeans - You Don't Get Much (Live),roots rock,3,0.53102356,0.16087939,0.058672085,0.23954652,0.052870333,-0.24387786
Bomb Squad - Never Be (Bonus Track),funk rock,0,0.7771358,-1.5182837,1.0393429,1.3593558,-0.84671676,-0.22228476
Bombay Rockers - Rock Tha Party,bhangra,0,0.7768641,-1.4030786,0.9272156,1.2662587,-0.8057715,-0.21650544
Bombay Rockers - Wild Rose (Back 2 Basics Mix),bhangra,0,0.7771084,-1.4785057,1.0083122,1.3270183,-0.83476895,-0.21434551
Bon Jovi - I Love This Town (Album Version),rock,29,0.9979352,-0.6201737,-1.1292789,-0.4817719,-1.539002,-0.24218287
Bon Jovi - Only Lonely,rock,29,0.99802446,-0.65388715,-1.1370481,-0.47738972,-1.5694115,-0.24547282
Bon Jovi - Raise Your Hands,rock,29,0.99808985,-0.65023136,-1.1463609,-0.48766407,-1.5737836,-0.24088953
Bon Jovi - The Distance,rock,29,0.9979346,-0.6360322,-1.1216513,-0.48384047,-1.5506868,-0.2416394
Bon Jovi - The Radio Saved My Life Tonight (Live - Atlantic City 04'),rock,29,0.99807596,-0.6439798,-1.1421835,-0.48795828,-1.5686051,-0.24194565
Bon Jovi - This Ain't A Love Song,rock,29,0.99790907,-0.6381614,-1.1236265,-0.4716891,-1.5490017,-0.24138299
Bon Jovi - Till We Ain't Strangers Anymore (Album Version),rock,3,0.5310303,0.13304822,0.056531824,0.24263662,0.031960964,-0.24044608
Bon Jovi - Wildflower,rock,29,0.99754864,-0.6458553,-1.0852873,-0.4408181,-1.528125,-0.24520078
Bone Thugs-N-Harmony - 2 Glocks,gangster rap,0,0.7770403,-1.5636847,1.1107632,1.4154027,-0.84280944,-0.24153125
Bone Thugs-N-Harmony - Murder One,gangster rap,3,0.5310378,0.1333639,0.07116956,0.25190443,0.038240552,-0.24570435
Bone Thugs-N-Harmony - Never Forget Me (Album Version Explicit),gangster rap,29,0.9973379,-0.61406565,-1.0844737,-0.4481791,-1.4816803,-0.24329117
Bone Thugs-N-Harmony - Servin' Tha Fiends,gangster rap,0,0.7771212,-1.5112002,1.0113276,1.3501279,-0.85916424,-0.22282514
Bongzilla - 666lb. Bongsession,stoner metal,3,0.53096294,0.21410298,0.009706281,0.1808499,0.04964897,-0.23306875
Bongzilla - Cutdown,stoner metal,29,0.9978988,-0.57918453,-1.1442173,-0.503435,-1.5055449,-0.24406032
Bongzilla - Stone a Pig,stoner metal,29,0.9975795,-0.62065804,-1.0931151,-0.4568577,-1.5117238,-0.241514
Bongzilla - Witch Weed (Live),stoner metal,29,0.99813676,-0.6694882,-1.143208,-0.4753647,-1.5879791,-0.24209452
Bonham - Bing,hard rock,29,0.9980275,-0.6792189,-1.1288533,-0.4641428,-1.5901276,-0.24359807
Bonham - Holding on Forever,hard rock,29,0.99813724,-0.61966825,-1.1581233,-0.5081534,-1.5584443,-0.24443257
Bonita - Dans un grand mur,reggaeton,29,0.9973974,-0.65750384,-1.0766718,-0.435335,-1.5175631,-0.24689578
Bonita - La maison où j'ai grandi,reggaeton,3,0.5310469,0.11068839,0.07892667,0.2620393,0.032259718,-0.24397641
Bonita - Sans ton amour,reggaeton,3,0.53106004,0.10644889,0.07245895,0.25550485,0.03018339,-0.24549851
Bonsugi - Je me sens libre,tech house,3,0.5310597,0.11422208,0.084015995,0.25519124,0.03886853,-0.24053156
Boogie Pimps - Get Back Down,hard house,3,0.53103364,0.15530063,0.06480585,0.2381284,0.0595607,-0.23525569
Boogie Pimps - Then Came You (Radio Edit),hard house,0,0.7770784,-1.4809672,0.9609066,1.3159149,-0.8454163,-0.21699327
Boomdabash - Rude Boy Swag,roots reggae,0,0.77704906,-1.5642629,1.103343,1.4140483,-0.8500366,-0.2279051
Boondox - Nothing to Lose,rap rock,3,0.53104734,0.10744631,0.072226964,0.26679122,0.020143688,-0.24973243
Boosie Badazz - Baby Momma (Chopped & Screwed),gangster rap,3,0.53103966,0.12787685,0.078814,0.25796103,0.04176736,-0.23858243
Boota Pardesi and DJ Sheikh - Dama Dam Mast Kalander,bhangra,29,0.9981267,-0.72582364,-1.1337429,-0.45182326,-1.6319959,-0.23313715
Boots Randolph - Lonely Street,instrumental rock,29,0.9987214,-0.6577201,-1.2436312,-0.54653275,-1.6477203,-0.24888018
Bop & Drop - A Hard Day's Cafe (Key B Ver.),dance rock,14,0.65502614,2.3078363,-0.37299013,-0.87211186,0.6563505,-0.013153508
Borialis - Can't Break This Man (Edited),rap rock,21,0.9999993,-2.1269257,-0.1879763,0.6536455,-2.2773633,-0.14583948
Borialis - Hourglass (Edited),rap rock,29,0.9979678,-0.6587045,-1.1277488,-0.4722554,-1.5691587,-0.24266464
Bottom of the Hudson - Eagle Eye,free music,0,0.7770663,-1.5197619,1.0845611,1.3504679,-0.8375753,-0.19424556
Bottom of the Hudson - One of Us,free music,3,0.53103316,0.18073788,0.038465172,0.21663028,0.072267205,-0.24399023
Bounty Killer - Cellular Phone,dancehall,3,0.5310291,0.14651439,0.06380346,0.24322166,0.04617828,-0.2409898
Bounty Killer - Coppershot,dancehall,0,0.7770326,-1.5604521,1.118407,1.4193813,-0.8356713,-0.22851776
Bounty Killer - Gun Thirsty,dancehall,0,0.7770797,-1.5512381,1.0969841,1.4073004,-0.83527935,-0.23349582
Bow Wow Wow - C30 C60 C90 Go,dance rock,3,0.5310238,0.14443341,0.051053084,0.2400139,0.036578715,-0.24132392
Bow Wow Wow - I Want Candy,dance rock,3,0.5310311,0.1366366,0.056167267,0.24429145,0.037296414,-0.2452214
Bow Wow Wow - Sex,dance rock,3,0.5309697,0.22186998,-0.009955004,0.17341667,0.057884254,-0.23972984
Boyz II Men - In My Life,new jack swing,3,0.5310299,0.1485081,0.049272165,0.23541242,0.044665188,-0.24308242
Boyz II Men - Motownphilly,new jack swing,21,1.0,-2.4785814,-0.13024655,0.814849,-2.5811472,-0.16759464
Boyz II Men - On Bended Knee,new jack swing,29,0.99727756,-0.6225866,-1.0834441,-0.4411624,-1.4847869,-0.24898669
Brainchoke - 1st World Hypocrisy,grindcore,29,0.9981993,-0.6074276,-1.1687373,-0.5182455,-1.5542816,-0.24555722
Brainchoke - Crystal Clear,grindcore,29,0.99821365,-0.6065836,-1.167529,-0.5191654,-1.5581069,-0.24233915
Brainchoke - Untitled,grindcore,14,0.65606433,2.4581733,-0.39790374,-0.9483223,0.7105092,0.003062658
Brand X - Collapsar,jazz fusion,14,0.65468675,2.2736223,-0.3271374,-0.83214885,0.633813,-0.022487588
Brand X - Hate Zone,jazz fusion,29,0.99793434,-0.6622393,-1.1257262,-0.46894726,-1.5669985,-0.2481721
Brasilian Tropical Orchestra - Yesterday,bossa nova,3,0.53103834,0.13265453,0.05578704,0.23449278,0.039828762,-0.23809496
Bravehearts - Sensations (Explicit Album Version),hip hop,2,1.0,-0.5525067,2.7299798,2.3002582,-0.39973167,-1.5494862
Bravehearts - Situations (feat. Nas & Jully Black) (Clean Album Version),hip hop,2,1.0,-0.74327147,2.8780975,2.4392703,-0.4973898,-1.5474215
Brazilian Tropical Orchestra - Baby,bossa nova,12,0.9999429,1.310002,2.135254,0.34288317,0.5826097,0.040845737
Brazilian Tropical Orchestra - Ho Capito Che Ti Amo,bossa nova,12,0.9999902,1.1284937,1.8295263,0.369797,0.45069903,0.029320844
Brazilian Tropical Orchestra - If You Leave Me Now,bossa nova,12,0.99999595,1.379788,1.5040532,0.21907316,0.39871663,0.065658644
Brazilian Tropical Orchestra - One Less Bell to Answer,bossa nova,3,0.53091145,0.2542766,0.013726123,0.17016527,0.06754753,-0.22763287
Brazilian Tropical Orchestra - Swan Lake,bossa nova,12,0.9999945,1.2026315,1.6913124,0.3489092,0.4355867,0.032395087
Brenda Boykin - Be My Lover,nu jazz,29,0.99768806,-0.6168008,-1.1123496,-0.47237262,-1.5112622,-0.24319038
Brenda Lee - (If I'm Dreaming) Just Let Me Dream,ballad,3,0.53104013,0.11220904,0.077359736,0.26042354,0.026931569,-0.24291952
Brenda Lee - Ballin' the Jack,ballad,0,0.7762278,-1.2996622,0.86417085,1.1900768,-0.7438946,-0.21453415
Brenda Lee - Everybody Loves Me But You,ballad,14,0.65537655,2.3554747,-0.3594106,-0.88743794,0.6722395,-0.009419881
Brenda Lee - Having A Little Talk With Jesus,ballad,3,0.53102475,0.14147276,0.054119244,0.24318272,0.0398643,-0.24199241
Brent Lamb - All The Difference In The World,country gospel,3,0.53101766,0.15498486,0.04842715,0.2296838,0.042696014,-0.23629504
Brent Lamb - One About Heaven,country gospel,3,0.53036463,-0.06314146,-0.21297327,0.08491078,-0.3314333,-0.24193908
Brian Auger's Oblivion Express - Voices Of Other Times,jazz fusion,3,0.53099966,0.22297361,0.0021841675,0.17863041,0.081248105,-0.24085666
Brian D'Arcy James - At the Fountain (Reprise),show tunes,3,0.5310163,0.16756384,0.03568297,0.2229605,0.05223757,-0.23935683
Brian Dullaghan - And I Love You So,irish folk,3,0.5310324,0.16975543,0.041947834,0.22072679,0.059682876,-0.24329755
Brian Dullaghan - Can't Help Falling In Love,irish folk,3,0.53105164,0.11281197,0.079901025,0.2669047,0.034924954,-0.24766397
Brian Dullaghan - My First Day At School,irish folk,3,0.53101754,0.15985127,0.03794886,0.22343045,0.04767123,-0.24346948
Brian Dullaghan - Through The Eyes Of Love,irish folk,3,0.53102255,0.13341126,0.062309325,0.25007504,0.028129146,-0.24510652
Brian Eno - Baby's On Fire (Remastered 2004),electronic,21,1.0,-2.2869306,-0.22442386,0.6839138,-2.4579186,-0.13590284
Brian Eno - The Jezebel Spirit (2006 Digital Remaster),art rock,3,0.53101504,0.17307813,0.027222462,0.21744087,0.05467411,-0.23883899
Brian Free & Assurance - The Coming Of The King,southern gospel,3,0.5310405,0.14747941,0.059030905,0.24542218,0.052087814,-0.24737556
Brian Free - Emmaus,southern gospel,3,0.53102255,0.1948398,0.02883821,0.20661858,0.07747442,-0.23842126
Brian Keane - Dark Flashes,world beat,14,0.65417266,2.2334504,-0.32872766,-0.8167151,0.63199383,-0.027997509
Brian Keane - Time Is _ Time Was,world beat,14,0.65360487,2.1893039,-0.3662236,-0.8272664,0.61972886,-0.036104042
Brian Littrell - Wish,ccm,13,1.0,-1.106011,0.8842215,2.0177755,-1.5332068,0.5097389
Brian Tyler - Festival Of Holi,soundtrack,3,0.5310075,0.19675621,0.0018293858,0.19459869,0.06543354,-0.23847243
Brian Tyler - I Dream Of Chi Chi,soundtrack,12,0.99997306,1.3783087,1.9404005,0.33068135,0.43671745,0.048573818
Brice Kapel - Aloha (Album Version),chanson francaise,3,0.53098315,-0.16074514,0.2526001,0.45666367,-0.11494736,-0.23735364
Brice Kapel - Lo (Album Version),chanson francaise,29,0.99715364,-0.6208223,-1.0670508,-0.43677944,-1.481188,-0.2527572
Brigada Victor Jara - Parto em Terras Distantes,free improvisation,3,0.53101605,0.18961751,0.04257682,0.22061495,0.07289003,-0.23973328
Britney Spears - 3,dance pop,0,0.77673703,-1.3737729,0.8975429,1.2345839,-0.79004925,-0.2049386
Britney Spears - Boys (feat. Pharrell Williams) (Co-Ed Remix),dance pop,0,0.7770153,-1.5557791,1.1257936,1.4174942,-0.8419715,-0.23035644
Britney Spears - Break the Ice,dance pop,21,1.0,-2.454666,-0.17314014,0.790946,-2.5845308,-0.15971407
Britney Spears - Can't Make You Love Me,dance pop,21,1.0,-2.3139925,-0.03493093,0.8064157,-2.3786278,-0.16824292
Britney Spears - Don't Go Knockin' on My Door,dance pop,0,0.77689546,-1.5981781,1.1409683,1.4474014,-0.87577677,-0.24084817
Britney Spears - Everytime,dance pop,3,0.53106666,0.14941025,0.047501884,0.23936206,0.068561986,-0.24760774
Britney Spears - My Prerogative,dance pop,3,0.5310496,0.08299443,0.0901326,0.28155386,0.013246059,-0.24872825
Britney Spears - Oops!...I Did It Again,dance pop,0,0.77710754,-1.5291991,1.0058105,1.3573781,-0.8837673,-0.22583343
Britney Spears - Someday (I Will Understand),dance pop,3,0.5310408,0.11140832,0.07150282,0.25235212,0.025774807,-0.24403259
Britt Nicole - Good Day,ccm,13,1.0,-1.210614,0.9009475,2.049375,-1.624374,0.5142464
Britt Nicole - Hanging On (Medium Key Performance Track Without Background Vocals),ccm,13,1.0,-1.0507687,0.9040452,2.0033598,-1.4309961,0.49703038
Broadcast - Downstream,dream pop,14,0.65096074,2.0722094,-0.31011054,-0.74349546,0.59984004,-0.035383366
Broadcast - Guardian Angel,dream pop,3,0.531047,0.14557949,0.06432744,0.24710718,0.053395882,-0.24878803
Broadcast - Michael A Grammar,dream pop,3,0.5309952,0.19559824,0.0067001283,0.1896504,0.058562912,-0.2353875
Broadcast - One Hour Empire,dream pop,29,0.9978745,-0.6605077,-1.1154066,-0.4644486,-1.5604053,-0.24617368
Broadcast - Where Youth and Laughter Go,dream pop,3,0.5310392,0.1490631,0.0686326,0.24861372,0.056069687,-0.25000513
Brokencyde - Freaxxx,pop rap,0,0.77707934,-1.4549869,1.0049415,1.329454,-0.8206009,-0.22169994
Brokencyde - Schitzo,pop rap,21,1.0,-2.4912581,-0.28245878,0.71380496,-2.7061038,-0.13690372
Brooke Valentine - American Girl,crunk,3,0.531047,0.115872964,0.08119456,0.2609821,0.03565952,-0.24137577
Brooke White - Hold Up My Heart,pop rock,29,0.9978091,-0.6167809,-1.1225204,-0.4739713,-1.5212562,-0.24610308
Brownie McGhee - Got to Find My Little Woman,country blues,3,0.53100437,0.18993947,0.027282238,0.20453691,0.05814284,-0.24026284
Brownie McGhee - I Woke up One Morning and I Could Hardly See,harmonica blues,3,0.53104573,0.11143015,0.03984893,0.25204256,0.03061559,-0.24310827
Brownie McGhee _ Sonny Terry - Tell Me Baby,piedmont blues,14,0.6549941,2.3092396,-0.35894346,-0.8701842,0.66404295,-0.017326215
Bruce BecVar - Razamataz,meditation,3,0.5310651,0.11355513,0.07175331,0.26451734,0.03956513,-0.25150627
Bruce BecVar - Your Heart Can Sing,meditation,3,0.53101844,0.16553454,0.031005546,0.21733357,0.04873769,-0.23626587
Bruce Carroll - The Room,ccm,13,1.0,-1.0539385,0.88216716,2.0058138,-1.4754562,0.49391377
Bruce Katz Band - Just an Expression,piano blues,3,0.53105664,0.043372214,0.13044743,0.32178032,0.0033235997,-0.24761838
Bruce Robison - Trouble,alternative country,3,0.53104365,0.15709494,0.053484365,0.22919905,0.06602168,-0.23826411
Bruce Rowland - Mountain Theme,easy listening,14,0.65397906,2.2133665,-0.34609812,-0.8215437,0.62054765,-0.020666648
Bruce Rowland - Rosemary Recalls,easy listening,3,0.5309728,0.2198771,0.04923583,0.21563841,0.067310065,-0.23275802
Bruce Springsteen - Rosalita (Come Out Tonight),heartland rock,29,0.99793136,-0.648445,-1.1238604,-0.47072625,-1.5571083,-0.24720164
Bruce Springsteen - Working on the Highway,heartland rock,29,0.99787426,-0.6551181,-1.1169236,-0.46221718,-1.5586457,-0.24572545
Bruford - Forever Until Sunday,jazz fusion,14,0.65595865,2.4398897,-0.3840164,-0.9166923,0.70610744,-0.0058873
Bruisers - 2 Fists Full Of Nothing,oi,29,0.9980818,-0.68201053,-1.1369706,-0.46780217,-1.5962896,-0.24631514
Bruisers - Police Opression,oi,29,0.9979796,-0.6554128,-1.1308243,-0.47471657,-1.5661833,-0.24548425
Bryan Ferry - Goin' Down,glam rock,3,0.53102267,0.1683201,0.03269496,0.2215212,0.05526948,-0.24236706
Bryan Ferry - Ja Nun Hons Pris,glam rock,3,0.5310153,0.16177203,0.04171525,0.22969112,0.052754015,-0.23230916
Bröderna Djup - Ovanlär,folk,29,0.99786025,-0.6640917,-1.1127802,-0.4527002,-1.5648038,-0.24910997
Bröderna Djup - Råskevärsrock,folk,29,0.997488,-0.59730756,-1.0985707,-0.4563759,-1.4866235,-0.25248763
BT - Every Other Way (Adam Ellis Remix),electronica,3,0.53103954,0.12624048,0.08457443,0.27540523,0.036537245,-0.25069892
BT - Henry's Death,electronica,29,0.997127,-0.543858,-1.0961597,-0.47112766,-1.4282291,-0.25266758
BT - Korean Waterhole,electronica,14,0.6545731,2.2644494,-0.35251373,-0.8452954,0.6355223,-0.015583653
BTS - Intro.,brill building pop,3,0.5310495,0.13235052,0.046814136,0.24654706,0.045039088,-0.25078347
Buckwheat Zydeco - Hot Tamale Baby,zydeco,29,0.99818295,-0.60194457,-1.1794361,-0.52139014,-1.5442662,-0.24779953
Buddy Jewell - Sweet Southern Comfort,bluegrass,3,0.5310292,0.13444176,0.057903826,0.24400951,0.0353508,-0.24004005
Buddy Johnson - Because (Part 1),jump blues,14,0.65485644,2.3026583,-0.34950328,-0.8597722,0.66292024,-0.026713608
Buddy Johnson - Did You See Jackie Robinson Hit That Ball_,jump blues,3,0.5310402,0.11659102,0.07831385,0.2648905,0.031563997,-0.2444091
Buddy Miles - Don't Keep Me Wondering,blues-rock,16,1.0,-0.024577405,-1.3434972,-0.38015613,1.0432495,-2.8951306
Buddy Miles - Midnight Rider,blues-rock,16,1.0,0.0053361207,-1.3407166,-0.37833145,1.0671599,-2.8922958
Buddy Miles - Santa Claus Is Coming To Town,blues-rock,16,1.0,-0.14940897,-1.3194181,-0.31227347,0.931306,-2.8865912
Buju Banton - Destiny,roots reggae,3,0.53103364,0.14113712,0.060175493,0.24239105,0.039990127,-0.24647556
Buju Banton - Excerpt Of A Speech By Marcus Mosiah Garvey,roots reggae,14,0.65491486,2.294008,-0.34254527,-0.8485279,0.62943625,-0.0137336105
Buju Banton - Searching,roots reggae,3,0.531054,0.12306143,0.06849875,0.2567386,0.039236262,-0.25139344
Bukka White - Aberdeen mississippi blues,delta blues,14,0.65397555,2.212872,-0.3132816,-0.8029464,0.6086894,-0.018049605
Bukka White - Fixin' to die blues,delta blues,14,0.6545512,2.263161,-0.32551414,-0.8224126,0.6289576,-0.022600472
Bukka White - My Baby,delta blues,3,0.5310418,0.15050115,0.05530309,0.23230751,0.05407186,-0.2417616
Bukka White - Single Man Blues,delta blues,3,0.5310341,0.1771777,0.04889886,0.22594291,0.07175938,-0.24259207
Bukka White - Sleepy Man Blues,delta blues,14,0.6535715,2.18357,-0.32450297,-0.7976277,0.59936154,-0.021340884
Bukue One - Ready Now,jungle music,0,0.777052,-1.4614215,0.9717482,1.3119488,-0.8313783,-0.21846607
Bukue One - Up Close and Personal,jungle music,0,0.7771179,-1.4859083,1.0136964,1.3441174,-0.83084,-0.22698075
"Bulent Yazici - Notturno Cielo Stellato for Solo Mandolin, Op. 186",cabaret,14,0.6561066,2.4587266,-0.33977607,-0.90683156,0.69030064,0.008505337
Bullet For My Valentine - 4 Words (To Choke Upon),alternative metal,29,0.9980921,-0.63252294,-1.1495055,-0.4955365,-1.5600432,-0.24599683
Bullet For My Valentine - Suffocating Under Words Of Sorrow (What Can I Do),alternative metal,29,0.9981142,-0.69732213,-1.1421101,-0.46442467,-1.608062,-0.2491767
Bullethole - Now I Know (NORMAL),thrash core,29,0.9978624,-0.624158,-1.1208965,-0.47918195,-1.535507,-0.24771884
Bumblefoot - Abnormal (Acoustic),alternative metal,3,0.5310246,0.14022186,0.052622505,0.23781909,0.037168548,-0.23796125
Bumblefoot - Piranha,alternative metal,29,0.9981316,-0.6036664,-1.1653731,-0.5148154,-1.5438955,-0.24936347
Burning Spear - Civilized Reggae,roots reggae,3,0.53103757,0.14716947,0.056115165,0.23898143,0.048196346,-0.24811131
Burning Spear - It's A Long Way Around,roots reggae,3,0.53103936,0.15551792,0.05866512,0.24333073,0.056974143,-0.25312576
Burning Spear - The Invasion (Aka Black Wa Da Da),roots reggae,3,0.53103876,0.14452602,0.06867705,0.2475258,0.0538294,-0.24102938
Burning Spear - Tumble Down,roots reggae,3,0.5310516,0.12139955,0.06817478,0.25091523,0.038110957,-0.2483397
Burt Bacharach - Are You There (With Another Girl),brill building pop,3,0.53101885,0.16277358,0.042320117,0.22568223,0.051747546,-0.2382608
Burt Bacharach - I Still Remember,brill building pop,3,0.5310515,0.12806495,0.06826068,0.25354624,0.04641208,-0.24604025
Burt Bacharach - Love Theme (The Falling In Love) (Isn’t She Great_Soundtrack Version),brill building pop,14,0.6543808,2.2455854,-0.32131177,-0.81741905,0.6199187,-0.0116909295
Bury Your Dead - Closed Eyes,hardcore punk,29,0.99789536,-0.6188948,-1.123255,-0.48409516,-1.5353312,-0.23989211
Busdriver - (Bloody Paw on the) Kill Floor,alternative hip hop,3,0.53104883,0.1182989,0.0737354,0.26759672,0.035107434,-0.25445136
Busdriver - Beauty Supply And Demand,alternative hip hop,29,0.99769056,-0.6169206,-1.1093353,-0.46763235,-1.5126888,-0.2519037
Busdriver - Ellen Disingenuous,alternative hip hop,21,1.0,-2.50692,-0.14731541,0.82032865,-2.6263967,-0.15601285
Busdriver - Map Your Psyche,alternative hip hop,3,0.5310421,0.117058754,0.07836424,0.27131915,0.031594247,-0.2511905
Busdriver - Sun Shower (Single Version),alternative hip hop,3,0.53103805,0.17098871,0.0475137,0.22382781,0.0678671,-0.24612221
Busdriver - Unemployed Black Astronaut,alternative hip hop,3,0.53104186,0.12870242,0.066232875,0.25236848,0.037382692,-0.24704093
Busdriver - Unsafe Sextet_Gilded Hearts of Booklovers,alternative hip hop,29,0.9974954,-0.5986924,-1.0985254,-0.46549022,-1.4876435,-0.25073162
Busta Rhymes - Genesis,hip hop,2,1.0,-0.7142619,2.8326473,2.4223053,-0.49257058,-1.5487959
Busta Rhymes - Taste It,hip hop,2,1.0,-0.85877955,3.0160024,2.5171673,-0.55202895,-1.5492872
Busta Rhymes - We Got What You Want,hip hop,2,1.0,-0.548286,2.7398543,2.3064275,-0.39680386,-1.5538254
Busta Rhymes - We Made It (feat. Linkin Park) (Instrumental),hip hop,2,1.0,-0.47199738,2.6261382,2.225757,-0.35993674,-1.5490345
Butthole Surfers - 22 Going On 23 (2024 Remaster),noise rock,29,0.99878114,-0.6959586,-1.2578062,-0.555131,-1.6792701,-0.24484646
Butthole Surfers - All Day,noise rock,29,0.99810046,-0.68534684,-1.1353643,-0.46749544,-1.60308,-0.24294202
Butthole Surfers - Tongue,noise rock,3,0.5310245,0.16180196,0.035979673,0.21897556,0.049935594,-0.24030621
Butthole Surfers - Ulcer Breakout,noise rock,29,0.9980344,-0.6355766,-1.1379862,-0.4814554,-1.5588834,-0.24159579
Butthole Surfers - Wichita Cathedral (Live - 2024 Remaster),noise rock,29,0.9977176,-0.6206095,-1.1093435,-0.4667567,-1.5219314,-0.2474697
Buzzcocks - Get On Our Own (1996 Remastered Version),new wave,29,0.9979862,-0.6544248,-1.1304476,-0.47789782,-1.5680938,-0.24217275
Buzzcocks - No Reply (Demo),new wave,29,0.9980964,-0.6829096,-1.1386501,-0.4650079,-1.6036335,-0.24196827
Buzzcocks - Strange Thing (2001 Remastered Version),new wave,29,0.9981622,-0.70802665,-1.1409659,-0.46313936,-1.6267536,-0.24349217
Buzzov_en - I Don't Like You,sludge metal,29,0.99833184,-0.64497113,-1.1853139,-0.5207914,-1.5773828,-0.24995545
Byron Cage - In The Midst (feat. Tye Tribbett),religious music,21,1.0,-2.4531674,-0.17515808,0.7785084,-2.595678,-0.14976035
Byther Smith - I Wish My Mother Was Here,chicago blues,3,0.5310352,0.14169897,0.06200505,0.24556229,0.045795843,-0.24527682
Byther Smith - So Unhappy,chicago blues,3,0.53103507,0.16516681,0.047002576,0.2316302,0.062394485,-0.24467134
Byzantine - Absolute Horizon,groove metal,29,0.9979966,-0.6349765,-1.1360469,-0.48038638,-1.5541856,-0.24945931
Béla Fleck - Punchdrunk,bluegrass,3,0.53091663,0.19025373,-0.046030045,0.13963513,-0.0125745535,-0.24210754
Bénabar - La pierrade,chanson,22,1.0,-0.37645486,0.12122721,-0.7904701,-1.3097019,-2.9280794
Bénabar - Le zoo de Vincennes (Live),chanson,22,1.0,-0.57588196,0.25397933,-0.6148572,-1.4199176,-2.8984847
Bénabar - Porcelaine,chanson,22,1.0,-0.49836132,0.21786377,-0.65956974,-1.3483218,-2.8889127
Bénabar - Tu peux compter sur moi,chanson,22,1.0,-0.44655406,0.14647365,-0.74530125,-1.34269,-2.9467301
Bézu - Frou-frou,chanson,22,1.0,-0.65156436,0.2828121,-0.6017978,-1.4620304,-2.8862586
Bézu - La bite du plombier,chanson,22,1.0,-0.59958315,0.14767689,-0.7254044,-1.4809741,-2.942453
Bézu - La java bleue,chanson,22,1.0,-0.6913136,0.25027126,-0.6017357,-1.4874684,-2.8862402
Bézu - Le cha cha des gorilles,chanson,22,1.0,-0.5478362,0.181786,-0.6890601,-1.4085195,-2.9170463
Bézu - Le clair de lune à Maubeuge,chanson,22,1.0,-0.6198747,0.24652717,-0.6103875,-1.469936,-2.8937883
Bézu - Le Tortillard,chanson,22,1.0,-0.67045593,0.18298331,-0.66890013,-1.5253286,-2.9401512
Bézu - Viens boire un petit coup à la maison,chanson,22,1.0,-0.5507668,0.1584734,-0.72639346,-1.435829,-2.9652822
"Bülent Ceylan - Harald_ Trinkhalleluja, Teil 1",cabaret,0,0.77709067,-1.4719673,1.0355446,1.3543372,-0.8142673,-0.23117185
C-Side & Petit Mal - Mudhump,country rock,5,1.0,1.596528,3.0802453,1.0152295,2.2076683,1.217993
C.C. Adcock - Loaded Gun,zydeco,29,0.9973437,-0.5798265,-1.0993749,-0.46159357,-1.4603121,-0.25084996
C.C. Adcock - Love n' Gold,zydeco,3,0.5310413,0.12332435,0.06963517,0.2506728,0.03143686,-0.24491909
C.J. Chenier - Banana Man,zydeco,3,0.5310046,0.15518713,0.040812045,0.22436228,0.03918317,-0.23253235
C.L. Smooth - Smoke In The Air (A Cappella),hip hop,2,1.0,-0.92596483,3.0912068,2.568839,-0.60761064,-1.562989
Caballo Dorado - Me vuelves loco,chanson,22,1.0,-0.5574611,0.16578159,-0.70573884,-1.4314878,-2.9461496
Cabas - Como nuestro amor no hay dos,vallenato,3,0.5310339,0.1154277,0.067643166,0.25870544,0.020580828,-0.24643865
Cabas - Likua,vallenato,0,0.77713627,-1.5191879,1.0384805,1.3555592,-0.84980774,-0.22000153
Cabas - Machuca,vallenato,29,0.9976476,-0.5585916,-1.1253097,-0.5027469,-1.4718329,-0.24059932
Cabin Crew - Can't Stop (Mind Electric Remix),hard house,21,1.0,-2.3730402,-0.26578462,0.68493533,-2.5899525,-0.12958357
Cache Cache - Only Do for Love (LeftGuster Remix),big beat,0,0.7770787,-1.5875461,1.0578077,1.3955935,-0.8825911,-0.23100254
"Cactus - Rockout, Whatever You Feel Like",blues-rock,16,1.0,-0.009027153,-1.3384968,-0.37297028,1.0579562,-2.9052534
Cadacross - Bring Out Your Dead,folk metal,29,0.9982393,-0.7255887,-1.1515439,-0.4533201,-1.646631,-0.25055906
"Cadet - Father, I Adore You_More Precious Than Silver (Medley)",christian rock,29,0.99814165,-0.6105262,-1.1649017,-0.5083538,-1.5429584,-0.24520287
Café Quijano - En algún rincón,pop rock,3,0.5310538,0.08686131,0.094575986,0.28913683,0.023841575,-0.24962708
