"msd_track_id","filename","audio_basename","deezer_artist","deezer_title","genre","primary_genre","genre_count"
"TRAQOSE128F42575EF","Cocoa Tea - 100%.wav","Cocoa Tea - 100%","Cocoa Tea","100%","dancehall, roots reggae, reggae, lovers rock, dub","dancehall","5"
"TRAIMHP128F425118C","Cocoa Tea - Cooling Out.wav","Cocoa Tea - Cooling Out","Cocoa Tea","Cooling Out","dancehall, roots reggae, reggae, lovers rock, dub","dancehall","5"
"TRAQGXT128F4239CE0","Cocoa Tea - I Can't Help.wav","Cocoa Tea - I Can't Help","Cocoa Tea","I Can't Help","roots reggae, reggae, dancehall, dub, downtempo","roots reggae","5"
"TRAOHJU128E0780CD2","Coldplay - A Rush of Blood to the Head (Live in Sydney).wav","Coldplay - A Rush of Blood to the Head (Live in Sydney)","Coldplay","A Rush of Blood to the Head (Live in Sydney)","piano rock, british pop, rock, alternative rock, indie rock","piano rock","5"
"TRANBUW128F933C645","Coldplay - Don't Panic.wav","Coldplay - Don't Panic","Coldplay","Don't Panic","piano rock, british pop, rock, alternative rock, indie rock","piano rock","5"
"TRAGSGF128E0780CA7","Coldplay - One I Love (Live in Sydney).wav","Coldplay - One I Love (Live in Sydney)","Coldplay","One I Love (Live in Sydney)","piano rock, british pop, rock, alternative rock, indie rock","piano rock","5"
"TRASUJK128E0789C12","Coldplay - Speed of Sound.wav","Coldplay - Speed of Sound","Coldplay","Speed of Sound (Live)","piano rock, british pop, rock, alternative rock, indie rock","piano rock","5"
"TRAJOZN128F92D688E","Coldworld - Schmerzensschreie.wav","Coldworld - Schmerzensschreie","Coldworld","Schmerzensschreie","black metal, ambient black metal, sympho black metal, neoclassical, melodic black metal","black metal","5"
"TRADACR12903CD10C1","Colin James - Sending A Message.wav","Colin James - Sending A Message","Colin James","Sending A Message","blues, blues-rock, ballad, big band, classic rock","blues","5"
"TRAOIAX12903CC6663","Commander Cody And His Lost Planet Airman - Riot In Cell Block N.9.wav","Commander Cody And His Lost Planet Airman - Riot In Cell Block N.9","Commander Cody And His Lost Planet Airman","Riot In Cell Block N.9","country rock, western swing, southern rock, roots rock, rockabilly","country rock","5"
"TRAWJAP12903CC515C","Commander Cody And His Lost Planet Airman - Sister Sue.wav","Commander Cody And His Lost Planet Airman - Sister Sue","Commander Cody And His Lost Planet Airman","Sister Sue","country rock, western swing, southern rock, roots rock, rockabilly","country rock","5"
"TRABXHC128F4250CCE","Commander Cody And His Lost Planet Airmen - Crying Time.wav","Commander Cody And His Lost Planet Airmen - Crying Time","Commander Cody And His Lost Planet Airmen","Crying Time","country rock, western swing, southern rock, roots rock, rockabilly","country rock","5"
"TRAOSLL128F930687E","Commissioned - I'm Gonna Let My Love Flow.wav","Commissioned - I'm Gonna Let My Love Flow","Commissioned","I'm Gonna Let My Love Flow","ccm, urban, soul jazz, jazz, contemporary gospel","ccm","5"
"TRABXJO12903CF0E6F","Commissioned - You Can Always Come Home.wav","Commissioned - You Can Always Come Home","Commissioned","You Can Always Come Home","ccm, urban, soul jazz, jazz, contemporary gospel","ccm","5"
"","Compagnia D'Opera Italiana - Concerto per violino e orchestra in Mi minore, Opera 64_ Allegro, molto appassionato.wav","Compagnia D'Opera Italiana - Concerto per violino e orchestra in Mi minore, Opera 64_ Allegro, molto appassionato","Compagnia D'Opera Italiana","Concerto per violino e orchestra in Mi minore, Opera 64_ Allegro, molto appassionato","hard trance","hard trance","1"
"TRADQDN128F92E93BE","Conjunto Clasico - Coquí.wav","Conjunto Clasico - Coquí","Conjunto Clasico","Coquí","salsa, mambo, latin jazz, latin, tropical","salsa","5"
"TRAKRHU128F92E7AA6","Conjunto Clasico - Mi Suegra.wav","Conjunto Clasico - Mi Suegra","Conjunto Clasico","Mi Suegra","salsa, mambo, latin jazz, latin, tropical","salsa","5"
"TRAIIRK128F934E1C0","Conjunto Mar Azul - Dime.wav","Conjunto Mar Azul - Dime","Conjunto Mar Azul","Dime","charanga, cumbia, los angeles, chorus, rumba","charanga","5"
"TRADJYS128F9332E4A","Conjunto Mar Azul - Papel Quemado.wav","Conjunto Mar Azul - Papel Quemado","Conjunto Mar Azul","Papel Quemado","charanga, cumbia, los angeles, chorus, rumba","charanga","5"
"TRAUCJF12903D080F2","Connemara Stone Company - Dragonfly (Live).wav","Connemara Stone Company - Dragonfly (Live)","Connemara Stone Company","Dragonfly (Live)","celtic rock, jig, celtic, folk rock, rock","celtic rock","5"
"TRAOLUA128F422BB1D","Connie Francis - Baby's First Christmas.wav","Connie Francis - Baby's First Christmas","Connie Francis","Baby's First Christmas","brill building pop, oldies, rock 'n roll, rockabilly, rock","brill building pop","5"
"TRAQIKC128F9303360","Connie Francis - You Were Only Fooling.wav","Connie Francis - You Were Only Fooling","Connie Francis","You Were Only Fooling","brill building pop, oldies, rock 'n roll, rockabilly, rock","brill building pop","5"
"TRAIKBB128F428AD73","Connie Smith - I'll Come Running (Single Version).wav","Connie Smith - I'll Come Running (Single Version)","Connie Smith","I'll Come Running (Single Version)","country gospel, ccm, country rock, classic country, soft rock","country gospel","5"
"TRAKNDG128F428A228","Connie Smith - If I Talk to Him.wav","Connie Smith - If I Talk to Him","Connie Smith","If I Talk to Him","country gospel, ccm, country rock, classic country, soft rock","country gospel","5"
"TRALHMS128F930C08C","Converge - Dark Horse.wav","Converge - Dark Horse","Converge","Dark Horse","hardcore punk, heavy metal, extreme metal, math-core, math rock","hardcore punk","5"
"TRAOWHF128F4255384","Converge - Deep Inside.wav","Converge - Deep Inside","Converge","Deep Inside","hardcore punk, heavy metal, extreme metal, math-core, math rock","hardcore punk","5"
"TRASOPN128F9316701","Converge - Locust Reign (Live in California).wav","Converge - Locust Reign (Live in California)","Converge","Locust Reign (Live in California)","hardcore punk, heavy metal, extreme metal, math-core, math rock","hardcore punk","5"
"TRADCBA128F92E7161","Conway Twitty - Big Train.wav","Conway Twitty - Big Train","Conway Twitty","Big Train","country, country music, traditional country, countrypolitan, rockabilly","country","5"
"","Conway Twitty - Hello Darlin'.wav","Conway Twitty - Hello Darlin'","Conway Twitty","Hello Darlin'","country","country","1"
"TRALHTO12903CBBE95","Cool Connection - I'm Your Boogie Man (Vocal).wav","Cool Connection - I'm Your Boogie Man (Vocal)","Cool Connection","I'm Your Boogie Man (Vocal Version)","blues, jazz, soul, female vocals","blues","4"
"TRAHRKC128F9335A7B","Cool cavemen - Burlesque Burglary.wav","Cool cavemen - Burlesque Burglary","Cool cavemen","Burlesque Burglary","funk rock, free music, funk, rock, french","funk rock","5"
"TRARIKA128F9335A8C","Cool cavemen - Everyone Make Love.wav","Cool cavemen - Everyone Make Love","Cool cavemen","Everyone Make Love","funk rock, free music, funk, rock, french","funk rock","5"
"TRAVALM128F932906B","Coolio Da Unda Dogg - Do Or Die.wav","Coolio Da Unda Dogg - Do Or Die","Coolio Da Unda Dogg","Do Or Die","game, san francisco bay area, black","game","3"
"TRABEFN128F92D925B","Coph Nia - Doppelgänger (Qliphothic Phantasmagoria).wav","Coph Nia - Doppelgänger (Qliphothic Phantasmagoria)","Coph Nia","Doppelgänger (Qliphothic Phantasmagoria)","dark ambient, neofolk, dark wave, martial industrial, death industrial","dark ambient","5"
"TRAHFPF12903CCAF15","Coraleena Ellis - Wide Awake in a Dream.wav","Coraleena Ellis - Wide Awake in a Dream","Coraleena Ellis","Wide Awake in a Dream","lovers rock, reggae, sexy, vocal, united states","lovers rock","5"
"TRAVESV12903CEDEDA","Corb Lund - Horse Doctor, Come Quick.wav","Corb Lund - Horse Doctor, Come Quick","Corb Lund","Horse Doctor, Come Quick","british pop, country blues, bluegrass, oldies, indie pop","british pop","5"
"","Corderoy - 3 Spirit.wav","Corderoy - 3 Spirit","Corderoy","3 Spirit","hard trance","hard trance","1"
"TRAVCKQ128F935BC1E","Corderoy - Rock Guitar (Arctic Moon Remix).wav","Corderoy - Rock Guitar (Arctic Moon Remix)","Corderoy","Rock Guitar (Arctic Moon Remix)","hard trance, trance, progressive trance, chill-out, electronic","hard trance","5"
"","Corelli - Concierto Grossi Op 6. Largo, Allegro II.wav","Corelli - Concierto Grossi Op 6. Largo, Allegro II","Corelli","Concierto Grossi Op 6. Largo, Allegro II","electroclash","electroclash","1"
"","Corey - MVP (Album Version).wav","Corey - MVP (Album Version)","Corey","MVP (Album Version)","nu-soul","nu-soul","1"
"TRADJJB128E0790E7C","Cornell Campbell - Give Your Love To Me.wav","Cornell Campbell - Give Your Love To Me","Cornell Campbell","Give Your Love To Me","roots reggae, reggae, lovers rock, dub, rock steady","roots reggae","5"
"TRAFZLA128F42ADCCB","Corona - I Gotta Keep Dancing.wav","Corona - I Gotta Keep Dancing","Corona","I Gotta Keep Dancing","europop, happy hardcore, pop rap, italian disco, disco","europop","5"
"TRAWVWS128F42ADCD1","Corona - You Gotta Be Movin'.wav","Corona - You Gotta Be Movin'","Corona","You Gotta Be Movin'","europop, happy hardcore, pop rap, italian disco, disco","europop","5"
"TRAJGGB12903CEC83F","Cotton Candy - Hot Weiners (All the Way).wav","Cotton Candy - Hot Weiners (All the Way)","Cotton Candy","Hot Weiners (All the Way)","cabaret, easy listening, disco, hip hop, vaudeville","cabaret","5"
"TRALYIQ12903CEC83A","Cotton Candy - The Windsor Tap Recap.wav","Cotton Candy - The Windsor Tap Recap","Cotton Candy","The Windsor Tap Recap","cabaret, easy listening, disco, hip hop, vaudeville","cabaret","5"
"","Count Ossie - Ethiopian Serenade (Single Take).wav","Count Ossie - Ethiopian Serenade (Single Take)","Count Ossie","Ethiopian Serenade (Single Take)","roots reggae","roots reggae","1"
"","Count Ossie - Song.wav","Count Ossie - Song","Count Ossie","Song","roots reggae","roots reggae","1"
"TRADWOB12903C9D1EB","Coven - Coven in Charing Cross.wav","Coven - Coven in Charing Cross","Coven","Coven in Charing Cross","country rock, psychedelic rock, black metal, thrash metal, doom metal","country rock","5"
"TRAGYXL128F92F9FCB","Cowboy Mouth - Disconnected.wav","Cowboy Mouth - Disconnected","Cowboy Mouth","Disconnected","post-grunge, country rock, southern rock, blues-rock, rock 'n roll","post-grunge","5"
"TRAPHZY128F149579B","Cowboy Mouth - Jenny Says.wav","Cowboy Mouth - Jenny Says","Cowboy Mouth","Jenny Says","post-grunge, country rock, southern rock, blues-rock, rock 'n roll","post-grunge","5"
"TRAGXBL128F149EBA2","Crabby Appleton - Go Back.wav","Crabby Appleton - Go Back","Crabby Appleton","Go Back","power pop, pop rock, classic rock, folk rock, blues-rock","power pop","5"
"TRAMIUD128E07825DB","Cracker - Dr. Bernice.wav","Cracker - Dr. Bernice","Cracker","Dr. Bernice","roots rock, country rock, hard rock, alternative country, rock 'n roll","roots rock","5"
"TRARWLR128F4256B07","Cracker - My Life Is Totally Boring Without You.wav","Cracker - My Life Is Totally Boring Without You","Cracker","My Life Is Totally Boring Without You","roots rock, country rock, hard rock, alternative country, rock 'n roll","roots rock","5"
"TRACTWW12903CB7550","Cracker - Shake Some Action.wav","Cracker - Shake Some Action","Cracker","Shake Some Action","roots rock, country rock, hard rock, alternative country, rock 'n roll","roots rock","5"
"TRAANLO128F422AE37","Cradle Of Filth - Summer Dying Fast.wav","Cradle Of Filth - Summer Dying Fast","Cradle Of Filth","Summer Dying Fast (Live)","sympho black metal, black metal, heavy metal, death metal, metal","sympho black metal","5"
"TRANTEO128F429B51B","Craig Wedren - Alone in Love.wav","Craig Wedren - Alone in Love","Craig Wedren","Alone in Love","funk rock, indie rock, singer-songwriter, male vocalist, indie","funk rock","5"
"TRAIGRF128F9332355","Crazy Girl - Get Picked Up.wav","Crazy Girl - Get Picked Up","Crazy Girl","Get Picked Up","electro, electroclash, broken beat, grime, bass music","electro","5"
"TRAEQZJ128F93522F8","Crazy Horse - E se tu lontana sei.wav","Crazy Horse - E se tu lontana sei","Crazy Horse","E se tu lontana sei","country rock, hard rock, folk rock, western swing, rock 'n roll","country rock","5"
"TRABLTP128F930DC6D","Creedence Clearwater Revived - Have You Ever Seen the Rain.wav","Creedence Clearwater Revived - Have You Ever Seen the Rain","Creedence Clearwater Revived","Have You Ever Seen the Rain","country rock, rock 'n roll, blues-rock, british pop, swamp rock","country rock","5"
"TRAGPKF128F427B439","Cristy Lane - Making Up For Lost Time (Footprints In The Sand Album Version).wav","Cristy Lane - Making Up For Lost Time (Footprints In The Sand Album Version)","Cristy Lane","Making Up For Lost Time (Footprints In The Sand Album Version)","ccm, inspirational, southern gospel, country pop, christmas music","ccm","5"
"TRAWIPL128F92DE851","Cross Country - A Fall Song.wav","Cross Country - A Fall Song","Cross Country","A Fall Song","progressive house, california, electronic, house, united states","progressive house","5"
"TRALHAL128F92DE850","Cross Country - Tastes so Good to Me.wav","Cross Country - Tastes so Good to Me","Cross Country","Tastes so Good to Me","progressive house, california, electronic, house, united states","progressive house","5"
"","Crossroads Performance Tracks - He'll Deliver Me (Demonstration in F).wav","Crossroads Performance Tracks - He'll Deliver Me (Demonstration in F)","Crossroads Performance Tracks","He'll Deliver Me (Demonstration in F)","southern gospel","southern gospel","1"
"","Culcha Candela - Hamma!.wav","Culcha Candela - Hamma!","Culcha Candela","Hamma!","post-grunge","post-grunge","1"
"","Cumbancheros Orquesta - Homenaje a Fruko y Sus Tesos_ El Preso _ El Caminante _ Tania _ Los Charcos (En Vivo).wav","Cumbancheros Orquesta - Homenaje a Fruko y Sus Tesos_ El Preso _ El Caminante _ Tania _ Los Charcos (En Vivo)","Cumbancheros Orquesta","Homenaje a Fruko y Sus Tesos_ El Preso _ El Caminante _ Tania _ Los Charcos (En Vivo)","salsa","salsa","1"
"TRAGIPY128F422D10B","Cumberland Quartet - One Day At A Time.wav","Cumberland Quartet - One Day At A Time","Cumberland Quartet","One Day At A Time","country gospel, southern gospel, spiritual, christian, missouri","country gospel","5"
"TRAFHBM128F92EE7B0","Cursed - Pariah.wav","Cursed - Pariah","Cursed","Pariah","hardcore punk, noise rock, stoner metal, hardcore metal, sludge metal","hardcore punk","5"
"TRADFBR128F9308456","Curt Bois - Reg Mich Nicht Auf, Johanna.wav","Curt Bois - Reg Mich Nicht Auf, Johanna","Curt Bois","Reg Mich Nicht Auf, Johanna","pop rock, rumba, chanson, rock, easy listening","pop rock","5"
"TRAXRQZ128F4285FE5","Curtis - Not Going Back Again.wav","Curtis - Not Going Back Again","Curtis","Not Going Back Again","breakbeat, electro, instrumental rock, future jazz, deep house","breakbeat","5"
"TRAFYUE12903CAFDF3","Curtis - Superstar Dog.wav","Curtis - Superstar Dog","Curtis (冷炫忱)","Superstar Dog","breakbeat, electro, instrumental rock, future jazz, deep house","breakbeat","5"
"TRALZPL128F423BE6B","Curtis Mayfield - Superfly (Single Mix Version).wav","Curtis Mayfield - Superfly (Single Mix Version)","Curtis Mayfield","Superfly (Single Mix Version)","chicago soul, northern soul, funk, rock, soul","chicago soul","5"
"TRAJNWY128E078907F","Cut Copy - Future.wav","Cut Copy - Future","Cut Copy","Future","alternative dance, pop, melbourne, disco, synthpop","alternative dance","5"
"TRAWINQ12903CEC82D","Cutting Edge - Slangen i paradis.wav","Cutting Edge - Slangen i paradis","Cutting Edge","Slangen i paradis","grunge, progressive metal, new wave, progressive rock, hip hop","grunge","5"
"TRATAFP128F423F8DD","Cybertribe - Cry of the Earth.wav","Cybertribe - Cry of the Earth","Cybertribe","Cry of the Earth","chill-out, downtempo, meditation, trance, electronic","chill-out","5"
"TRALZTM128F92EC5F0","Céline Dion - Because You Loved Me (Theme from _Up Close and Personal_).wav","Céline Dion - Because You Loved Me (Theme from _Up Close and Personal_)","Céline Dion","Because You Loved Me (Theme from ""Up Close and Personal"")","soft rock, pop rock, rock, adult contemporary, pop","soft rock","5"
"TRAEGAZ128F426240C","Céline Dion - Un garçon pas comme les autres (Ziggy) (Live at Le Zénith, Paris, France - October 1995).wav","Céline Dion - Un garçon pas comme les autres (Ziggy) (Live at Le Zénith, Paris, France - October 1995)","Céline Dion","Un Garcon Pas Comme Les Autres (Ziggy)","soft rock, pop rock, rock, adult contemporary, pop","soft rock","5"
"TRABPHE128F42A1E65","Cómplices - Ojos Gitanos.wav","Cómplices - Ojos Gitanos","Cómplices","Ojos Gitanos","pop rock, rock, pop, indie, spanish","pop rock","5"
"TRAHKEG12903CDB829","D-A-D - Sleeping My Day Away (Live).wav","D-A-D - Sleeping My Day Away (Live)","D-A-D","Sleeping My Day Away (Live)","rock 'n roll, blues-rock, cowpunk, southern rock, psychobilly","rock 'n roll","5"
"TRATJDJ12903CDB82E","D-A-D - Wild Talk (Live).wav","D-A-D - Wild Talk (Live)","D-A-D","Wild Talk (Live)","rock 'n roll, blues-rock, cowpunk, southern rock, psychobilly","rock 'n roll","5"
"TRAEOED128EF36659C","DCS - Tu Hi Tu Sada.wav","DCS - Tu Hi Tu Sada","DCS","Tu Hi Tu Sada","bhangra, desi, turnablism, hip hop, rap","bhangra","5"
"","DJ Clue - Intro.wav","DJ Clue - Intro","DJ Clue","Intro","hip hop","hip hop","1"
"","DJ Clue - Thugged Out Shit.wav","DJ Clue - Thugged Out Shit","DJ Clue","Thugged Out Shit","hip hop","hip hop","1"
"","DJ Deeon - Dick-n-Ballz.wav","DJ Deeon - Dick-n-Ballz","DJ Deeon","Dick-n-Ballz","hard house","hard house","1"
"","DJ Delicious - Same Man (Radio Edit).wav","DJ Delicious - Same Man (Radio Edit)","DJ Delicious","Same Man (Radio Edit)","funky house","funky house","1"
"TRAAQDL12903CA8FB5","DJ Dips - Gerra De De.wav","DJ Dips - Gerra De De","DJ Dips","Gerra De De","turnablism, folk, dj","turnablism","3"
"TRATISX128F4266B66","DJ Envy - Why Wouldn't I (featuring Fabolous & Paul Cain) (Album Version).wav","DJ Envy - Why Wouldn't I (featuring Fabolous & Paul Cain) (Album Version)","DJ Envy","Why Wouldn't I (featuring Fabolous & Paul Cain) (Album Version)","gangster rap, hip hop, rap, r&b, east coast rap","gangster rap","5"
"","DJ Godfather - Back From The Future.wav","DJ Godfather - Back From The Future","DJ Godfather","Back From The Future","electro","electro","1"
"TRAVABY12903C9ECFB","DJ Godfather - Night on William Street (Original).wav","DJ Godfather - Night on William Street (Original)","DJ Godfather","Night on William Street (Original)","electro, bass music, techno, detroit techno, ghetto tech","electro","5"
"TRATFYD12903CAE45A","DJ Harry - 'Round the Wheel.wav","DJ Harry - 'Round the Wheel","DJ Harry","'Round the Wheel","trip hop, hard house, hard trance, acid jazz, deep house","trip hop","5"
"TRAJSRM12903CA068C","DJ Harry - Shadows.wav","DJ Harry - Shadows","DJ Harry","Shadows","trip hop, hard house, hard trance, acid jazz, deep house","trip hop","5"
"TRASDUS12903CA0686","DJ Harry - Tragedy in Blue.wav","DJ Harry - Tragedy in Blue","DJ Harry","Tragedy in Blue","trip hop, hard house, hard trance, acid jazz, deep house","trip hop","5"
"TRAEDDD12903CCF7E7","DJ Nasty - Buy You A Drink.wav","DJ Nasty - Buy You A Drink","DJ Nasty","Buy You A Drink","bass music, electro, techno, hip hop, italian disco","bass music","5"
"TRAIYIW12903CCF8CB","DJ Nasty - Houston Anthem.wav","DJ Nasty - Houston Anthem","DJ Nasty","Houston Anthem","bass music, electro, techno, hip hop, italian disco","bass music","5"
"TRARESK12903D169F7","DJ Nasty - Pussy Hole.wav","DJ Nasty - Pussy Hole","DJ Nasty","Pussy Hole","bass music, electro, techno, hip hop, italian disco","bass music","5"
"TRAOHPT12903CCF8DB","DJ Nasty - Shawty Get Loose.wav","DJ Nasty - Shawty Get Loose","DJ Nasty","Shawty Get Loose","bass music, electro, techno, hip hop, italian disco","bass music","5"
"TRAQCFJ128F92FFED9","DJ Nasty - Sounds Of The City.wav","DJ Nasty - Sounds Of The City","DJ Nasty","Sounds Of The City","bass music, electro, techno, hip hop, italian disco","bass music","5"
"TRANHQT12903CCF704","DJ Nasty - Southern Fried.wav","DJ Nasty - Southern Fried","DJ Nasty","Southern Fried","bass music, electro, techno, hip hop, italian disco","bass music","5"
"TRAMAAZ12903CE885E","DJ Omega - Pop dat shit.wav","DJ Omega - Pop dat shit","DJ Omega","Pop dat shit","detroit techno, electronic, ghetto tech, los angeles, mambo","detroit techno","5"
"TRAQSAG128F9354A2A","DJ Phiene - Bass Fanactiks.wav","DJ Phiene - Bass Fanactiks","DJ Phiene","Bass Fanactiks","ghetto tech, electro, rap","ghetto tech","3"
"TRAAMJY128F92F5919","DJ Quik - Born and Raised In Compton.wav","DJ Quik - Born and Raised In Compton","DJ Quik","Born and Raised In Compton","gangster rap, hip hop, g funk, broken beat, trip hop","gangster rap","5"
"TRADBUP128EF354F6C","DJ Quik - Pacific Coast Remix.wav","DJ Quik - Pacific Coast Remix","DJ Quik","Pacific Coast Remix","gangster rap, hip hop, g funk, broken beat, trip hop","gangster rap","5"
"TRAFJVH128F42BC25E","DJ Quik - Pitch In OnA Party.wav","DJ Quik - Pitch In OnA Party","DJ Quik","Pitch In OnA Party","gangster rap, hip hop, g funk, broken beat, trip hop","gangster rap","5"
"TRAPVRB128F92E7BF4","DJ Slugo - Bass To Bass.wav","DJ Slugo - Bass To Bass","DJ Slugo","Bass To Bass","bass music, techno, electro, tech house, ghetto tech","bass music","5"
"TRAXZDY12903CF6D46","DJ Slugo - Designer Chick.wav","DJ Slugo - Designer Chick","DJ Slugo","Designer Chick","bass music, techno, electro, tech house, ghetto tech","bass music","5"
"","DJ Slugo - Where the Rats.wav","DJ Slugo - Where the Rats","DJ Slugo","Where the Rats","bass music","bass music","1"
"TRABXSN128F92E7B93","DJ Slugo - Whip It.wav","DJ Slugo - Whip It","DJ Slugo","Whip It","bass music, techno, electro, tech house, ghetto tech","bass music","5"
"","DJ Spinn - Bounce N Break Yo Back.wav","DJ Spinn - Bounce N Break Yo Back","DJ Spinn","Bounce N Break Yo Back","chicago house","chicago house","1"
"TRACRHZ12903CAF6A4","DJ Spinn - Feelin You.wav","DJ Spinn - Feelin You","DJ Spinn","Feelin You","chicago house, dance music, los angeles, dj, chicago","chicago house","5"
"TRAKFZB12903CAE89D","DJ Spinn and DJ Rashad - Like It's Hot.wav","DJ Spinn and DJ Rashad - Like It's Hot","DJ Spinn and DJ Rashad","Like It's Hot","chicago house, dance music, los angeles, dj, chicago","chicago house","5"
"TRAFPIX128F42369C3","DJ Taz - C.O.G. To The ATL.wav","DJ Taz - C.O.G. To The ATL","DJ Taz","C.O.G. To The ATL","gangster rap, hardstyle, techno, tech house, hip hop","gangster rap","5"
"","DJ X-Change - Party Til We Drop Blue Mix Track 3.wav","DJ X-Change - Party Til We Drop Blue Mix Track 3","DJ X-Change","Party Til We Drop Blue Mix Track 3","ghetto tech","ghetto tech","1"
"TRACFAP128E07862C1","DMX - Damien.wav","DMX - Damien","DMX","Damien","hip hop, rap, hardcore rap, east coast rap, gangster rap","hip hop","5"
"TRANAUJ128E07860B0","DMX - Good Girls, Bad Guys.wav","DMX - Good Girls, Bad Guys","DMX","Good Girls, Bad Guys","hip hop, rap, hardcore rap, east coast rap, gangster rap","hip hop","5"
"TRAXLIU128E07860D4","DMX - I'ma Bang.wav","DMX - I'ma Bang","DMX","I'ma Bang","hip hop, rap, hardcore rap, east coast rap, gangster rap","hip hop","5"
"","DMX - We're Back (Album Version Explicit).wav","DMX - We're Back (Album Version Explicit)","DMX","We're Back (Album Version Explicit)","hip hop","hip hop","1"
"TRAKORU12903CEDC22","D_Fuse - Living The Dream.wav","D_Fuse - Living The Dream","D:Fuse","Living The Dream","progressive house, progressive trance, tech house, trance, vocal house","progressive house","5"
"TRASWST12903CDDB62","Daan Junior - Tou't moun sou do.wav","Daan Junior - Tou't moun sou do","Daan Junior","Tou't moun sou do","kizomba, zouk, zouklove, r&b, african","kizomba","5"
"TRARGBM128F428F65E","Daddy Yankee - A Lo Clásico.wav","Daddy Yankee - A Lo Clásico","Daddy Yankee","A Lo Clásico","reggaeton, reggae, rap, latin, dancehall","reggaeton","5"
"TRATRJV128F428D077","Daddy Yankee - Baila Girl, Todo Hombre Llorando por Ti.wav","Daddy Yankee - Baila Girl, Todo Hombre Llorando por Ti","Daddy Yankee","Baila Girl, Todo Hombre Llorando por Ti","reggaeton, reggae, rap, latin, dancehall","reggaeton","5"
"TRAQYFL12903D138CF","Daddy Yankee - Descontrol.wav","Daddy Yankee - Descontrol","Daddy Yankee","Descontrol","reggaeton, reggae, rap, latin, dancehall","reggaeton","5"
"TRATBNG128F92CADA8","Daddy Yankee - Llamado de Emergencia.wav","Daddy Yankee - Llamado de Emergencia","Daddy Yankee","Llamado de Emergencia","reggaeton, reggae, rap, latin, dancehall","reggaeton","5"
"","Dadju - I love you.wav","Dadju - I love you","Dadju","I love you","neo soul","neo soul","1"
"TRAQVTO128F14696A6","Daft Punk - Da Funk.wav","Daft Punk - Da Funk","Daft Punk","Da Funk","techno, electronica, electronic, pop, french","techno","5"
"TRAAPQQ128F427C750","Dakis - Perasmena Mesanihta.wav","Dakis - Perasmena Mesanihta","Dakis","Perasmena Mesanihta","greek","greek","1"
"TRAWIVY12903CF4A87","Dala - Alive.wav","Dala - Alive","Dala","Alive","folk-pop, pop, folk rock, female vocalist, indie pop","folk-pop","5"
"TRALVTD128F424514C","Daler Mehndi - Teri Nau Ke Paune Teen.wav","Daler Mehndi - Teri Nau Ke Paune Teen","Daler Mehndi","Teri Nau Ke Paune Teen","bhangra, indian classical, brutal death metal, doom metal, world music","bhangra","5"
"TRAQMWP12903CAC06F","Dallas Holm - A Broken Heart.wav","Dallas Holm - A Broken Heart","Dallas Holm","A Broken Heart","ccm, gospel, inspirational, contemporary christian, christian","ccm","5"
"TRAGEFP128F429B217","Damita Jo - Face to Face.wav","Damita Jo - Face to Face","Damita Jo","Face to Face","rock 'n roll, jazz funk, big beat, downtempo, classic rock","rock 'n roll","5"
"TRAHEEQ128F4237D87","Dancecore Allstars - When the Sun Comes Out.wav","Dancecore Allstars - When the Sun Comes Out","Dancecore Allstars","When the Sun Comes Out","hard trance, trance, electronic, euro-trance, dancecore","hard trance","5"
"TRANBMY128F426416A","Danger Danger - Rock America.wav","Danger Danger - Rock America","Danger Danger","Rock America","glam metal, glam rock, heavy metal, hard rock, soft rock","glam metal","5"
"","Daniel - Estou Apaixonado (Ao Vivo).wav","Daniel - Estou Apaixonado (Ao Vivo)","Daniel","Estou Apaixonado (Ao Vivo)","hip hop","hip hop","1"
"","Daniel Caesar - Superpowers.wav","Daniel Caesar - Superpowers","Daniel Caesar","Superpowers","freakbeat","freakbeat","1"
"TRALFLH128F148AE6B","Daniel Chan - Duo Liu Yi Hui (Album Version).wav","Daniel Chan - Duo Liu Yi Hui (Album Version)","Daniel Chan","Duo Liu Yi Hui (Album Version)","chinese music, pop, chinese, hong kong, cantonese","chinese music","5"
"","Daniel Johnston - Come See Me Tonight (Come to Me Tonight) (Live).wav","Daniel Johnston - Come See Me Tonight (Come to Me Tonight) (Live)","Daniel Johnston","Come See Me Tonight (Come to Me Tonight) (Live)","power pop","power pop","1"
"TRAOYHS128F427EF8B","Daniel Johnston - Desperate Man Blues.wav","Daniel Johnston - Desperate Man Blues","Daniel Johnston","Desperate Man Blues","power pop, pop rock, soundtrack, progressive rock, alternative","power pop","5"
"TRAVOPU128F9360B7D","Daniel Johnston - High Horse.wav","Daniel Johnston - High Horse","Daniel Johnston","High Horse","power pop, pop rock, soundtrack, progressive rock, alternative","power pop","5"
"TRAUIHC128F427EEF9","Daniel Johnston - Oh No.wav","Daniel Johnston - Oh No","Daniel Johnston","Oh No","power pop, pop rock, soundtrack, progressive rock, alternative","power pop","5"
"TRBGBQC12903CD7B4F","Daniel Johnston - The Story of an Artist.wav","Daniel Johnston - The Story of an Artist","Daniel Johnston","The Story of an Artist","power pop, pop rock, soundtrack, progressive rock, alternative","power pop","5"
