track_id,title,artist,genre
TRAJEEW128F4280555,Arrows Of The Gods,Elliot Goldenthal,"instrumental rock, flamenco, tango, soundtrack, neoclassical"
TRAJEIK128F92F19EA,San Juan,Dave Valentin,"latin jazz, jazz funk, disco, jazz, acid jazz"
TRAJENI128F425B7F4,Classic Material,Casual,"hip hop, underground rap, g funk, alternative rap, gothic rock"
TRAJENI128F9300B02,Groovin' With Jimmy,Jimmy Burns,"soul blues, electric blues, chicago blues, delta blues, blues-rock"
TRAJEOD12903CC065D,Au mariage des Levon-Lecu (Live),Claire Elzière,"indie, french pop"
TRAJESP12903CBC0B0,Wonderful Peace,Dino,"ccm, dance pop, kizomba, freestyle, smooth jazz"
TRAJEUV12903D15D6D,Mate Tron,Luke Vibert,"trip hop, techno, funk, electronica, intelligent dance music"
TRAJEYL128F931B518,Time Will Tell,Ice,"dub, hip hop, illbient, trip hop, future jazz"
TRAJEYM12903CDEF6A,Ladies And Gentlemen,Spiral Stairs,"indie rock, swedish, ballad, california, blues"
TRAJEZT128E0795DF3,E,Rea_ Chris,"soft rock, blues-rock, pop rock, country rock, singer-songwriter"
TRAJFCB128F427FE87,Deviate From The Form,Scar Symmetry,"death metal, heavy metal, progressive, metal, sweden"
TRAJFCC12903CC55AD,Mambo Tipico,Tito Puente,"salsa, latin jazz, mambo, jazz, new york"
TRAJFDU128F426A5F4,The Door,Silverchair,"post-grunge, grunge, rock, alternative, alternative pop rock"
TRAJFEM128F14A2DF4,Dichoso,Willie Bobo,"latin jazz, jazz funk, boogaloo, soul jazz, salsa"
TRAJFFF128F429874A,Better Luck Next Time,Lifehouse,"post-grunge, alternative rock, rock, pop, alternative"
TRAJFHV128F4274FC0,Todo Lo Que Soy,Carlos Ponce,"male vocalist, latin pop, latin, pop, spanish"
TRAJFMH12903D052DC,La mujer que no sone (Album),Ricardo Arjona,"latin, latin pop, pop, alternative, female"
TRAJFQF128F92E354E,Baby Don't You Change,Tyrone Wells,"folk-pop, soft rock, pop rock, modern rock, folk rock"
TRAJFRJ128F9328FF1,Early In The Morning,B.B. King,"blues-rock, blues, jazz, guitar, country blues"
TRAJFSU128F92E9E3C,Sportin' Life,John Sebastian,"folk rock, soft rock, singer-songwriter, pop rock, bluegrass"
TRAJFYH128F4246121,Valse Des Montagnes,Andre Verchuren,"chanson, musette, bossa nova, folk, easy listening"
TRAJFYK128F42579B0,The Three-Dimensional Shadow,Scar Symmetry,"death metal, heavy metal, progressive, metal, sweden"
TRAJGCA128F9306CFF,Souvenirs,Concretes,"pop rock, indie rock, soft rock, twee pop, rock"
TRAJGCF128F1499E61,Train Tracks,Izzy Stradlin And The Ju Ju Hounds,"blues-rock, los angeles, roots rock, glam metal, glam rock"
TRAJGEC128F9300463,Unchain Us,Don Campbell,"pop rap, hip hop, old school hip hop, rap, emo"
TRAJGFW128F93349D4,Carry The Light,David Lynch,"jazz fusion, blues, electric blues, dark ambient, instrumental rock"
TRAJGGB12903CEC83F,Hot Weiners (All The Way),Cotton Candy,"cabaret, easy listening, disco, hip hop, vaudeville"
TRAJGGH128F42679C1,Down_ Down_ Down,Frank Marino & Mahogany Rush,"blues-rock, art rock, blues, psychedelic rock, classic rock"
TRAJGGI128F423A12A,Call The Police,John Wayne,"dancehall, reggae, grindcore, alternative country, country"
TRAJGGP12903CCE582,Scared,The Incurables,"heartland rock, rock, pop, dreamy, blues"
TRAJGMN128F148C8BD,Don't Go,Bert Kaempfert,"easy listening, latin jazz, jazz, ballad, german pop"
TRAJGPZ128F424743B,She's Actin Bad,H-Town,"new jack swing, neo soul, r&b, rap, quiet storm"
TRAJGTJ128F4236AC2,The Harp That Once Through Tara's Halls,Voyager Series,"irish folk, traditional irish folk, world reggae, black, irish"
TRAJHAH128F9314177,You'll Never Know,JERRY WALLACE,"doo-wop, close harmony, oldies, country, country pop"
TRAJHCO128F42570C1,Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson),Beenie Man Featuring Janet Jackson,"dancehall, reggae, raga, hardcore, jamaica"
TRAJHCS128F93192B5,Auprès De Mon Arbre,Georges Brassens,"chanson, pop, folk rock, french pop, easy listening"
TRAJHDR128F92FA863,Basking Under a Blacksun Dawning,Morgion,"sludge metal, stoner metal, doom metal, heavy metal, death metal"
TRAJHEE12903CB937A,Freedom,4Him,"ccm, gospel, contemporary christian, christian rock, hymns"
TRAJHEN128F92CC43E,Let It Bleed,Wild Horses,"outlaw country, hard rock, heavy metal, classic rock, country rock"
TRAJHFZ12903CE3121,Touch My Hand [Remastered],David Meece,"ccm, rock, pop, singer-songwriter, acoustic"
TRAJHHE128F146815C,Hide Away,Freddie King,"texas blues, blues-rock, electric blues, chicago blues, jump blues"
TRAJHHJ128F4279625,Never Gonna Be The Same,Danny Wilson,"british pop, pop rock, oldies, new wave, soundtrack"
TRAJHKT128F427FDCD,Beothuck,Malefaction,"grindcore, hardcore punk, metalcore, punk, hardcore"
TRAJHMX12903CD42C1,Uu-Pee-Ämmät,Jope Ruonansuu,"parody, german pop, samba, tango, rumba"
TRAJHOM128F93080EB,After The Laughter,Marcie Blane,"doo-wop, all-female, ballad, brill building pop, oldies"
TRAJHRC128F9340CFA,That Little Ole Wine Drinker Me - Original,Charlie Walker,"honky tonk, singer-songwriter, country, country pop, acoustic"
TRAJHSM12903CBFCCD,CB4 (Instrumental Mix),Slum Village,"hip hop, rap, neo soul, alternative hip hop, underground rap"
TRAJHSS128F930F73A,Pop Pop,Twista,"gangster rap, rap, hip hop, pop, chicago"
TRAJHYF128F1451DDF,Grateful & Thankful,Francis Dunnery,"singer-songwriter, art rock, soundtrack, progressive rock, pop rock"
TRAJIBJ128F930D55B,The Minuet Of The Robots,Perrey And Kingsley,"easy listening, dubstep, jazz funk, big beat, space age pop"
TRAJIDY128F931C89D,Another Djemba Djemba,Youves,"dance-punk, jazz, los angeles, british, experimental"
TRAJIIF128F92E7FB1,Je T'Appartiens,Maurice Larcange,"chanson, musette, pop, folk, world"
TRAJIIR128F149AE01,Paseo Colòn,Mau Mau,"progressive house, tribal house, new wave, tech house, progressive trance"
TRAJIKY128F932AD73,Shotgun Sally,Cats In Boots,"glam metal, glam rock, hard rock, heavy metal, rock"
TRAJIUK128F42668E6,Rock On The Radio,Firehouse,"glam metal, hard rock, heavy metal, country rock, classic rock"
TRAJJBG128F148A7CA,Awake,The Panic Channel,"post-grunge, modern rock, hard rock, alternative rock, rock"
TRAJJCI12903CE53D7,Fat Tuesday,Chris Standring,"smooth jazz, soul jazz, fusion jazz, cool jazz, jazz funk"
TRAJJIG128F1474EF0,Recordar Es Vivir,El Gran Silencio,"cumbia, vallenato, ragamuffin, rapcore, ska"
TRAJJMB128F426BF4E,You do something to me,Ismael Dueñas,nu jazz
TRAJJMN128F9321946,Cherokee,The Galactic Heroes,"twee pop, bubblegum pop, indie pop, power pop, indie rock"
TRAJJNB128F42A0A4F,Heavenly Father,FU-Schnickens,"comedy rap, hip hop, big beat, breakbeat, trip hop"
TRAJJON128F426EB30,Try Me One More Time,Sonny Terry & Brownie McGhee,"piedmont blues, harmonica blues, country blues, chicago blues, electric blues"
TRAJJPB128F1456D6A,When You See Me,Bad Azz,"gangster rap, hip hop, g funk, hardcore rap, rap"
TRAJJYB12903CE5A10,Plastic People (Original Mix),Anané,"deep house, tribal house, future jazz, disco, electronic"
TRAJJZZ128F930B88C,One Million Matches,Rocker-T,"dub, reggae, beat, dancehall, roots"
TRAJKIG128F92D9132,U Complete Me (Blues Version - Bonus Track),Ana Popovic,"blues-rock, soul blues, blues, electric blues, slide"
TRAJKME12903CC41B8,Viens boire un petit coup à la maison,Bézu,"chanson, bossa nova, black metal, pop, electronic"
TRAJKMI128F4281107,Let Me Be Your Fantasy,Baby D,"breakbeat, jungle music, uk garage, hard house, big beat"
TRAJKNA128F423EA49,La Nit De Reis,Gertrudis,"big beat, dub, rumba, new wave, dark ambient"
TRAJKQP128F427831F,Stuck On Your Love,Emilio,"tejano, hard trance, texas, country, pop"
TRAJKTF128F9322470,Cheddar Chasin',Lunasicc,"gangster rap, hip hop, hardcore rap, gangsta, rap"
TRAJKTV128F1453E3C,Violence,Juelz Santana / Bezel,"rap, hip hop, new york, hardcore rap, east coast rap"
TRAJKWD12903CE38E5,Seventeen (Digitally Remastered),The Fontane Sisters,"europop, blues-rock, country rock, ballad, chanson"
TRAJKXO12903CB5B7D,Baby Face,Tiny Tim,"cabaret, vaudeville, classic rock, ballad, folk rock"
TRAJKXS128F42340B5,Cut Here,The Cure,"new wave, alternative rock, rock, gothic, indie"
TRAJKZZ128F4237B19,Carovana,I Nuovi Angeli,"celtic fusion, celtic, flamenco, ballad, folk"
TRAJLEC128F93385A1,La Vie Par Procuration,Jean-Jacques Goldman,"chanson, pop rock, europop, pop, ballad"
TRAJLET128F42184C5,Secret,Eddie Turner,"blues-rock, electric blues, blues, rock, guitar"
TRAJLGV128F4232684,Fig Leaf Rag  (LP Version),Joshua Rifkin,"ragtime, easy listening, jazz, classical, baroque"
TRAJLIV128F42882D8,A Night in Tunisia,Art Blakey's Jazz Messengers,"bebop, hard bop, free jazz, cool jazz, jazz fusion"
TRAJLJY12903CAF344,Beautiful,Paul Glazby,"hard house, hard trance, hardstyle, vocal house, techno"
TRAJLKH128F422C613,Nothing But The Best,White Heart,"ccm, christian rock, contemporary christian, pop rock, hard rock"
TRAJLNF128F422658C,Come On-a My House,Barbara Lusch,"jazz, latin jazz, easy listening, jazz vocal, beat"
TRAJLOR128F428CCC9,Wing,Patti Smith,"rock, alternative, chicago, protopunk, new york punk"
TRAJLOY128F92E4EAF,Believe,Saga,"hard rock, symphonic rock, trip hop, j pop, neo-progressive"
TRAJLRX128F4271A2C,Soñando En Ti,Gary Hobbs,"tejano, latin pop, classic, jazz, singer"
TRAJLSJ12903CC49A6,Cremona (Instrumental),Vrse Murphy,"dj, san francisco bay area"
TRAJLYW128F9313A2F,Loaded Gun,C.C. Adcock,"zydeco, swamp blues, blues-rock, swamp rock, roots rock"
TRAJMDE128F14898B2,Blues City Shake Down,John Mayall & The Bluesbreakers,"blues-rock, chicago blues, harmonica blues, electric blues, blues"
TRAJMEL128F4262B4A,Why Get Up,The Fabulous Thunderbirds,"blues-rock, texas blues, electric blues, pop rock, blues"
TRAJMQE128F9322DDD,Vos No Confiaste,2 Minutos,"skate punk, straight edge, pop punk, ska punk, oi"
TRAJMXE128EF34BA9E,There Is A Redeemer (Your Love Broke Through Album Version),Michelle Tumes,"ccm, art rock, pop rock, easy listening, alternative rock"
TRAJMZL12903CA4807,What Country Is,Luke Bryan,"country rock, country, male vocalist, contemporary country, guitar"
TRAJNBE128F4255C97,Memories,Thriller U,"lovers rock, dancehall, roots reggae, reggae, dub"
TRAJNCR12903CEBAA1,Cumpagno 'e cella,Alex,"new beat, chill-out, suomi rock, hip hop, tech house"
TRAJNFM128F42A625C,Paloma Negra,Rocio Jurado,"bulerias, flamenco, latin pop, oldies, female vocalist"
TRAJNFU128F4263469,317 East 32nd,Lennie Tristano,"free jazz, cool jazz, jazz, bebop, ragtime"
TRAJNIL12903D15541,Kill the Poor,Dead Kennedys,"rock, hardcore punk, alternative punk rock, punk, american underground"
TRAJNTJ12903CDB09A,Over The Hill,R.L. Burnside,"delta blues, blues-rock, electric blues, blues, juke joint blues"
TRAJNUU12903CC8AC0,Jamming,Twinkle Twinkle Little Rock Star,Unknown
TRAJNWY128E078907F,Future,Cut Copy,"alternative dance, pop, melbourne, disco, synthpop"
TRAJNWY128F1453771,Naked Enough,Tim Wilson,"filk, comedy, spoken word, country, funny"
TRAJNXG12903CB474D,The Beginning,Salt The Wound,"death core, screamo, deathgrind, tech metal, metalcore"
TRAJNYD128F9340A32,Drive,The Cars,"new wave, rock, pop, alternative, album rock"
TRAJNYU128E07856A5,Can't Stop Lovin' You (Remastered Album Version),Van Halen,"heavy metal, hard rock, rock, album rock, soundtrack"
TRAJNZF12903CB22A9,Rock Co.Kane Flow,De La Soul / MF Doom,"hip hop, rap, alternative rap, new york, golden age"
TRAJODO12903CD7591,Running On The Rocks,Shriekback,"alternative dance, dance rock, new wave, dark wave, dub"
TRAJOER128F92F145A,These Nest Five Years,At All Cost,"post-hardcore, tech metal, death core, math-core, groove metal"
TRAJOES128F4245ED3,It Came To Pass (Part II),Mississippi Mass Choir,"gospel, united states, contemporary gospel, choir, worship music"
TRAJOIH128F14B08F7,Magic Dragon Theatre,Utopia,"new beat, pop rock, power pop, soft rock, goregrind"
TRAJOLQ128EF346088,Function Of The Sun,The Ruby Suns,"experimental rock, experimental pop, folktronica, chamber pop, freak folk"
TRAJONM128F92F543D,I Want Your Soul For Christmas,Schoolyard Heroes,"horror punk, alternative metal, shock rock, opera, post-hardcore"
TRAJOPD128F92FC400,Nach Ke VEkha Bhabhiyie,Malkit Singh,"broken beat, bhangra, desi, italian disco, pop rap"
TRAJOPH12903CE6732,(Everybody's Waiting For) The Man With the Bag,Mannheim Steamroller,"instrumental pop, electronic, ambient, modern rock, symphonic rock"
TRAJOPN128F423BEC3,Dimension,Wolfmother,"stoner metal, alternative metal, heavy metal, hard rock, rock"
TRAJOUG128F4276434,Faroe Cave Song,John Tchicai,"free jazz, free improvisation, jazz, trip hop, dub"
TRAJOWK128F4263735,It's Going Down,Suicidal Tendencies,"hardcore punk, heavy metal, alternative metal, speed metal, metalcore"
TRAJOYN128F9308712,Cha Cha Brasilia,Bert Kaempfert,"easy listening, latin jazz, jazz, ballad, german pop"
TRAJOZN128F92D688E,Schmerzensschreie,ColdWorld,"black metal, ambient black metal, sympho black metal, neoclassical, melodic black metal"
TRAJPCX12903CE8ACB,Gimme Legs,The Chap,"future jazz, space rock, disco, tech house, symphonic rock"
TRAJPIK128F1460C83,Bush,David Banner,"crunk, dirty south rap, gangster rap, rap, hip hop"
TRAJPIQ128F14819A8,The Devil,The Rapture,"alternative dance, dance-punk, indie rock, disco, indietronica"
TRAJPNM128F426C3F0,Mary In Labor,Paul Cantelon,"folk rock, soundtrack, folk, rock, classical"
TRAJPNM12903CCB61E,Shining,Ice,"dub, hip hop, illbient, trip hop, future jazz"
TRAJPPJ128F1497140,Number Nine (LP Version),Richard Lloyd,"garage rock, new wave, glam rock, experimental rock, power pop"
TRAJPPX128F4259FD4,Friend Or Foe,Adam Ant,"pop rock, new wave, dance rock, rock, new romantic"
TRAJPTE128F429AEC2,For The First Time,June Hutton,"space age pop, easy listening, cool jazz, chanson, jazz"
TRAJPUF128E0784808,Can't Happen Here,Rainbow,"heavy metal, hard rock, blues-rock, pop rock, ballad"
TRAJPWL128F145E107,La (Moonman's Flashover Mix Edit),Marc Et Claude,"trip hop, chill-out, dream pop, acid jazz, electronica"
TRAJPXA128F933A565,Love The Feeling - Original,Leroy Hutson,"jazz funk, chicago soul, disco, funk, soul jazz"
TRAJPXP128F92E0ABE,Pee Wee's Boogie,Pee Wee Crayton,"texas blues, electric blues, r&b, blues, cool jazz"
TRAJPZH128F93554AA,t.k.k.,Fläskkvartetten / Thåström,"art rock, downtempo, trip rock, rock, indie rock"
TRAJQBF128F423C324,Caray!,Gabinete Caligari,"pop rock, rock, new wave, pop, electronic"
TRAJQBX128F930166B,La marine,Marc Perrone,"musette, gypsy jazz, chanson, jazz, folk"
TRAJQOH128F934D64B,Crescent Moon,Ancient Astronauts,"trip hop, future jazz, breakbeat, broken beat, downtempo"
TRAJQXD128F428767D,Radiance I,Basic Channel,"techno, deep house, tech house, electronic, psychobilly"
TRAJRBF12903CDCA3F,Inherent Scars,Symphony in Peril,"christian hardcore, death core, math-core, delta blues, christian metal"
TRAJRIT128F92F4352,Trading Places,Usher,"hip hop, r&b, ballad, gangster rap, dance music"
TRAJRLX12903CC0D7A,Mom's Phone,Greg Vaccariello,"stand-up comedy, funny, comedy, spoken word, comedian"
TRAJRMC12903CA7ECF,I Am a Rasta Man,Wailing Souls,"roots reggae, reggae, dancehall, dub, lovers rock"
TRAJRMO128F421FA6F,Dub It,J.C. Lodge,"lovers rock, dancehall, reggae, country, producer"
TRAJRMZ128F932DC12,Woman of Shiloh,Mike Brooks,"roots reggae, reggae, dub, rock steady, dancehall"
TRAJRTY128F426CF1F,The Southern Soldier Boy,Kathy Mattea,"bluegrass, country rock, contemporary country, country, country pop"
TRAJRXL128F42760EC,Bon Demain,This Moment,"math rock, noise rock, rock, post-hardcore, hardcore punk"
TRAJRYA12903CDA1F2,Zurezko Olerkia,Varios,"electroclash, salsa, motown, gangster rap, northern soul"
TRAJRYM128F92DF1A6,When I Get Home,The Fabulous Thunderbirds,"blues-rock, texas blues, electric blues, pop rock, blues"
TRAJRZL128F42699D5,He's Leading The Way,The Perrys,"christian music, hymns, southern gospel, spiritual, hip hop"
TRAJSCE128F92F9AC6,It's Too Late,Small Faces,"rock 'n roll, blues-rock, british invasion, british pop, beat"
TRAJSCN12903D0CBAA,Widow's Walk,Enter the Haggis,"celtic rock, folk rock, irish folk, jam band, folk punk"
TRAJSCW128F9335F78,Love Of My Life,The Chi-Lites,"disco, chicago soul, ballad, funk, r&b"
TRAJSDQ12903CD481F,Memories,George Lopez,"california, stand-up comedy, comedy, funny, spoken word"
TRAJSFB128F4270AED,It All Depends On You,Jerry Lewis,"rock steady, roots reggae, reggae, dub, ska"
TRAJSHB128F92FCC80,The Traffic Jam,Stephen Marley / Damian Marley,"roots reggae, ragamuffin, reggae, dancehall, chill-out"
TRAJSIX12903CBAE2B,Beautiful When You're Green,Charlie Khan,"cabaret, vaudeville, dark cabaret, blues, male vocalist"
TRAJSJD128F4277B75,Rock Biter (Album Version),Red I Flight,"death core, melodic metalcore, melodic hardcore, metalcore, death metal"
TRAJSKN128F92F9046,Edge Of The Dream (Emergency Broadcast Album Version),White Heart,"ccm, christian rock, contemporary christian, pop rock, hard rock"
TRAJSML12903CEC6C5,Broken Hearted Side Of New Orleans,Jo-El Sonnier,"bluegrass, zydeco, americana, world music, cajun"
TRAJSNE128F9305CFD,Hot Spot (Terrible Love Mix),Steinski,"hip hop, trip hop, downtempo, future jazz, turnablism"
TRAJSNU128F92F2AC0,If We Loved,Chuck Wicks,"country, male vocalist, country pop, folk, world"
TRAJSOQ128F92C6A6B,Pasa el tiempo,Yahir,"brutal death metal, grindcore, emo, male vocalist, indie rock"
TRAJSPE12903C9F712,Dial Me,Lexi,"broken beat, breakbeat, electro, country, electronic"
TRAJSQA128F4263330,Resistance,Cali,"dance pop, teen pop, frenchcore, chanson, french"
TRAJSQK12903CB1099,Sing Boy Sing,Tommy Sands,"rockabilly, irish folk, rock 'n roll, ballad, celtic"
TRAJSRH128F425DDC7,Irreplaceable (Irreemplazable),Beyoncé,"hip hop, pop, rock, soul, adult contemporary"
TRAJSRM12903CA068C,Shadows,DJ Harry,"trip hop, hard house, hard trance, acid jazz, deep house"
TRAJTAW128F934CEDB,Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),Babbie Mason,"ccm, southern gospel, female vocalist, christian, gospel"
TRAJTCL128F1460CDA,Shoulda Did,Rated R,"breakbeat, dirty south rap, hip hop, electronic, trance"
TRAJTCX128F42990AD,Vena Cava 8,Diamanda Galas,"no wave, experimental rock, instrumental rock, dark wave, experimental"
TRAJTDG128E0792698,Magic,Black Eyed Peas / Terry Dexter,"hip hop, rap, funk, r&b, pop"
TRAJTOI128F9335EEC,Imagination,Beenie Man,"dancehall, reggae, raga, hardcore, jamaica"
TRAJTYX128F145AD24,Between The Worlds,Be Bop Deluxe,"art rock, pop rock, rock, classic rock, glam rock"
TRAJTZG128F931F7DC,A Night at Mahmoud's,Rolfe Kent,"soundtrack, chill-out, smooth jazz, easy listening, jazz"
TRAJUAP128F423CB89,Sprung (Cibola Mix W/ Rap),Nu Flavor,"hard house, freestyle, teen pop, dance pop, pop rap"
TRAJUBO128F42460B4,La Romance De La Pluie,Maurice Chevalier,"chanson, latin jazz, cabaret, ballad, jazz"
TRAJUPC128F427F008,Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED,"ccm, gospel, funk, united states, r&b"
TRAJUPF128F4231A2C,Ya Mama (Palm Springs Demo),P.O.D.,"alternative metal, rap metal, hard rock, reggae, heavy metal"
TRAJUPI128F9324529,Veronica Sawyer (Album),Reel Big Fish,"ska punk, ska, rock, punk, alternative"
TRAJUPY128EF3645D3,Faith,Mystery,"hard house, symphonic rock, gangster rap, industrial rock, progressive rock"
TRAJURP128F93378C1,Chanson De La Patience,Jacques Douai,chanson
TRAJUWA128F92E5B59,Et kütt wie et kütt,Eko Fresh,"pop rap, gangster rap, hip hop, europop, ballad"
TRAJUXT128F932B03C,Searching,Buju Banton,"roots reggae, dancehall, reggae, jamaica, kingston"
TRAJUYV128F93378E6,Le Dormeur du Val,Jacques Douai,chanson
TRAJVBC128F92F76B2,Sapphire,Bill Douglas,"chamber jazz, ballad, downtempo, neoclassical, celtic"
TRAQHAK128F425EDD8,Ring The Alarm,Beyoncé,"hip hop, pop, rock, soul, adult contemporary"
TRAJVMY128F147BF78,Ouachita Run (Album Version),Alvin Youngblood Hart,"blues-rock, country blues, delta blues, blues, chill-out"
TRAJVOJ128F93135D3,Rainbow '65 (part 2) - Live,Gene Chandler,"chicago soul, northern soul, doo-wop, soul, r&b"
TRAJVQV128F424C1ED,The Blood Covers It All (Live),Legacy Five,"country gospel, southern gospel, spiritual, christian, gospel"
TRAJWGG12903CB81AF,Led By the Master's Hand,The Del McCoury Band,"bluegrass, trance, electronica, male vocalist, alternative country"
TRAJWGJ128F42ADC43,Kenourgia Fotia,Christos Dantis,"pop rock, singer-songwriter, male vocalist, greek, eurovision"
TRAJWRT128F42706DF,Moonlight In Vermont,Walter Jackson; Arranged & conducted by Riley Hampton,"northern soul, chicago soul, ballad, disco, jazz funk"
TRAJWSL12903CE7BA6,Now U Got It,J Bostron & Beretta,"jungle music, ragga jungle, drum and bass, dub, electronica"
TRAJWVB128F4243830,I've never been so Lonely,Mark Ashley,"hard trance, happy hardcore, europop, eurodance, gabba"
TRAJXAY128F4239110,I Love You (LP Version),Cindy Morgan,"ccm, christian rock, singer-songwriter, gospel, adult contemporary"
TRAJXBS12903CDCE2C,Decline Of the Western Civilization,Deathstar,"straight edge, death core, metalcore, black metal, thrash metal"
TRAJXED12903CC548C,Dancing With Myself (BBC In Concert 01/01/81),Generation X,"punk, british punk rock, rockabilly, new wave, power pop"
TRAJXGX12903D077EC,Evening,Vanessa Daou,"chill-out, trip hop, nu jazz, downtempo, jazz"
TRAYBQF128F9344F59,Hey!,Laidback Luke & Diplo,"tech house, progressive house, electro, techno, hard house"
TRAJXKX128F428021C,Midnight,Joe Satriani,"instrumental rock, heavy metal, hard rock, rock, experimental"
TRAJXNB128F4261F43,Brother,Steve Vai,"instrumental rock, heavy metal, hard rock, fusion, rock"
TRAJXNN128E078F945,Civilized Reggae,Burning Spear,"roots reggae, dub, reggae, rock steady, lovers rock"
TRAJXOD12903CFC833,What Is A Woman For? (BBC In Concert),The Edgar Broughton Band,"protopunk, blues-rock, punk blues, art rock, progressive rock"
TRAJXOF128F933407C,Otra Parte De Mi (1997 Digital Remaster),Aleks Syntek,"merengue, cumbia, latin pop, electropop, karaoke"
TRBCVWC128F932F321,Macarena,Los Del Rio,"dance pop, rumba, karaoke, eurodance, club"
TRAJXRE128F425A63C,Cover To Cover,Wes King,"ccm, pop rock, rock, worship music, christian"
TRAJXSF128F42802FE,Kesäilta Saimaalla,Teijo Joutsela and Humppa-Veikot,humppa
TRAJXUS128F9309CEE,What's The Matter With The Mill,Moon Mullican,"western swing, honky tonk, country rock, classic country, rockabilly"
TRAJXYE128F92C9BD7,Let me fly,Jefferson Starship,"hard rock, country rock, folk rock, pop rock, glam rock"
TRAJYHT12903CC8F90,En fet man,Ronny Eriksson,"stand-up comedy, swedish, norrland, progressive"
TRAJYKE128F92E25D7,Now I Got A Woman,John Mayall,"blues-rock, chicago blues, harmonica blues, electric blues, blues"
TRAJYRB128F1491A59,Nothing's The Same,Gary Moore,"blues-rock, hard rock, pop rock, soft rock, blues"
TRAJYTQ12903CDEF60,Stolen Pills,Spiral Stairs,"indie rock, swedish, ballad, california, blues"
TRAJYXI12903CF8185,Outro,Attack Attack,"screamo, punk, hardcore, metalcore, hard rock"
TRAJZBD128F42A2502,Sloppy Love Jingle_ Pt. 3 (Amended Album Version),Gym Class Heroes,"hip hop, indie rock, indie, alternative rap, reggae"
TRAJZCH128F933D2B7,Patricia,Mighty Mighty Bosstones,"ska punk, skacore, ska, massachusetts, grunge"
TRAJZCR12903CC8D33,A Dustland Fairytale,Twinkle Twinkle Little Rock Star,Unknown
TRAJZDD128F425AA57,Through The Eyes Of Faith,The Booth Brothers,"country gospel, spiritual, christian, beautiful, southern gospel"
TRAJZDQ128F4260AC0,Loves Parting,Vivian Khor,"meditation, easy listening, new age, ambient, classical"
TRAJZGG128F423DA86,Still Lost in the Forest,Anne Dudley,"trip hop, downtempo, soundtrack, chill-out, pop rock"
TRAJZII128F9358893,So Many Roads,The Mustangs,"country rock, garage rock, soft rock, oldies, easy listening"
TRAJZIS128F4288E43,We're Almost There,Michael Jackson,"motown, dance pop, funk, vocal, pop"
TRAJZJQ128F423F44F,Blame Canada ( From: South Park ),Marc Shaiman,"soundtrack, classical, easy listening, disco, pop rock"
TRAJZKF12903CDA164,A Different Kind of Love,Paul Simon,"singer-songwriter, rock, adult contemporary, soundtrack, solo"
TRAJZLM128F427CEB7,B-Boy Stance,K-OS,"trip hop, hip hop, rap, indie, canadian"
TRAJZPU128F422C1D2,Unfinished Self-Portrait,Eberhard Weber,"free jazz, chamber jazz, jazz, jazz fusion, contemporary jazz"
TRAJZRG128F930662C,Lifeboat Serenade,Jimmy Herring,"jazz fusion, jazz, progressive rock, contemporary jazz, rock"
TRAJZVL128F9342662,Christmas Time,The Continentals,"samba, bossa nova, easy listening, blues-rock, german pop"
TRBBZQM128F931A529,Song Sung Blue,Neil Diamond,"soft rock, pop rock, rock, pop, adult contemporary"
TRAJZXZ128F4285158,Cúnla/The Friar's Breeches,The Chieftains;Colin James,"irish folk, celtic, celtic fusion, folk rock, bluegrass"
TRAJZYI128F424B412,Party Time,45 Grave,"deathrock, horror punk, death metal, hard trance, tech house"
TRAJZZC128F424A4D0,Mean And Evil Blues,Joe Turner_ Joe Houston_ L. C. Williams,"jump blues, chicago blues, blues, smooth jazz, piano blues"
TRAKABH128F14A0747,I Feel So Good,J.B. Lenoir,"chicago blues, blues, country blues, electric blues, r&b"
TRAKABJ12903CA14CE,I Need You,Screaming Jay Hawkins,"rock 'n roll, r&b, blues-rock, delta blues, shock rock"
TRAKAEL128F4280E3A,Navy hymn,The Sun Harbor's Chorus-Documentary Recordings,"patriotic, up beat, classic, beautiful, united states"
TRAKAFU12903CB4234,We Do It For the Money_ OBVIOUSLY! (Demo),Set Your Goals,"pop punk, hardcore punk, rock, punk, melodic hardcore"
TRAKAGL128F148B3B7,Gettin' Better,Tesla,"hard rock, heavy metal, blues-rock, classic rock, garage rock"
TRAKAJM128F429BEED,You Don't Know Me,Charlie Rich,"rockabilly, blue-eyed soul, country gospel, rock 'n roll, classic country"
TRAKANW12903CF8A20,Warm Spring Night,Claw Hammer,"alternative rock, garage rock, rock, punk, hard rock"
TRAKARY128F427253E,The Hero Dies in This One,The Ataris,"pop punk, emo, rock, punk, alternative rock"
TRAKAVM128F92F34F2,Newborn Blessing (World),Sharon Burch,"folk rock, world music, singer-songwriter, female vocalist, world"
TRAKBAS128F427F12A,Below The Stars,The Field Mice,"twee pop, indie rock, rock, indie pop, british pop"
TRAKBCV128F4232BB1,Dab_dab_doo-Party In The Jungle,Taboo,"new beat, eurodance, jam band, europop, electroclash"
TRAKBGA128F426008F,Plexis,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,"hard bop, free jazz, bebop, jazz, california"
