msd_track_id,msd_artist,msd_title,deezer_artist,deezer_title,filename,genre,key,mode,loudness,tempo,key_confidence,mode_confidence,has_audio
TRAIUKU128F4283C82,David Lynch,Unicorn,David Lynch,Unicorn,David Lynch - Unicorn.mp3,"jazz fusion, blues, electric blues, dark ambient, instrumental rock",3,1,-13.61,131.292,0.164,0.496,True
TRAIUTE128F92F96F3,Dark Party,Active,Dark Party,Active,Dark Party - Active.mp3,"parody, tribal house, downtempo, rock, electronic",1,0,-3.542,175.948,0.582,0.384,True
TRAIVEH128E078526A,Marvin Sapp,Whosoever Will (LP Version),,,,"gospel, male vocalist, r&b, christian, urban",7,1,-14.668,89.726,0.309,0.208,False
TRAIVCI12903CBDE21,Alex,Love Selecta (feat Iffectz & Marwa),,,,"new beat, chill-out, suomi rock, hip hop, tech house",1,1,-6.023,127.979,0.838,0.548,False
TRAIVFK128F932C825,Eluveitie,A Girls Oath,Eluveitie,A Girls Oath,Eluveitie - A Girls Oath.mp3,"death metal, hard rock, metal, rock, folk metal",0,0,-14.481,111.127,0.651,0.529,True
TRAIUVF12903CE3456,Janice Vidal,Li Jia Chu Zou,,,,"cantonese pop, chinese music, female vocalist, pop, chinese",9,1,-9.77,136.887,0.601,0.661,False
TRAIUVT12903CD76F3,Albin Myers,Times Like These,Albin Myers,Times Like These (EDX's Indian Summer Remix),Albin Myers - Times Like These (EDX's Indian Summer Remix).mp3,"progressive house, electro, electronica, dutch, progressive",7,1,-8.648,127.923,0.733,0.652,True
TRAIUYK128F9328FCA,Kanda Bongo Man,Djessy,Kanda Bongo Man,Djessy,Kanda Bongo Man - Djessy.mp3,"soukous, congo, afrobeat, vallenato, charanga",0,1,-12.831,132.27,0.698,0.439,True
TRAIUWA128F92FE8AA,Hot Live Guys,I'm A Killer,Hot Live Guys,I'm A Killer,Hot Live Guys - I'm A Killer.mp3,"grunge, garage rock, rock, canada, sxsw 2007",7,1,-3.846,123.087,0.463,0.61,True
TRAIUYZ128F425BD2F,Múm,Nightly Cares,Mum,Nightly Cares,Mum - Nightly Cares.mp3,"glitch, electronic, electronica, rock, soundtrack",1,0,-15.775,95.576,0.704,0.858,True
TRAIVMM128F4266056,Keb'Mo',Anybody Seen My Girl,Keb' Mo',Anybody Seen My Girl (Album Version),Keb' Mo' - Anybody Seen My Girl (Album Version).mp3,"blues, piano blues, soul jazz, blues-rock, delta blues",7,1,-15.608,79.151,0.677,0.65,True
TRAIVRW128F930F6DD,Rickie Lee Jones,Just My Baby,Rickie Lee Jones,Just My Baby,Rickie Lee Jones - Just My Baby.mp3,"folk rock, soft rock, trip hop, pop rock, singer-songwriter",10,1,-9.785,147.736,0.615,0.626,True
TRAIVNL128F422CFE2,Buzzcocks,Get On Our Own,Buzzcocks,Get On Our Own,Buzzcocks - Get On Our Own.mp3,"new wave, punk, rock, pop, british",9,1,-11.058,181.421,0.9,0.481,True
TRAIVHI128F145CC6F,Jo Privat,Rossignol Montmartrois (Polka),Jo Privat,Rossignol Montmartrois (Polka),Jo Privat - Rossignol Montmartrois (Polka).mp3,"gypsy jazz, chanson, jazz, tango, musette",6,0,-7.828,122.093,0.107,0.323,True
TRAIVMN128F147C5B8,Rachael Lampa,I'm All Yours (LP Version),,,,"ccm, christian rock, pop rock, soft rock, religious music",4,1,-2.224,101.905,0.24,0.256,False
TRAIVLC12903CF3A0C,Steel Pulse,Ku Klux Klan,Steel Pulse,Ku Klux Klan,Steel Pulse - Ku Klux Klan.mp3,"roots reggae, reggae, england, dancehall, lovers rock",6,1,-6.092,153.052,0.727,0.579,True
TRAIVMM12903CFAD62,Bob Marley,Lively Up Yourself,Bob Marley & The Wailers,Lively Up Yourself,Bob Marley & The Wailers - Lively Up Yourself.mp3,"reggae, roots reggae, rock steady, dancehall, dub",2,1,-7.236,127.765,0.519,0.575,True
TRAIVRV128F426D8A9,David Zinman;Pittsburgh Symphony Orchestra,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,,,,"easy listening, classical, ambient, sweden, opera",0,0,-25.895,170.899,0.426,0.483,False
TRAIWMU128E0783D7D,Alexis HK,Juste Une Fois,Alexis HK,Juste une fois,Alexis HK - Juste une fois.mp3,"chanson, musette, easy listening, pop rock, folk rock",4,1,-15.615,96.082,0.043,0.416,True
TRAIWLU128F427DAB8,Jerry Goldsmith,The Keys,Jerry Goldsmith,The Keys,Jerry Goldsmith - The Keys.mp3,"soundtrack, easy listening, orchestra, chill-out, pop rock",5,0,-28.19,130.908,0.342,0.097,True
TRAIWAY128F42557B8,Mystic Rhythms Band,Firedance,Mystic Rhythms Band,Firedance,Mystic Rhythms Band - Firedance.mp3,"chant, meditation, downtempo, deep house, trip hop",8,1,-8.913,140.834,0.595,0.536,True
TRAIWKK128F92FA8A9,Rodney O_ Joe Cooley,Let's Have Some Fun,Rodney O,Let's Have Some Fun,Rodney O - Let's Have Some Fun.mp3,"miami bass, old school hip hop, hip hop, rap, electro",6,1,-11.255,99.612,0.006,0.227,True
TRAIVWA128F93506E8,Sofia Karlsson,I denna ljuva sommartid,Sofia Karlsson,I denna ljuva sommartid,Sofia Karlsson - I denna ljuva sommartid.mp3,"chanson, female vocalist, singer-songwriter, contemporary folk, scandinavian folk",0,1,-14.863,101.897,0.954,0.845,True
TRAIVZI128F42642DE,Backstreet Boys,Shape Of My Heart,Backstreet Boys,Shape of My Heart,Backstreet Boys - Shape of My Heart.mp3,"teen pop, pop, rock, adult contemporary, ballad",11,0,-5.47,86.693,0.505,0.518,True
TRAIWBW128F92F3DE0,Epitaph,Hopelessly,Epitaph,Hopelessly,Epitaph - Hopelessly.mp3,"kraut rock, heavy metal, hard rock, art rock, thrash metal",7,1,-11.017,144.84,0.332,0.518,True
TRAIVVQ128F146AB17,Cece Winans,Because Of You,CeCe Winans,Because Of You,CeCe Winans - Because Of You.mp3,"ccm, r&b, urban, gospel, contemporary christian",0,1,-9.915,113.636,0.528,0.538,True
TRAIWNA128F145E2CD,Robert Palmer,Love Can Run Faster,Robert Palmer,Love Can Run Faster,Robert Palmer - Love Can Run Faster.mp3,"blue-eyed soul, rock, pop, soul, england",11,0,-17.664,119.389,0.417,0.577,True
TRAIWNK128F429245D,Sigmatropic,The Blue Side of The Sun,Sigmatropic featuring Robert Fisher,The Blue Side of The Sun,Sigmatropic featuring Robert Fisher - The Blue Side of The Sun.mp3,"post rock, glitch, downtempo, electro, alternative rock",1,1,-8.511,128.006,0.438,0.37,True
TRAIWZZ128F9306AFF,Korn,Proud,Proudhon,Raijin (feat. Ben),Proudhon - Raijin (feat. Ben).mp3,"rap metal, alternative metal, heavy metal, rock, metal",2,1,-4.347,80.375,0.0,0.106,True
TRAIWXX128F1461FE9,Milk Inc.,Livin' A Lie (Video Mix),,,,"dance pop, progressive trance, progressive house, techno, euro-trance",7,0,-6.62,141.008,0.779,0.647,False
TRAIWMZ128F428B6D8,Steve Erquiaga,Prelude In C Minor From The Well Tempered-Clavier,Steve Erquiaga,Prelude In C Minor From The Well Tempered-Clavier,Steve Erquiaga - Prelude In C Minor From The Well Tempered-Clavier.mp3,"smooth jazz, folk rock, downtempo, classical, folk",4,0,-23.966,116.949,0.663,0.625,True
TRAIXEO128F424AD97,Mario Piu',Communication (More Mix),Mario Piu,Communication (More Mix),Mario Piu - Communication (More Mix).mp3,"hard house, hard trance, progressive trance, trance, techno",7,0,-9.3,133.015,0.774,0.518,True
TRAIWSR128F42222BC,Soul Ballet,da da Diamonds,Soul Ballet,da da Diamonds,Soul Ballet - da da Diamonds.mp3,"smooth jazz, chill-out, beat, jazz, downtempo",9,0,-6.769,106.01,0.573,0.382,True
TRAIWQJ128F4287A6F,Neon Blonde,New Detroit,Neon Blonde,New Detroit,Neon Blonde - New Detroit.mp3,"pop rock, dance-punk, noise rock, experimental rock, post-hardcore",7,1,-5.059,139.562,0.891,0.73,True
TRAIXZC128F424C148,The Perrys,By Faith I Can Touch Him Now,The Worship Crew,By Faith I Can Touch Him Now,The Worship Crew - By Faith I Can Touch Him Now.mp3,"christian music, hymns, southern gospel, spiritual, hip hop",7,1,-8.962,45.709,0.934,0.812,True
TRAIXNZ128F934D8A9,Ruffneck,C'Est Moi L'BO$$,Ruffneck,C'est moi l'BO$$,Ruffneck - C'est moi l'BO$$.mp3,"deep house, progressive house, happy hardcore, gabba, hard house",7,1,-5.411,134.245,0.529,0.607,True
TRAIXHM128F9302149,Bob Crosby,Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago),,,,"chanson, doo-wop, soul jazz, ragtime, smooth jazz",0,0,-14.946,100.317,0.513,0.574,False
TRAIXTR128F9352D40,Sofia Karlsson,Blåsut,Sofia Karlsson,Blåsut,Sofia Karlsson - Blåsut.mp3,"chanson, female vocalist, singer-songwriter, contemporary folk, scandinavian folk",6,1,-10.062,205.16,0.341,0.367,True
TRAIXFB128F423C5A8,Joy Division,Passover,Joy Division,Passover (2020 Digital Master),Joy Division - Passover (2020 Digital Master).mp3,"alternative, indie, gothic rock, guitar, soundtrack",10,1,-9.663,135.066,0.063,0.453,True
TRAIXJZ12903CEDB1D,The Frantic,Rock & Roll Renegade,R3HAB,Rock My Body,R3HAB - Rock My Body.mp3,"hard house, pop rock, psychedelic rock, nu metal, trance",9,1,-5.22,112.09,0.635,0.488,True
TRAIXQL128F1467D66,Devo,Soo Bawlz,Devo,Timing Excercise/Soo Bawls (Live),Devo - Timing Excercise_Soo Bawls (Live).mp3,"rock, new wave, dance rock, soundtrack, alternative rock",9,1,-11.714,155.26,0.805,0.524,True
TRAIXZQ128F423098F,Shirley Caesar,Wait On The Lord  (LP Version),,,,"symphony, gospel, disco, soft rock, deep house",8,1,-12.411,154.483,0.71,0.583,False
TRAIYWQ128F426BC5C,Angelo Badalamenti,Dinner Party Pool Music,,,,"chill-out, soundtrack, symphony, neoclassical, dark ambient",1,0,-23.476,90.336,0.267,0.348,False
TRAIYFL128F427D658,Tin Hat Trio,Width Of The World,Tin Hat Trio,Width Of The World,Tin Hat Trio - Width Of The World.mp3,"chamber jazz, cabaret, chamber music, jazz, bluegrass",7,1,-12.957,144.012,0.895,0.778,True
TRAIYIW12903CCF8CB,DJ Nasty,Houston Anthem,DJ Nasty,Houston Anthem,DJ Nasty - Houston Anthem.mp3,"bass music, electro, techno, hip hop, italian disco",1,0,-3.586,145.008,0.382,0.489,True
TRAIYAV12903CE8475,Dolce; Orange Factory,Fire (Orange Factory Dub),Dolce,Fire (Orange Factory Dub),Dolce - Fire (Orange Factory Dub).mp3,"folk-pop, folk, female vocalist, rock, acoustic",10,0,-6.497,202.052,0.104,0.484,True
TRAIYDL128E0791583,Rihanna,Music Of The Sun,Rihanna,Music Of The Sun (Album Version),Rihanna - Music Of The Sun (Album Version).mp3,"dance pop, dancehall, hip hop, ballad, pop rock",0,1,-8.298,85.976,0.647,0.547,True
TRAIYWX128F9324B1F,Venice,More Than One Love,Venice,More Than One Love (Bonus Version),Venice - More Than One Love (Bonus Version).mp3,"folk-pop, italian disco, europop, j pop, disco",4,0,-9.236,136.861,0.67,0.371,True
TRAIYWE128F4251FE0,Bill & Gloria Gaither,Til The Storm Passes By,Bill & Gloria Gaither,Til The Storm Passes By,Bill & Gloria Gaither - Til The Storm Passes By.mp3,"country gospel, southern gospel, hymns, gospel, christian",10,1,-17.452,75.06,0.727,0.688,True
TRAIYAT128F931FEA5,The Jets,Curiosity,The Jets,Curiosity,The Jets - Curiosity.mp3,"freestyle, teen pop, disco, ballad, pop rap",10,0,-9.923,122.954,0.12,0.537,True
TRAIZHM128F427C74D,Dakis,Sentimento (Asteri_ Asteraki),,,,greek,1,1,-8.918,111.946,0.554,0.501,False
TRAIYYA128F92E5A59,Tommy Torres,Pegadito,Tommy Torres,Pegadito,Tommy Torres - Pegadito.mp3,"reggaeton, male vocalist, latin, hard rock, latin pop",9,1,-7.492,165.977,0.407,0.535,True
TRAIZLC12903CE6A57,Debbie Davies,Backseat Driver,Debbie Davies,Backseat Driver,Debbie Davies - Backseat Driver.mp3,"blues-rock, electric blues, latin jazz, california, blues",9,1,-5.981,125.05,0.045,0.388,True
TRAIZKU128F930EDBF,Emotion Code,Mesmerise The Future Part 1,,,,"trance, techno, ambient, house, psychedelic",5,1,-17.825,120.066,0.15,0.146,False
TRAIYZW128F9330F7D,Kanye West,Street Lights,Kanye West,Street Lights,Kanye West - Street Lights.mp3,"hip hop, rap, soul, east coast rap, alternative rap",1,1,-9.644,125.593,0.58,0.567,True
TRAIZDD128F425BA68,Smash Palace,Death of Me,smash palace,Death of Me,smash palace - Death of Me.mp3,"power pop, indie pop, 80s, rock, americana",0,1,-6.672,118.959,0.0,0.0,True
TRAIZIR128F934B3A4,Dave Brockie Experience,Slips Of Paper,Dave Brockie Experience,Slips Of Paper,Dave Brockie Experience - Slips Of Paper.mp3,"shock rock, hard rock, punk, united states, rock",1,1,-6.293,138.156,0.491,0.357,True
TRAIZHG128F934FE42,Natural Elements,More Than Vocals (MTV),,,,"hip hop, hardcore hip hop, rap, underground hip hop, united states",1,1,-12.69,107.927,0.0,0.0,False
TRAIZWI128F4247EFD,Ashton Shepherd,Old Memory,Ashton Shepherd,Old Memory (Album Version),Ashton Shepherd - Old Memory (Album Version).mp3,"country rock, country, female vocalist, folk, world",3,1,-6.857,45.508,0.562,0.64,True
TRAIZUC12903CBBEAC,Der Plan,Engel,Udo Jürgens,Engel der Melancholie,Udo Jürgens - Engel der Melancholie.mp3,"experimental rock, german pop, electro, electronic, soundtrack",11,1,-15.429,30.048,0.234,0.36,True
TRAJABU128F4239037,I Wayne,Grow Proper,I Wayne,Grow Proper,I Wayne - Grow Proper.mp3,"roots reggae, dancehall, reggae, lovers rock, afrobeat",6,1,-5.587,67.606,0.508,0.522,True
TRAIZWG128F428F82E,Sergio Franchi,Oh Little Town Of Bethlehem,Sergio Franchi,Oh Little Town Of Bethlehem,Sergio Franchi - Oh Little Town Of Bethlehem.mp3,"ballad, disco, chanson, easy listening, oldies",10,0,-14.431,78.841,0.252,0.397,True
TRAIZXV128F426FA30,Janet Paschal,The Lord Will Go Before You,Janet Paschal,The Lord Will Go Before You,Janet Paschal - The Lord Will Go Before You.mp3,"southern gospel, ccm, united states, spiritual, inspirational",6,0,-10.204,180.121,0.313,0.412,True
TRAIZRI128F1466316,Bow Wow Wow,Sex,Bow Wow Wow,Sexy Eiffel Towers,Bow Wow Wow - Sexy Eiffel Towers.mp3,"dance rock, new wave, europop, british pop, dance pop",4,1,-12.324,137.398,0.2,0.322,True
TRAJAAV128F92DCF5F,Lonnie Brooks,Mama Talk To Your Daughter (take 2),Lonnie Brooks,Mama Talk to Your Daughter (Take 2),Lonnie Brooks - Mama Talk to Your Daughter (Take 2).mp3,"blues-rock, chicago blues, r&b, electric blues, los angeles",0,1,-9.392,138.386,0.22,0.252,True
TRAIZQI128F42A51F9,Matisyahu,Refuge,Matisyahu,"Refuge (Live at Stubb's, Austin, TX - February 2005)","Matisyahu - Refuge (Live at Stubb's, Austin, TX - February 2005).mp3","reggae, hip hop, alternative rock, rock, dancehall",4,0,-8.702,72.884,0.313,0.393,True
TRAJAGW128EF3664E1,Jazzy B,Soorma,Jazzy B,Soorma,Jazzy B - Soorma.mp3,"bhangra, desi, world music, hip hop, world",4,1,-7.172,156.066,0.415,0.34,True
TRAJATA128F4266FC5,Charlie Peacock,Night Won't Last Forever_ The (Kingdom Come Album Version),,,,"ccm, christian rock, soft rock, bluegrass, singer-songwriter",0,0,-9.64,153.968,0.919,0.884,False
TRAJASJ128F1492899,Young-Holt Unlimited,We've Only Just Begun (LP Version),,,,"soul jazz, jazz funk, instrumental rock, chicago soul, jazz",2,1,-10.095,156.298,0.368,0.431,False
TRAJAHW128F429691D,Les Ogres De Barback,Flamme & co,Juliette Armanet,Flamme,Juliette Armanet - Flamme.mp3,"chanson, gypsy jazz, chill-out, musette, ska",2,0,-10.899,131.509,0.273,0.444,True
TRAJARM128F426379B,Janitor Joe,Boyfriend,Janitor Joe,Boyfriend,Janitor Joe - Boyfriend.mp3,"math rock, noise rock, alternative rock, post-hardcore, grunge",7,1,-12.114,160.979,0.066,0.403,True
TRAJAPH128F4271357,Coffinberry,Welcome To Hell,Coffinberry,Welcome To Hell,Coffinberry - Welcome To Hell.mp3,"heartland rock, rock, indie rock, punk pop, lo-fi",4,0,-10.427,152.628,0.0,0.067,True
TRAJATQ128F92F6DC2,Brent Lamb,All The Difference In The World,Brent Lamb,All The Difference In The World,Brent Lamb - All The Difference In The World.mp3,"country gospel, ccm, country, aor, adult contemporary",7,1,-10.753,110.0,0.887,0.773,True
TRAJADN128EF3453AE,Roy Rogers,My Chickasay Girl,Roy Rogers,My Chickasay Girl,Roy Rogers - My Chickasay Girl.mp3,"western swing, country gospel, blues-rock, disco, classic country",9,0,-15.913,101.195,0.535,0.458,True
TRAJAYH128F427ADE6,Vodka Collins,See You Comin',Vodka Collins,See You Comin',Vodka Collins - See You Comin'.mp3,"glam rock, blues-rock, pop rock, power pop, rock",5,1,-5.654,143.095,0.435,0.636,True
TRAJAXB128F92C65CD,Rokia Traoré,Koronoko,Rokia Traoré,Koronoko,Rokia Traoré - Koronoko.mp3,"afrobeat, world beat, future jazz, jazz, world music",7,1,-9.784,109.804,0.384,0.533,True
TRAJBIZ128F4252408,Erik Berglund,Angel Of Heaven's Gate,Erik Berglund,Angel of Heaven's Gate,Erik Berglund - Angel of Heaven's Gate.mp3,"folk-pop, meditation, pop, piano, new age",10,0,-23.876,64.901,0.124,0.709,True
TRAJBGL128F145C7A8,Tom Cochrane,Washed Away,Tom Cochrane,Washed Away,Tom Cochrane - Washed Away.mp3,"heartland rock, pop rock, roots rock, country rock, soft rock",5,1,-11.415,88.072,0.85,0.536,True
TRAJAVF12903CD4825,George Lopez,Memmer?... U Memmer!,George Lopez,Memmer?... U Memmer!,George Lopez - Memmer_... U Memmer!.mp3,"california, stand-up comedy, comedy, funny, spoken word",3,1,-16.169,126.792,0.041,0.111,True
TRAJAZP128F4290FF9,Mastodon,Megalodon,Mastodon,Megalodon,Mastodon - Megalodon.mp3,"alternative metal, power metal, post-hardcore, progressive metal, heavy metal",2,1,-7.628,145.997,0.507,0.429,True
TRAJAZS12903CE7594,Joe Rogan,Telepathy/Ted Haggard Got Cured of the Gay,Joe Rogan,Telepathy/Ted Haggard Got Cured of the Gay,Joe Rogan - Telepathy_Ted Haggard Got Cured of the Gay.mp3,"comedy, rock, stand-up comedy, funny, united states",1,1,-5.475,134.112,0.521,0.517,True
TRAJAZY12903CDD671,Brenda Boykin,Be My Lover,Brenda Boykin,Be My Lover,Brenda Boykin - Be My Lover.mp3,"nu jazz, jazz funk, acid jazz, jazz fusion, jazz",1,1,-10.235,86.684,0.621,0.588,True
TRAJBSL128F428A021,Jim Reeves,I Guess I'm Crazy,Jim Reeves,I Guess I'm Crazy,Jim Reeves - I Guess I'm Crazy.mp3,"country gospel, country pop, classic country, traditional country, nashville sound",4,1,-12.653,91.318,0.722,0.749,True
TRAJBLX128F4253677,James Newton Howard,Voices,James Newton Howard,Voices,James Newton Howard - Voices.mp3,"instrumental pop, soundtrack, folk rock, downtempo, chill-out",2,1,-28.506,88.662,0.241,0.432,True
TRAJBRT128F9303318,Toots Thielemans,Sophisticated Lady,Toots Thielemans,Sophisticated Lady,Toots Thielemans - Sophisticated Lady.mp3,"latin jazz, brazilian jazz, smooth jazz, bebop, jazz",5,0,-16.252,68.326,0.061,0.307,True
TRAJBOD128F9303DCD,Faith Yang,Song 2,Faith Yang,Song 2,Faith Yang - Song 2.mp3,"singer-songwriter, female vocalist, indie pop, rock, pop",10,0,-6.223,136.984,0.452,0.364,True
TRAJBTZ12903CB818C,The Del McCoury Band,Asheville Turnaround,The Del McCoury Band,Asheville Turnaround,The Del McCoury Band - Asheville Turnaround.mp3,"bluegrass, trance, electronica, male vocalist, alternative country",0,0,-9.059,177.945,0.296,0.124,True
TRAJBQO128F421FFE8,Roger Reynolds,Binaural Presentation - Focus On A Beam Emptied Of Thinking_ Outward...,Roger Reynolds,"Binaural Presentation - Focus On A Beam Emptied Of Thinking, Outward...","Roger Reynolds - Binaural Presentation - Focus On A Beam Emptied Of Thinking, Outward....mp3","serialism, electronic, united states, classical, experimental",7,1,-30.14,60.013,0.346,0.331,True
TRAJBJG128F14A1EA1,Red Hot Chili Peppers,American Ghost Dance (2003 Digital Remastered),,,,"rap rock, funk metal, funk rock, heavy metal, funk",0,0,-4.818,111.541,0.213,0.186,False
TRAJBSF12903CE2759,SOJA,Watch Them,SOJA,Watch Them,SOJA - Watch Them.mp3,"roots reggae, dub, reggae, political, rasta",7,1,-9.32,124.771,0.278,0.228,True
TRAJBUP128F146B4CA,Jeff And Sheri Easter,Morning's Coming,Jeff & Sheri Easter,Morning's Coming,Jeff & Sheri Easter - Morning's Coming.mp3,"southern gospel, bluegrass, gospel, ballad, california",1,0,-6.604,110.209,0.31,0.545,True
TRAJBZE128F932DA53,Sonic Subjunkies,Backlash,Sonic Subjunkies,Backlash (Live),Sonic Subjunkies - Backlash (Live).mp3,"jungle music, breakcore, gabba, breakbeat, happy hardcore",9,1,-11.121,96.972,0.591,0.441,True
TRAJBUD128F9357AEB,Ketty DB,Spacer,Ketty Db,Spacer (Club Version),Ketty Db - Spacer (Club Version).mp3,eurodance,9,0,-13.657,129.974,0.168,0.34,True
TRAJCHY128EF349619,Sir Douglas Quintet,She's About A Mover,Sir Douglas Quintet,She's About a Mover,Sir Douglas Quintet - She's About a Mover.mp3,"blues-rock, tex mex, country rock, roots rock, southern rock",4,1,-11.08,85.2,0.818,0.706,True
TRAJCDQ128F92C2B40,Ray Conniff,Popsy,,,,"instrumental pop, orchestra, karaoke, close harmony, mariachi",2,0,-9.568,82.752,0.504,0.528,False
TRAJCIR128F146ABA7,Michelle Tumes,Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version),,,,"ccm, art rock, pop rock, easy listening, alternative rock",0,0,-9.113,107.932,0.646,0.573,False
TRAJCBF128F931B8BF,Gov't Mule,Broke Down On The Brazos (Album),,,,"jam band, blues-rock, southern rock, blues, hard rock",5,0,-5.856,196.141,0.138,0.267,False
TRAJBUB128F9361E0B,Les Hou-Lops,Pour toute la vie,Les Hou-Lops,Pour Toute La Vie,Les Hou-Lops - Pour Toute La Vie.mp3,"freakbeat, psychedelic rock, los angeles, chanson, game",5,0,-6.779,102.77,0.0,0.135,True
TRAJCVA128F426C51D,Defect & Quixotic,WristStraining Order,Defect & Quixotic,Wriststraining Order,Defect & Quixotic - Wriststraining Order.mp3,"turnablism, drum and bass",9,0,-5.136,102.008,0.0,0.095,True
TRAJCJT128F4269E0C,Major Lance,Come See,Major Lance,Come See,Major Lance - Come See.mp3,"neo soul, northern soul, disco, chicago soul, blues-rock",6,1,-9.379,119.712,0.781,0.595,True
TRAJDAK128F932DAA0,She Satellites,No-Satellites,Satellite Jockey,She Came Out of Nowhere,Satellite Jockey - She Came Out of Nowhere.mp3,"future jazz, digital hardcore, downtempo, breakbeat, breakcore",8,1,-7.798,185.76,0.0,0.1,True
TRAJCVY128F425EE35,Mario Rosenstock,Radio Roy II,,,,"irish, comedy, funny, parody, stand-up comedy",7,1,-7.018,84.769,0.244,0.431,False
TRAJCZE128E0785987,Static-X,Love Dump (Demo Version),Static-X,Love Dump (Demo Version),Static-X - Love Dump (Demo Version).mp3,"industrial metal, nu metal, rock, industrial, metal",1,1,-5.051,129.97,0.639,0.592,True
TRAJCLY128F930F893,Bad Azz,Ghetto,Bad Azz,Ghetto,Bad Azz - Ghetto.mp3,"gangster rap, hip hop, g funk, hardcore rap, rap",1,1,-7.532,121.871,0.278,0.402,True
TRAJCYW128F92EEC32,Rockin' Dopsie_ Jr.,Down at the Mardi Gras,"Rockin' Dopsie, Jr.",Down at the Mardi Gras,"Rockin' Dopsie, Jr. - Down at the Mardi Gras.mp3","zydeco, funk, beat, brass band, los angeles",7,1,-8.265,104.448,0.692,0.454,True
TRAJCOV128F92FDF3F,Kitty Wells,This White Circle,Kitty Wells,This White Circle On My Finger (Rerecorded),Kitty Wells - This White Circle On My Finger (Rerecorded).mp3,"honky tonk, country rock, classic country, southern rock, ballad",6,1,-17.877,105.732,0.546,0.57,True
TRAJDRG128F4217923,Bukka White,Single Man Blues,Bukka White,Single Man Blues,Bukka White - Single Man Blues.mp3,"delta blues, country blues, blues, blues-rock, ragtime",11,1,-14.419,87.557,0.064,0.815,True
TRAJDHN128F92C2EEF,Michael Jackson,Dirty Diana,Michael Jackson,Dirty Diana (2012 Remaster),Michael Jackson - Dirty Diana (2012 Remaster).mp3,"motown, dance pop, funk, vocal, pop",5,1,-4.843,131.319,0.345,0.174,True
TRAJDGB128F42882AC,OutKast,Call Of Da Wild,OutKast,Call of da Wild (feat. Goodie Mob),OutKast - Call of da Wild (feat. Goodie Mob).mp3,"dirty south rap, funk, hip hop, rap, southern rap",8,0,-6.788,177.662,0.444,0.483,True
TRAJDTK128F429FFDF,Jim Reeves,I'd Like To Be,Jim Reeves,I'd Like To Be,Jim Reeves - I'd Like To Be.mp3,"country gospel, country pop, classic country, traditional country, nashville sound",11,1,-12.744,151.73,0.712,0.705,True
TRAJDVT128F4252F37,Wet Wet Wet,Weightless (Demo),City and Colour,Weightless (Demo),City and Colour - Weightless (Demo).mp3,"blue-eyed soul, pop rock, soft rock, madchester, ballad",10,0,-8.209,105.95,0.763,0.724,True
TRAJDSQ128F14AEABD,AFS,Mother's Day Part 1,,,,"hardcore punk, british punk rock, metal punk, alternative, punk",0,1,-13.308,120.984,0.465,0.456,False
TRAJDCS128F92F9236,Smart Alex,Chinz Ninja (Rui Da Silva mix),,,,"progressive house, tech house, hard house, tribal house, progressive trance",1,1,-10.591,0.0,0.433,0.586,False
TRAJDCP128F933B55B,Saman,Roorasty,Saman,Roorasty,Saman - Roorasty.mp3,"folk metal, power metal, heavy metal, dance, finish",7,1,-7.807,141.205,0.27,0.388,True
TRAJESP12903CBC0B0,Dino,Wonderful Peace,Don Moen,Wonderful Peace,Don Moen - Wonderful Peace.mp3,"ccm, dance pop, kizomba, freestyle, smooth jazz",8,1,-22.504,134.279,0.495,0.696,True
TRAJEIK128F92F19EA,Dave Valentin,San Juan,Dave Valentin,San Juan,Dave Valentin - San Juan.mp3,"latin jazz, jazz funk, disco, jazz, acid jazz",0,1,-10.325,125.294,0.674,0.722,True
TRAJEOD12903CC065D,Claire Elzière,Au mariage des Levon-Lecu (Live),Claire Elzière,Au mariage des Levon-Lecu (Live),Claire Elzière - Au mariage des Levon-Lecu (Live).mp3,"indie, french pop",5,1,-11.339,90.073,0.798,0.661,True
TRAJEBQ128F146E00E,Tsar,Conqueror Worm,Margarita Witch Cult,Conqueror Worm,Margarita Witch Cult - Conqueror Worm.mp3,"freestyle, hip house, techno, power pop, rock 'n roll",9,1,-2.588,150.23,0.607,0.59,True
TRAJENI128F425B7F4,Casual,Classic Material,,,,"hip hop, underground rap, g funk, alternative rap, gothic rock",2,1,-5.022,92.571,0.475,0.474,False
TRAJENI128F9300B02,Jimmy Burns,Groovin' With Jimmy,Jimmy Burns,Groovin' With Jimmy,Jimmy Burns - Groovin' With Jimmy.mp3,"soul blues, electric blues, chicago blues, delta blues, blues-rock",0,1,-7.461,138.755,0.605,0.609,True
TRAJEEW128F4280555,Elliot Goldenthal,Arrows Of The Gods,Elliot Goldenthal,Arrows Of The Gods (Instrumental),Elliot Goldenthal - Arrows Of The Gods (Instrumental).mp3,"instrumental rock, flamenco, tango, soundtrack, neoclassical",0,1,-12.671,177.465,0.0,0.0,True
