filename,artist,title,matched,match_type,match_score,msd_track_id,msd_artist,msd_title
Marisela - Loca (a_k_a Crazy) (Version Banda).mp3,Marisela,Loca (a/k/a Crazy) (Version Banda),True,exact,100.0,TRAGYKT128F92F5D8A,Marisela,Loca (a/k/a Crazy) (Version Banda)
Autonomous Bass Heads - Beat Conductor.mp3,Autonomous Bass Heads,Beat Conductor,True,exact,100.0,TRAGYXF12903CC55B2,Autonomous Bass Heads,Beat Conductor
Shakira - Waka Waka (This Time for Africa) (feat. Freshlyground).mp3,Shakira,Waka Waka (This Time for Africa) (feat. Freshlyground),False,,0.0,,,
Bill & Gloria Gaither - Jesus Hold My Hand (The Best of Homecoming Volume 1 Version).mp3,Bill & Gloria Gaither,Jesus Hold My Hand (The Best of Homecoming Volume 1 Version),True,exact,100.0,TRAHBKC128F426E014,Bill & Gloria Gaither,Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version)
Bounty Killer - Gun Thirsty.mp3,Bounty Killer,Gun Thirsty,True,exact,100.0,TRAHBEF128F42416F7,Bounty Killer,Gun Thirsty
Johnny Osbourne - Come Along.mp3,Johnny Osbourne,Come Along,True,exact,100.0,TRAGZIJ12903CE27E4,Johnny Osbourne,Come ALong
Alice In Chains - I Know Somethin (Bout You).mp3,Alice In Chains,I Know Somethin (Bout You),True,exact,100.0,TRAHBXB128F42797AE,Alice In Chains,I Know Somethin (Bout You)
Asleep At The Wheel - Let Me Go Home Whiskey.mp3,Asleep At The Wheel,Let Me Go Home Whiskey,True,exact,100.0,TRAHCRI128F4255C6E,Asleep At The Wheel,Let Me Go Home Whiskey
Camp Lo - Uptown.mp3,Camp Lo,Uptown,True,exact,100.0,TRAHBNZ128F92FC2A7,Camp Lo,Uptown
ÖZgüN - Hold On To Me.mp3,ÖZgüN,Hold On To Me,False,,0.0,,,
Blackalicious - Ego Trip by Nikki Giovanni.mp3,Blackalicious,Ego Trip by Nikki Giovanni,True,exact,100.0,TRAHBQT128F4213403,Blackalicious,Ego Trip by Nikki Giovanni
Patrick James - I Remember.mp3,Patrick James,I Remember,True,fuzzy_combined,89.36170212765957,TRAHCQZ12903CFF0B9,Patrick Lamb,I Remember
The Shirelles - Dedicated to the One I Love.mp3,The Shirelles,Dedicated to the One I Love,True,exact,100.0,TRAHBWE128F9349247,The Shirelles,Dedicated To The One I Love
John Mayer - Your Body Is a Wonderland.mp3,John Mayer,Your Body Is a Wonderland,False,,0.0,,,
Flor Silvestre - Gaviota Traidora.mp3,Flor Silvestre,Gaviota Traidora,True,exact,100.0,TRAHCNT128EF360EFD,Flor Silvestre,Gaviota Traidora
Amoral - The Last Round.mp3,Amoral,The Last Round,True,exact,100.0,TRAHCTH128F9330B4A,Amoral,The Last Round
M.I.K.E. - Hollow Dream.mp3,M.I.K.E.,Hollow Dream,True,exact,100.0,TRAHBGV128F92F0790,M.I.K.E.,Hollow Dream
Gwen Stefani - The Sweet Escape.mp3,Gwen Stefani,The Sweet Escape,False,,0.0,,,
Markus Schulz - Only the Dark Knows.mp3,Markus Schulz,Only the Dark Knows,False,,0.0,,,
Gipsy Kings - Somos Gitanos.mp3,Gipsy Kings,Somos Gitanos,True,exact,100.0,TRAHCHN128F4276D58,Gipsy Kings,Somos Gitanos
INSANITY - Stupid Bitch.mp3,INSANITY,Stupid Bitch,False,,0.0,,,
Butthole Surfers - Wichita Cathedral (Live - 2024 Remaster).mp3,Butthole Surfers,Wichita Cathedral (Live - 2024 Remaster),False,,0.0,,,
Furry Lewis - I Will Turn Your Money Green (Tk 1).mp3,Furry Lewis,I Will Turn Your Money Green (Tk 1),True,exact,100.0,TRAHABF128F427E12C,Furry Lewis,I Will Turn Your Money Green (Tk. 1)
Paul Geremia - Tootie Blues.mp3,Paul Geremia,Tootie Blues,True,exact,100.0,TRAHDYQ128F930CE03,Paul Geremia,Tootie Blues
Walter Trout - Obstacles in My Way.mp3,Walter Trout,Obstacles in My Way,True,exact,100.0,TRAHECO128F9360EB4,Walter Trout,Obstacles in My Way
DJ ReDo - Face Drop - Sean Kingston (Tomorrow)(Instrumental).mp3,DJ ReDo,Face Drop - Sean Kingston (Tomorrow)(Instrumental),False,,0.0,,,
Dancecore Allstars - When the Sun Comes Out.mp3,Dancecore Allstars,When the Sun Comes Out,True,exact,100.0,TRAHEEQ128F4237D87,Dancecore Allstars,When The Sun Comes Out
Sergio Dalma - La Marca De Tus Labios.mp3,Sergio Dalma,La Marca De Tus Labios,True,exact,100.0,TRAHEQC128F42153D6,Sergio Dalma,La Marca De Tus Labios
luh star - Srt Demon (feat. BabyFace Jones).mp3,luh star,Srt Demon (feat. BabyFace Jones),False,,0.0,,,
Monique Marvez - No Bad Oral Sex _ Dick Dessert.mp3,Monique Marvez,No Bad Oral Sex / Dick Dessert,True,exact,100.0,TRAHEDB128F42131D2,Monique Marvez,No Bad Oral Sex / Dick Dessert
Gabriel Yared - Les chasseurs d'esclaves.mp3,Gabriel Yared,Les chasseurs d'esclaves,True,exact,100.0,TRAHEPG12903CAECB2,Gabriel Yared,Les chasseurs d'esclaves
The Jane Shermans - Ammunition.mp3,The Jane Shermans,Ammunition,True,exact,100.0,TRAHEUP12903CA1AFC,The Jane Shermans,Ammunition
"Corelli - Concierto Grossi Op 6. Largo, Allegro II.mp3",Corelli,"Concierto Grossi Op 6. Largo, Allegro II",False,,0.0,,,
Los Brujos - Si Yo Tuviera (Album Version).mp3,Los Brujos,Si Yo Tuviera (Album Version),True,exact,100.0,TRAHDJK128F934281D,Los Brujos,Si Yo Tuviera
John Debney - Buddy And Santa's Flight.mp3,John Debney,Buddy And Santa's Flight,True,exact,100.0,TRAHFLM128F426FD27,John Debney,Buddy and Santa's Flight
Andrew W.K. - Can You Dance With Me_.mp3,Andrew W.K.,Can You Dance With Me?,True,exact,100.0,TRAHFHR12903CCCAF8,Andrew W.K.,Can You Dance With Me?
Bescenta - So In Love (feat. Stream).mp3,Bescenta,So In Love (feat. Stream),True,exact,100.0,TRAHFAH12903CA7F20,Bescenta,So In Love
Bon Jovi - I Love This Town (Album Version).mp3,Bon Jovi,I Love This Town (Album Version),True,exact,100.0,TRAHEWR128F422BDF8,Bon Jovi,I Love This Town
Bloomfield - Quartier Latin.mp3,Bloomfield,Quartier Latin,True,exact,100.0,TRAHFCR128F422A375,Bloomfield,Quartier Latin
Big Brother & The Holding Company - Piece of My Heart.mp3,Big Brother & The Holding Company,Piece of My Heart,False,,0.0,,,
Coraleena Ellis - Wide Awake in a Dream.mp3,Coraleena Ellis,Wide Awake in a Dream,True,exact,100.0,TRAHFPF12903CCAF15,Coraleena Ellis,Wide Awake In A Dream
Jimmy Wyble - No More Blues.mp3,Jimmy Wyble,No More Blues,True,exact,100.0,TRAHDSO128F426B033,Jimmy Wyble,No More Blues
Dave _Baby_ Cortez - The Happy Organ.mp3,"Dave ""Baby"" Cortez",The Happy Organ,True,exact,100.0,TRAHFAO12903CBCD36,"Dave ""Baby"" Cortez",The Happy Organ
Rakim - Outro.mp3,Rakim,Outro,True,exact,100.0,TRAHFOU128F42B3F2A,Rakim,Outro
Charlie Peacock - Hot Night Downtown.mp3,Charlie Peacock,Hot Night Downtown,True,exact,100.0,TRAHDXD128F4264AA2,Charlie Peacock,Hot Night Downtown
Blind Lemon Jefferson - Gone Dead on You Blues.mp3,Blind Lemon Jefferson,Gone Dead on You Blues,True,exact,100.0,TRAHEII128F9307D9A,Blind Lemon Jefferson,Gone Dead On You Blues
Fever Ray - When I Grow Up.mp3,Fever Ray,When I Grow Up,True,exact,100.0,TRAHCDJ128F9310F1C,Fever Ray,When I Grow Up
Jah Levi - No Night In Zion - Shine Your Light.mp3,Jah Levi,No Night In Zion - Shine Your Light,False,,0.0,,,
The Chieftains - The Raggle Taggle Gypsy.mp3,The Chieftains,The Raggle Taggle Gypsy,True,exact,100.0,TRAHFSC128F92EACAB,The Chieftains,The Raggle Taggle Gypsy
Brownie McGhee - Got to Find My Little Woman.mp3,Brownie McGhee,Got to Find My Little Woman,False,,0.0,,,
Terry Callier - Satin Doll.mp3,Terry Callier,Satin Doll,True,exact,100.0,TRAHFQG128F149892A,Terry Callier,Satin Doll
"Eddie Cantor - Charley, My Boy.mp3",Eddie Cantor,"Charley, My Boy",True,fuzzy_combined,98.18181818181819,TRAHGHP128F9305799,Eddie Cantor,Charley_ My Boy
Charlie Peacock - The Quality of Life.mp3,Charlie Peacock,The Quality of Life,True,exact,100.0,TRAHGAF128F930468E,Charlie Peacock,The Quality of Life
Marimba Alma de Chiapas de Juan Palacios - Atotonilco.mp3,Marimba Alma de Chiapas de Juan Palacios,Atotonilco,True,exact,100.0,TRAHGMB128F9335BC9,Marimba Alma De Chiapas De Juan Palacios,Atotonilco
Vusi Mahlasela - Pata Pata.mp3,Vusi Mahlasela,Pata Pata,True,exact,100.0,TRAHGGH128F425529F,Vusi Mahlasela,Pata Pata
Precious Bryant - When The Saints Go Marching In.mp3,Precious Bryant,When The Saints Go Marching In,True,exact,100.0,TRAHGMC128F92FB531,Precious Bryant,When The Saints Go Marching In
Casiotone for the Painfully Alone - Town Topic (Instrumental).mp3,Casiotone for the Painfully Alone,Town Topic (Instrumental),True,exact,100.0,TRAHGMV128F92CD444,Casiotone For The Painfully Alone,Town Topic (Instrumental)
Sonic Subjunkies - Turntable Terrorist.mp3,Sonic Subjunkies,Turntable Terrorist,True,exact,100.0,TRAHHMM128F932D5D9,Sonic Subjunkies,Turntable Terrorist
Vivian Green - Better Man.mp3,Vivian Green,Better Man,False,,0.0,,,
Jeff Wahl - Waterfall.mp3,Jeff Wahl,Waterfall,True,exact,100.0,TRAHGSZ128F930C9A6,Jeff Wahl,Waterfall
Hatesex - Hatesex (Reborn).mp3,Hatesex,Hatesex (Reborn),True,exact,100.0,TRAHIWK12903CB0F3F,Hatesex,Hatesex (Reborn)
Eddie Turner - Jody.mp3,Eddie Turner,Jody,True,exact,100.0,TRAHHUN128F4227029,Eddie Turner,Jody
Los Fabulosos Cadillacs - Noches Árabes.mp3,Los Fabulosos Cadillacs,Noches Árabes,False,,0.0,,,
Kapelle Herrenweide - Humppa.mp3,Kapelle Herrenweide,Humppa,True,exact,100.0,TRAHGXT12903CF1566,Kapelle Herrenweide,Humppa
DJ Slugo - Where The Rats (3).mp3,DJ Slugo,Where The Rats (3),True,exact,100.0,TRAHHZJ12903CF6D48,DJ Slugo,Where the Rats 3
"UFO - Out In The Street (Live in Cleveland, Ohio 16_10_78).mp3",UFO,"Out In The Street (Live in Cleveland, Ohio 16/10/78)",True,fuzzy_combined,89.79591836734694,TRAHGVP128F934B26C,UFO,Out In The Street (Live In Cleveland_ Ohio)
John Hiatt - Memphis In The Meantime.mp3,John Hiatt,Memphis In The Meantime,True,exact,100.0,TRAHIZR128F148D3D1,John Hiatt,Memphis In The Meantime
John Debney - Porcelain Man.mp3,John Debney,Porcelain Man,True,exact,100.0,TRAHHJY12903CA73BD,John Debney,Porcelain Man
Carlos Ponce - Decir Adios.mp3,Carlos Ponce,Decir Adios,True,exact,100.0,TRAHJPC128F4268DC7,Carlos Ponce,Decir Adios
Sheila Walsh - Circle Of Hands (For A Time Like This Album Version).mp3,Sheila Walsh,Circle Of Hands (For A Time Like This Album Version),True,exact,100.0,TRAHIZA128F14ADC50,Sheila Walsh,Circle Of Hands (For A Time Like This Album Version)
Jack Off Jill - Horrible.mp3,Jack Off Jill,Horrible,True,exact,100.0,TRAHIJE128F4243356,Jack Off Jill,Horrible
NAZCA PERU - Aurora.mp3,NAZCA PERU,Aurora,True,exact,100.0,TRAHISQ128F4243C7B,NAZCA PERU,Aurora
Kool Moe Dee - Knowledge Is King.mp3,Kool Moe Dee,Knowledge Is King,True,exact,100.0,TRAHJCI128F92FFB38,Kool Moe Dee,Knowledge Is King
The Merry Macs - Sentimental Journey.mp3,The Merry Macs,Sentimental Journey,True,exact,100.0,TRAHKND128F935E15F,The Merry Macs,Sentimental Journey
The Impressions - Ridin' High.mp3,The Impressions,Ridin' High,True,exact,100.0,TRAHIXN128F147F25D,The Impressions,Ridin' High
Backstreet Boys - PDA.mp3,Backstreet Boys,PDA,True,exact,100.0,TRAHHMV12903CD0B0D,Backstreet Boys,PDA
Jamie Richards - Easier by Now.mp3,Jamie Richards,Easier by Now,True,exact,100.0,TRAHHAY12903CD8B6F,Jamie Richards,Easier By Now
Lizzy Borden - There Will Be Blood Tonight.mp3,Lizzy Borden,There Will Be Blood Tonight,True,exact,100.0,TRAHKMS128F934B09E,Lizzy Borden,There Will Be Blood Tonight
Lizzy Borden - (Wake Up) Time to Die.mp3,Lizzy Borden,(Wake Up) Time to Die,True,exact,100.0,TRAHHPE128F934AC3B,Lizzy Borden,(Wake Up) Time to Die
Desert Dwellers - Pranafestation.mp3,Desert Dwellers,Pranafestation,True,exact,100.0,TRAHKCD128F42969ED,Desert Dwellers,Pranafestation
K's Choice - Another Year.mp3,K's Choice,Another Year,True,exact,100.0,TRAHIPA128F4279744,K's Choice,Another Year
Singing Melody - Player No More.mp3,Singing Melody,Player No More,True,exact,100.0,TRAHGRQ128F9307C90,Singing Melody,Player No More
Casual - I Believe.mp3,Casual,I Believe,True,exact,100.0,TRAHKOY128F9304B8F,Casual,I believe
Brand X - Collapsar.mp3,Brand X,Collapsar,True,exact,100.0,TRAHKGQ128F1458CAB,Brand X,Collapsar
The Black Eyed Peas - Let's Get It Started (Spike Mix).mp3,The Black Eyed Peas,Let's Get It Started (Spike Mix),True,fuzzy_combined,94.73684210526316,TRAAGCZ128F93210FD,Black Eyed Peas,Let's Get It Started
Pretty Boy Floyd - Dept. Of Youth.mp3,Pretty Boy Floyd,Dept. Of Youth,True,exact,100.0,TRAHHVA128F424ED80,Pretty Boy Floyd,Dept. Of Youth
Bebo Norman - Borrow Mine.mp3,Bebo Norman,Borrow Mine,True,exact,100.0,TRAHLIF128F92E9CCF,Bebo Norman,Borrow Mine
Flowin Immo - Immonumental.mp3,Flowin Immo,Immonumental,False,,0.0,,,
Photek - Under The Palms.mp3,Photek,Under The Palms,True,exact,100.0,TRAHLMD128F146A75F,Photek,Under The Palms
Sui Generis - Bubulina (En Vivo).mp3,Sui Generis,Bubulina (En Vivo),False,,0.0,,,
Orquesta Sublime - Seis Perlas Cubanas.mp3,Orquesta Sublime,Seis Perlas Cubanas,True,exact,100.0,TRAHLUE128F92D94BD,Orquesta Sublime,Seis Perlas Cubanas
Peter Spence - Baby I.mp3,Peter Spence,Baby I,True,exact,100.0,TRAHGGG12903CEA033,Peter Spence,Baby I
Michael Jackson - Tabloid Junkie.mp3,Michael Jackson,Tabloid Junkie,True,exact,100.0,TRAHLDG128F92EB4A9,Michael Jackson,Tabloid Junkie
The Tragically Hip - The Drop-Off.mp3,The Tragically Hip,The Drop-Off,True,exact,100.0,TRAHKRO128F9320EA7,The Tragically Hip,The Drop-Off
Juanes - Rebelion (Live At La Vida World Tour_2008).mp3,Juanes,Rebelion (Live At La Vida World Tour/2008),False,,0.0,,,
Scott Krippayne - In The Name Of God (Gentle Revolution Album Version).mp3,Scott Krippayne,In The Name Of God (Gentle Revolution Album Version),True,exact,100.0,TRAHKUS128F425ABD8,Scott Krippayne,In The Name Of God (Gentle Revolution Album Version)
Mike + The Mechanics - Nobody's Perfect (2005 Remaster).mp3,Mike + The Mechanics,Nobody's Perfect (2005 Remaster),False,,0.0,,,
D-A-D - Sleeping My Day Away (Live).mp3,D-A-D,Sleeping My Day Away (Live),True,fuzzy_combined,91.22807017543859,TRAHKEG12903CDB829,D.A.D.,Sleeping My Day Away [Live]
Bobby Pulido - Mi Alma Esta Enamorada.mp3,Bobby Pulido,Mi Alma Esta Enamorada,True,exact,100.0,TRAHLVW128F426684F,Bobby Pulido,Mi Alma Esta Enamorada
In Extremo - Vollmond.mp3,In Extremo,Vollmond,True,exact,100.0,TRAHMLW128F92D9D82,In Extremo,Vollmond
Isabel Pantoja - Limosna de Amores.mp3,Isabel Pantoja,Limosna de Amores,True,exact,100.0,TRAHLNJ128F4214527,Isabel Pantoja,Limosna De Amores
Feiert Jesus! Kids - Superstar.mp3,Feiert Jesus! Kids,Superstar,False,,0.0,,,
The Isaacs - Did You Ever Go Sailin'.mp3,The Isaacs,Did You Ever Go Sailin',True,fuzzy_combined,93.5483870967742,TRAHMGK128F423AB8B,Isaacs,Did You Ever Go Sailin'
Forent Thiant - Pish Tash.mp3,Forent Thiant,Pish Tash,False,,0.0,,,
Alex Fong - Hao Lai Hao Qu.mp3,Alex Fong,Hao Lai Hao Qu,True,exact,100.0,TRAHMAA128F4267747,Alex Fong,Hao Lai Hao Qu
Run DMC - Crack (Demo).mp3,Run DMC,Crack (Demo),False,,0.0,,,
Atari Teenage Riot - Destroy 2000 Years of Culture.mp3,Atari Teenage Riot,Destroy 2000 Years of Culture,True,exact,100.0,TRAHNMN128F932DA8E,Atari Teenage Riot,Destroy 2000 Years Of Culture
Mavado - Real McKoy (feat. Busy Signal).mp3,Mavado,Real McKoy (feat. Busy Signal),False,,0.0,,,
Gustavo Santaolalla - Moving Up.mp3,Gustavo Santaolalla,Moving Up,True,exact,100.0,TRAHMAJ12903CA6CCB,Gustavo Santaolalla,Moving Up
Don Francisco - Give Your Heart a Home.mp3,Don Francisco,Give Your Heart a Home,True,exact,100.0,TRAHMQV12903CB2DB7,Don Francisco,Give Your Heart a Home
ATMAN - Distant Voices.mp3,ATMAN,Distant Voices,True,exact,100.0,TRAHOBV128F933CE68,Atman,Distant Voices
Daniela Dessì - Tramonto Etnico.mp3,Daniela Dessì,Tramonto Etnico,True,exact,100.0,TRAHNXA128F92E57A9,Daniela Dessì,Tramonto Etnico
Ocho Y Media - A la Hora.mp3,Ocho Y Media,A la Hora,True,exact,100.0,TRAHNKH128F93426EC,Ocho y Media,A la Hora
JJ72 - Improv.mp3,JJ72,Improv,False,,0.0,,,
Cam'Ron - Losing Weight Part 2.mp3,Cam'Ron,Losing Weight Part 2,False,,0.0,,,
The Del McCoury Band - Rain Please Go Away.mp3,The Del McCoury Band,Rain Please Go Away,True,exact,100.0,TRAHOUO12903CB8F75,The Del McCoury Band,Rain Please Go Away
Otis Spann - Evil Ways.mp3,Otis Spann,Evil Ways,True,exact,100.0,TRAHNVN128F933EBE8,Otis Spann,Evil Ways
Mack and Jamie - Goofy Golf.mp3,Mack and Jamie,Goofy Golf,True,exact,100.0,TRAHOVC128F4297419,Mack and Jamie,Goofy Golf
The Beatles - Get Back (Remastered 2015).mp3,The Beatles,Get Back (Remastered 2015),False,,0.0,,,
Bob Wills - Bubbles In My Beer.mp3,Bob Wills,Bubbles In My Beer,True,exact,100.0,TRAHQHC128F42A77D8,Bob Wills,Bubbles in My Beer
Krystof - Star.mp3,Krystof,Star,True,exact,100.0,TRAHOSA128EF34B865,Krystof,Star
George Lopez - Kids In the Store.mp3,George Lopez,Kids In the Store,True,exact,100.0,TRAHOLR12903CD4869,George Lopez,Kids In the Store
"The LeRoi Brothers - Flash, Crash & Thunder.mp3",The LeRoi Brothers,"Flash, Crash & Thunder",True,fuzzy_combined,93.82716049382715,TRAHPOB128F42B1E55,The LeRoi Brothers,Flash_ Crash and Thunder
Hot Tuna - Death Don't Have No Mercy (Live).mp3,Hot Tuna,Death Don't Have No Mercy (Live),True,fuzzy_combined,93.15068493150685,TRAHPUC128F92D1EC3,Hot Tuna,Death Don't Have No Mercy
Frank Ifield - Give Me Your Word.mp3,Frank Ifield,Give Me Your Word,True,exact,100.0,TRAHODY128F92F6CB6,Frank Ifield,Give Me Your Word
Dobet Gnahoré - Wigue.mp3,Dobet Gnahoré,Wigue,True,exact,100.0,TRAHQKV12903CB6CA9,Dobet Gnahoré,Wigue
Hemdale - Pus-Filled Carcass.mp3,Hemdale,Pus-Filled Carcass,True,exact,100.0,TRAHPQQ128F428CC41,Hemdale,Pus-Filled Carcass
Sam Fan Thomas - Sabina.mp3,Sam Fan Thomas,Sabina,True,exact,100.0,TRAHQDQ128F421F629,Sam Fan Thomas,Sabina
Toots & The Maytals - She Will Never Let Me Down.mp3,Toots & The Maytals,She Will Never Let Me Down,True,exact,100.0,TRAHPNB12903CCB8FA,Toots & The Maytals,She Will Never Let Me Down
Year Long Disaster - Stranger In My Room.mp3,Year Long Disaster,Stranger In My Room,True,exact,100.0,TRAHQBJ12903CAB1FA,Year Long Disaster,Stranger In My Room
3 Steps Ahead - My Mind Is Gone (Interlude).mp3,3 Steps Ahead,My Mind Is Gone (Interlude),True,fuzzy_combined,85.29411764705883,TRAHRGA12903CBB8AA,3 Steps Ahead,My Mind Is Gone
Joanna Connor - Meditations.mp3,Joanna Connor,Meditations,True,exact,100.0,TRAHPJP128F92F7661,Joanna Connor,Meditations
Terminal 11 feat. b.b0Nd - In Place Of Love [edit].mp3,Terminal 11 feat. b.b0Nd,In Place Of Love [edit],True,exact,100.0,TRAHQNV12903CECAB0,Terminal 11 feat. b.b0Nd,In Place Of Love [edit]
Taste - On The Boards.mp3,Taste,On The Boards,True,exact,100.0,TRAHPBP128E079367D,Taste,On The Boards
Jimmy McGriff - Hip Hug Her.mp3,Jimmy McGriff,Hip Hug Her,True,exact,100.0,TRAHQKP128F931FFD1,Jimmy McGriff,Hip Hug Her
Bacilos - Sangre Americana.mp3,Bacilos,Sangre Americana,True,exact,100.0,TRAHQHK128F4288FC7,Bacilos,Sangre americana
Shinehead - World of the Video Game.mp3,Shinehead,World of the Video Game,True,exact,100.0,TRAHRDL128F92FC334,Shinehead,World Of The Video Game
Jimmy Witherspoon - I'm Going Around In Circles.mp3,Jimmy Witherspoon,I'm Going Around In Circles,True,exact,100.0,TRAHQEJ128F92E3C3B,Jimmy Witherspoon,I'm Going Around In Circles
Headhunter - Are We Mindless.mp3,Headhunter,Are We Mindless,True,exact,100.0,TRAHQYK128F426A82F,Headhunter,Are We Mindless?
Cool cavemen - Burlesque Burglary.mp3,Cool cavemen,Burlesque Burglary,True,exact,100.0,TRAHRKC128F9335A7B,Cool cavemen,Burlesque burglary
Smidi Beats - Grin'in In Ya Face.mp3,Smidi Beats,Grin'in In Ya Face,True,exact,100.0,TRAHQST128F9343EB6,Smidi Beats,Grin'in In Ya Face
CeCe Winans - Life.mp3,CeCe Winans,Life,True,exact,100.0,TRAHPHY128F9345BA0,Cece Winans,Life
Adrenaline - Playing The Role Of God.mp3,Adrenaline,Playing The Role Of God,True,exact,100.0,TRAHQZX12903CC457C,Adrenaline,Playing the Role of God
Sergio Franchi - Arrivederci Roma.mp3,Sergio Franchi,Arrivederci Roma,True,exact,100.0,TRAHRIN128F9314D58,Sergio Franchi,Arrivederci Roma
Johnny Osbourne - Mine Yuh Business.mp3,Johnny Osbourne,Mine Yuh Business,True,exact,100.0,TRAHRLI128F933D96F,Johnny Osbourne,Mine Yuh Business
Roni Size - Encore (2008 Re-edit).mp3,Roni Size,Encore (2008 Re-edit),True,exact,100.0,TRAHRMY128F427D064,Roni Size,Encore
Los Titanes - No la Dejes Sola.mp3,Los Titanes,No la Dejes Sola,True,exact,100.0,TRAHRQI128F422BF78,Los Titanes,No La Dejes Sola
Bally Sagoo - Punjabian Di Chale Glassi.mp3,Bally Sagoo,Punjabian Di Chale Glassi,True,exact,100.0,TRAHRPF128F4252CB3,Bally Sagoo,Punjabian Di Chale Glassi
João Gilberto - Cordeiro De Nana.mp3,João Gilberto,Cordeiro De Nana,False,,0.0,,,
Bobby Capo - La Luna Enamora - Original.mp3,Bobby Capo,La Luna Enamora - Original,True,exact,100.0,TRAHTLO128F934063E,Bobby Capo,La Luna Enamora - Original
Screamin' Jay Hawkins - I Put a Spell On You.mp3,Screamin' Jay Hawkins,I Put a Spell On You,True,exact,100.0,TRAHSYA128F428143A,Screamin' Jay Hawkins,I Put a Spell on You
Nick Cave & The Bad Seeds - Rock of Gibraltar.mp3,Nick Cave & The Bad Seeds,Rock of Gibraltar,True,exact,100.0,TRAHSAW128F4253EFC,Nick Cave & The Bad Seeds,Rock Of Gibraltar
Streetwize - No One.mp3,Streetwize,No One,True,exact,100.0,TRAHSTL128F931708D,Streetwize,No One
Jedi Mind Tricks - Narrow Grave.mp3,Jedi Mind Tricks,Narrow Grave,False,,0.0,,,
Ross - I Promise My Heart (Radio Version).mp3,Ross,I Promise My Heart (Radio Version),True,exact,100.0,TRAHSJR12903CBF093,Ross,I Promise My Heart
Bellatrax - Can't Hold Back feat Tina Cousins.mp3,Bellatrax,Can't Hold Back feat Tina Cousins,True,fuzzy_combined,100.0,TRAHTGS12903CDC5E8,Bellatrax feat. Tina Cousins,Can't Hold Back
ATMAN - Luminous Bliss.mp3,ATMAN,Luminous Bliss,True,exact,100.0,TRAHTBV128F933668F,Atman,Luminous Bliss
Forensics - Boat Day at the Marina.mp3,Forensics,Boat Day at the Marina,True,exact,100.0,TRAHTHN128F93309DB,Forensics,Boat Day At the Marina
Justin Lo - Lu Ren Jia.mp3,Justin Lo,Lu Ren Jia,True,fuzzy_combined,91.89189189189189,TRAHSAP128F42578CE,Justin,Lu Ren Jia
US Coast Guard Band - Fanfare For Freedom.mp3,US Coast Guard Band,Fanfare For Freedom,True,exact,100.0,TRAHTPW128F4285343,US Coast Guard Band,Fanfare For Freedom
Sandy Posey - When Will I Be Loved.mp3,Sandy Posey,When Will I Be Loved,True,exact,100.0,TRAHTNH12903CAB43D,Sandy Posey,When Will I Be Loved
The Winans - Are We Really Doing Your Will_.mp3,The Winans,Are We Really Doing Your Will?,True,exact,100.0,TRAHTWM12903CA1BC9,The Winans,Are We Really Doing Your Will
Cheo Feliciano - Juguete.mp3,Cheo Feliciano,Juguete,True,exact,100.0,TRAHSWZ128F9332296,Cheo Feliciano,Juguete
Jean Gabin - C'est moi le mari.mp3,Jean Gabin,C'est moi le mari,True,exact,100.0,TRAHSRU12903CBBA9F,Jean Gabin,C'est moi le mari
Nando Lauria - O' Come All Ye Faithful.mp3,Nando Lauria,O' Come All Ye Faithful,True,exact,100.0,TRAHSFC128F9303E8E,Nando Lauria,O Come All Ye Faithful
Georges Delerue - Le Theatre (Bof L'Important C'Est D'Aimer).mp3,Georges Delerue,Le Theatre (Bof L'Important C'Est D'Aimer),True,fuzzy_combined,96.42857142857143,TRAHTEK128F4214840,Georges Delerue,Le Théâtre / Bof L'Important C'Est D'Aimer
13th Ward Social Club - Melody Nelson.mp3,13th Ward Social Club,Melody Nelson,False,,0.0,,,
Radney Foster - Again.mp3,Radney Foster,Again,True,exact,100.0,TRAHTZN128F421A41F,Radney Foster,Again
Stephan Micus - Contessa Entellina.mp3,Stephan Micus,Contessa Entellina,True,exact,100.0,TRAHTZF128F4229377,Stephan Micus,Contessa Entellina
Blue Rodeo - Mystic River.mp3,Blue Rodeo,Mystic River,True,exact,100.0,TRAHRRS128F4282F7A,Blue Rodeo,Mystic River
Jeff Beck - Jody.mp3,Jeff Beck,Jody,False,,0.0,,,
Oak Ridge Boys - Hide Thou Me.mp3,Oak Ridge Boys,Hide Thou Me,True,exact,100.0,TRAHSKG128F426A89A,Oak Ridge Boys,Hide Thou Me
A Challenge Of Honour - Heiliges Feuer.mp3,A Challenge Of Honour,Heiliges Feuer,True,exact,100.0,TRAHUAW128F425BA0B,A Challenge Of Honour,Heiliges Feuer
MilleniumKid - Vielleicht Vielleicht (Holy Priest & elMefti Remix).mp3,MilleniumKid,Vielleicht Vielleicht (Holy Priest & elMefti Remix),False,,0.0,,,
Ed Ames - For Me and My Gal.mp3,Ed Ames,For Me and My Gal,True,exact,100.0,TRAHULL128F92DDBFB,Ed Ames,For Me And My Gal
Ed Calle - Bar Talk (Album Version).mp3,Ed Calle,Bar Talk (Album Version),True,exact,100.0,TRAHUEG128F932C5FC,Ed Calle,Bar Talk
