track_id,artist,title,key,mode,loudness,tempo,key_confidence,mode_confidence,h5_path
TRAGKFX128F9308791,Slim Whitman,Serenade,0,1,-14.573,100.398,0.501,0.487,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKFX128F9308791.h5
TRAGKKN12903CE6B5C,Barley Bree,Flight Of Earls,5,1,-13.515,119.017,0.575,0.753,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKKN12903CE6B5C.h5
TRAGKJS12903CDA8C6,Johnny Pacheco/Rolando La Serie,La Palabra Fin,0,1,-10.295,112.915,0.502,0.509,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKJS12903CDA8C6.h5
TRAGKMU128F429757E,The High Strung,The Luck You Got,7,1,-3.765,139.72,0.72,0.66,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKMU128F429757E.h5
TRAGKMU128F9305831,Tony Martin,September Song,4,0,-20.142,122.709,0.289,0.171,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKMU128F9305831.h5
TRAGKLF128F9315B67,Carl Smith,Hey Joe,2,1,-11.852,120.546,0.536,0.534,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKLF128F9315B67.h5
TRAGKLK12903CC4264,Storyville,Enough,0,1,-6.18,109.085,0.552,0.436,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKLK12903CC4264.h5
TRAGKPS12903CA7AE5,Jah Cure,I'm Free,0,1,-5.142,151.744,0.08,0.276,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKPS12903CA7AE5.h5
TRAGKQO128F92F0E10,James Carter,Strange Fruit,5,0,-6.115,81.492,0.217,0.354,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKQO128F92F0E10.h5
TRAGKTN128F933C68B,Pursuit Of Happiness,Down On Him,7,1,-10.133,131.966,0.088,0.465,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKTN128F933C68B.h5
TRAGKPD128F4275DF9,Jo Privat,Rodriguez Pena,4,1,-6.811,127.659,0.492,0.59,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKPD128F4275DF9.h5
TRAGKXX128F424F3B5,UK Subs,Crash Course,10,1,-11.031,123.26,0.173,0.296,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKXX128F424F3B5.h5
TRAGKXH128F933D9BB,Beres Hammond,Missing You For A Mile,11,0,-15.121,85.56,0.449,0.417,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKXH128F933D9BB.h5
TRAGKUI128F92F4698,Mithotyn,Guided By History,0,1,-7.078,110.897,0.0,0.131,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKUI128F92F4698.h5
TRAGKVI128F1459B5E,Francis Lai,Search For Jenny,9,0,-16.45,85.131,0.75,0.692,data/millionsongsubset_extracted/MillionSongSubset\A\G\K\TRAGKVI128F1459B5E.h5
TRAGLAE12903CFFEED,Embrace the End,Ley Lines,5,1,-3.6,119.827,0.591,0.462,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLAE12903CFFEED.h5
TRAGLAG128F14ADD03,Steve Green,Even A Child - Proverbs 20:11,0,1,-13.484,146.677,0.285,0.456,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLAG128F14ADD03.h5
TRAGLCK12903CDD07F,Marc Perrone,Sirène,5,1,-26.393,0.0,0.0,0.0,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLCK12903CDD07F.h5
TRAGLEQ128F934055A,Leonardo Favio,Porque Yo Te Amo,7,0,-11.378,163.519,0.309,0.387,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLEQ128F934055A.h5
TRAGLFC12903CA6A5D,Gloria Lasso,Termina La Feria,9,1,-15.953,65.195,0.065,0.398,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLFC12903CA6A5D.h5
TRAGLHT12903CCDB86,Julie Zenatti,Ma Douleur...,1,0,-10.166,87.013,0.502,0.619,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLHT12903CCDB86.h5
TRAGLKL12903CEDE95,Delroy Wilson,Rain from the Skies Mix 2,10,1,-8.884,157.446,0.022,0.352,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLKL12903CEDE95.h5
TRAGLFE128F428566B,Patrick Bruel,Au Bout De La Marelle,7,1,-8.086,105.994,0.631,0.506,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLFE128F428566B.h5
TRAGLRX128F932A5A3,Pentangle,I Saw An Angel,7,1,-11.514,193.578,0.552,0.457,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLRX128F932A5A3.h5
TRAGLSM128F42253BF,Los Tres Diamantes,Begin The Beguine,4,1,-12.421,98.082,0.146,0.248,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLSM128F42253BF.h5
TRAGLMS128F425FE0A,DeGarmo & Key,Destined To Win,4,1,-6.917,120.548,0.658,0.588,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLMS128F425FE0A.h5
TRAGLST128F92D93E1,Small Facers,Happiness Stan - Original,2,1,-18.626,70.163,0.832,0.772,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLST128F92D93E1.h5
TRAGLUL128F426F94C,Jack Sheldon,Trane's Strain,5,1,-12.921,167.307,0.0,0.087,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLUL128F426F94C.h5
TRAGLSU128F145FFB2,K-OS,Heaven Only Knows,5,0,-9.642,90.507,0.402,0.538,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLSU128F145FFB2.h5
TRAGLUU12903D024F2,Dave Hollister,I'm Wrong,1,1,-4.942,113.09,0.792,0.679,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLUU12903D024F2.h5
TRAGLTB128F9360F00,Michael Landau,The Mighty SB,2,1,-11.749,73.894,0.403,0.517,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLTB128F9360F00.h5
TRAGMAD128F429AEA4,Gordon MacRae,Just One Girl,4,1,-16.71,103.713,0.499,0.412,data/millionsongsubset_extracted/MillionSongSubset\A\G\M\TRAGMAD128F429AEA4.h5
TRAGLZM128F931C995,The B-52's,Tell It Like It T-I-IS (Album Version),11,1,-7.465,136.767,0.041,0.419,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLZM128F931C995.h5
TRAGLXV128F42601B8,Michael Gettel,The Journey North,2,1,-10.879,94.849,0.012,0.367,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLXV128F42601B8.h5
TRAGLXF128E078703E,Handsome Boy Modeling School,I've Been Thinking featuring Cat Power (Album Version),8,1,-9.423,160.02,0.257,0.383,data/millionsongsubset_extracted/MillionSongSubset\A\G\L\TRAGLXF128E078703E.h5
TRAGMXM128F934AA30,Major Lance,Um_ Um_ Um_ Um_ Um_ Um (Curious Mind),9,1,-8.763,117.464,0.363,0.456,data/millionsongsubset_extracted/MillionSongSubset\A\G\M\TRAGMXM128F934AA30.h5
TRAGMXK128F9305A50,Bersuit Vergarabat,De Onda,0,1,-7.301,121.764,0.265,0.49,data/millionsongsubset_extracted/MillionSongSubset\A\G\M\TRAGMXK128F9305A50.h5
TRAGNCM128F92EF1E8,Hank Locklin,(Sittin') Alone At A Table For Two,2,1,-15.242,100.705,0.88,0.637,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNCM128F92EF1E8.h5
TRAGNBQ128F149CB93,Fall Out Boy,The Carpal Tunnel Of Love,2,0,-3.237,140.878,0.045,0.27,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNBQ128F149CB93.h5
TRAGNFZ12903CD04C2,Deckard,Deckard,1,1,-5.973,90.964,0.238,0.356,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNFZ12903CD04C2.h5
TRAGNAX128F9313AE8,Doyle Bramhall,That's How Strong My Love Is,10,1,-6.367,168.36,0.793,0.588,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNAX128F9313AE8.h5
TRAGMKE128E078543E,Maire Brennan,Song Of David (LP Version),8,1,-13.434,65.264,0.954,0.875,data/millionsongsubset_extracted/MillionSongSubset\A\G\M\TRAGMKE128E078543E.h5
TRAGNGY12903C9CD76,Tantric,Coming Undone,9,0,-2.741,140.111,0.622,0.531,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNGY12903C9CD76.h5
TRAGNMP128F92EFD64,Bedwetters,Like A Deck Of Cards,1,0,-1.927,101.997,0.602,0.594,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNMP128F92EFD64.h5
TRAGMTY128F4260063,Babbie Mason,Pray On,8,1,-11.29,129.88,0.428,0.74,data/millionsongsubset_extracted/MillionSongSubset\A\G\M\TRAGMTY128F4260063.h5
TRAGNUI128F1471068,Whitesnake,Don't Mess With Me (2006 Digital Remaster),2,1,-4.556,114.902,0.328,0.42,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNUI128F1471068.h5
TRAGNQK12903CCB987,David Tao,Summer Love Triangle,2,1,-4.602,136.749,0.463,0.422,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNQK12903CCB987.h5
TRAGNOK12903CE7FF6,Organ Donors,Tranceplant,4,1,-2.988,140.013,0.3,0.364,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNOK12903CE7FF6.h5
TRAGNOH128F42A87FF,The Refreshments,Here we are,7,1,-6.986,169.943,0.557,0.759,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNOH128F42A87FF.h5
TRAGOEA128F1456EAA,Tom Cochrane,Revelations:  Visions In A Dream,2,1,-13.706,89.042,0.976,0.824,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGOEA128F1456EAA.h5
TRAGNXF128F933A80E,Mirah,Apples in the Trees (Live),9,0,-10.453,116.087,0.287,0.564,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNXF128F933A80E.h5
TRAGNYU128F42246AC,Dee Clark,Just Keep It Up,10,1,-16.865,95.948,0.562,0.336,data/millionsongsubset_extracted/MillionSongSubset\A\G\N\TRAGNYU128F42246AC.h5
TRAGOEW128F427A209,Charlie Byrd / Laurindo Almeida,Choro II,2,1,-18.054,115.798,1.0,0.801,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGOEW128F427A209.h5
TRAGOKC128F42472B9,The Skabs,Woe is Woman,7,1,-9.733,94.072,0.225,0.357,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGOKC128F42472B9.h5
TRAGOMV128F4274745,Kassav',An Mouvman,2,1,-8.158,147.781,0.338,0.369,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGOMV128F4274745.h5
TRAGOJJ128EF3669D8,Mercedes Castro,Vendiste Los Gueyes -Maldita Miseria-,2,1,-9.451,149.293,0.66,0.604,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGOJJ128EF3669D8.h5
TRAGOJT128F930735A,Clarisse Lavanant,Beaux parleurs,2,1,-9.366,177.931,0.6,0.586,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGOJT128F930735A.h5
TRAGOUB128F42369BA,Michelle Tumes,Hold On (LP Version),6,0,-9.279,111.824,0.307,0.47,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGOUB128F42369BA.h5
TRAGONI128F4292FAE,BeauSoleil,'Ti Monde (LP Version),5,1,-13.758,119.663,0.0,0.028,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGONI128F4292FAE.h5
TRAGOQJ128F92F44ED,Tum Tum,Money In Da Bank [Screwed],1,1,-10.525,206.791,0.678,0.58,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGOQJ128F92F44ED.h5
TRAGPAF128EF34542A,From Autumn To Ashes,Sensory Deprivation Adventure,2,0,-5.911,93.061,0.439,0.536,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPAF128EF34542A.h5
TRAGOVG128F42A963D,Korn,Make Me Bad,2,1,-6.378,110.071,0.182,0.276,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGOVG128F42A963D.h5
TRAGOVH128F42480F5,Knack,Seven Days Of Heaven,7,1,-5.227,142.432,0.707,0.704,data/millionsongsubset_extracted/MillionSongSubset\A\G\O\TRAGOVH128F42480F5.h5
TRAGPAW12903CEFD43,The Jackson Southernaires,Lord We Give You All The Praise,7,0,-10.65,92.555,0.148,0.378,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPAW12903CEFD43.h5
TRAGPAD128F42990B7,Olivier Messiaen,Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),5,1,-24.98,101.636,0.109,0.194,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPAD128F42990B7.h5
TRAGPFL128EF342E1D,Redman / Hurricane G / Melanie Rutherford,Soopman Luva 6 1/2,2,1,-10.152,109.265,0.557,0.487,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPFL128EF342E1D.h5
TRAGPKF128F427B439,Cristy Lane,Making Up For Lost Time (Footprints In The Sand Album Version),7,1,-12.118,86.142,0.812,0.724,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPKF128F427B439.h5
TRAGPEA128F422B47E,Casiotone For The Painfully Alone,Dying Batteries,0,1,-20.499,78.16,0.276,0.707,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPEA128F422B47E.h5
TRAGPNN128F4230758,Kingston Trio,Tom Dooley,4,1,-17.9,117.214,0.57,0.338,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPNN128F4230758.h5
TRAGPOW128F932DC3A,Barrio Obrero,Un Ojo Dimos,5,1,-7.797,182.962,0.357,0.193,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPOW128F932DC3A.h5
TRAGPZS128F9332248,Supertalented,Fax Me,0,1,-8.518,115.954,0.755,0.681,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPZS128F9332248.h5
TRAGPMS128F4248295,Patton Oswalt,A Brief History of Shitty Comedy,8,0,-13.322,75.669,0.345,0.341,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPMS128F4248295.h5
TRAGPMR128F930C0D8,Humble Pie,30 Days In The Hole (Live),2,1,-7.033,132.598,0.278,0.385,data/millionsongsubset_extracted/MillionSongSubset\A\G\P\TRAGPMR128F930C0D8.h5
TRAGQCY128F147B630,45 Grave,Surf Bat (Album Version),9,1,-10.285,173.581,0.067,0.421,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQCY128F147B630.h5
TRAGQDM128F92E8E51,Roommate,Isn't Radio,9,0,-7.494,85.005,0.667,0.574,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQDM128F92E8E51.h5
TRAGQBY128F42635B7,James Taylor,One More Go Round,4,0,-12.346,108.047,0.508,0.447,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQBY128F42635B7.h5
TRAGQKG128F9332F7A,Brian Tyler,I Dream Of Chi Chi,0,1,-19.963,104.988,0.774,0.721,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQKG128F9332F7A.h5
TRAGQEN128F92E118C,The Dee Jays,Dum Dum (Marble Breaks And Iron Bends),4,1,-10.412,114.375,0.948,0.741,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQEN128F92E118C.h5
TRAGQLB128F422AB83,Orquesta Aragon,Eso No Tiene Remedio,9,0,-13.143,91.548,0.849,0.585,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQLB128F422AB83.h5
TRAGQLG128F9351109,Brian Eno And David Byrne,The Jezebel Spirit,1,1,-8.209,118.203,0.379,0.428,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQLG128F9351109.h5
TRAGQMQ12903CC4279,Bézu,Le chacha des gorilles,7,1,-11.428,133.64,0.507,0.539,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQMQ12903CC4279.h5
TRAGQWI12903CF58A5,Nestor Torres,Rhumboso,5,1,-13.006,137.908,0.798,0.468,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQWI12903CF58A5.h5
TRAGQXP128F92EE64C,Philip Glass,The Kiss: Chris & The Model Airplane,8,1,-22.104,104.667,0.127,0.802,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQXP128F92EE64C.h5
TRAGQZD128F42761EF,Herbert Von Karajan,Variations Sur Un Theme De Haydn Op51,10,1,-20.536,171.78,0.939,0.515,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQZD128F42761EF.h5
TRAGQVO128F145C0AF,Gang Starr,Say Your Prayers,0,1,-18.7,166.092,0.829,0.672,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQVO128F145C0AF.h5
TRAGQQK128F42561AB,Edu Lobo,Canto Triste,2,0,-18.581,84.853,0.239,0.303,data/millionsongsubset_extracted/MillionSongSubset\A\G\Q\TRAGQQK128F42561AB.h5
TRAGRBP128F422B80A,Stephan Micus,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),0,1,-22.517,142.158,0.004,0.29,data/millionsongsubset_extracted/MillionSongSubset\A\G\R\TRAGRBP128F422B80A.h5
TRAGRHC128F933E939,Pumpkin Buzzard,Gumby Killed the Dinosaur (House Mix),10,0,-5.676,169.771,0.416,0.451,data/millionsongsubset_extracted/MillionSongSubset\A\G\R\TRAGRHC128F933E939.h5
TRAGRHF128F4295A42,Edmond Leung,Ling Shi Shi Ji Fen,0,1,-10.67,113.571,0.596,0.643,data/millionsongsubset_extracted/MillionSongSubset\A\G\R\TRAGRHF128F4295A42.h5
TRAGROY128F92D2C53,Sister Hazel,This Kind Of Love (Full Band),2,1,-12.283,139.841,1.0,0.92,data/millionsongsubset_extracted/MillionSongSubset\A\G\R\TRAGROY128F92D2C53.h5
TRAGRRP12903CD2911,Wolfmother,White Feather,4,1,-6.183,110.441,0.006,0.267,data/millionsongsubset_extracted/MillionSongSubset\A\G\R\TRAGRRP12903CD2911.h5
TRAGRIH128F426FE32,Gabriel Yared,Devon,9,1,-19.64,111.577,0.697,0.589,data/millionsongsubset_extracted/MillionSongSubset\A\G\R\TRAGRIH128F426FE32.h5
TRAGSFU12903D0D340,The Aftermath,Might As Well Laugh,8,0,-10.386,166.648,0.369,0.513,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSFU12903D0D340.h5
TRAGRLY128F1466214,Herbert Von Karajan,Si Mi Chiamano Mimila Boheme Act1 Remast,9,1,-22.384,75.416,0.425,0.424,data/millionsongsubset_extracted/MillionSongSubset\A\G\R\TRAGRLY128F1466214.h5
TRAGSGF128E0780CA7,Coldplay,One I Love,2,1,-7.446,134.027,0.194,0.482,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSGF128E0780CA7.h5
TRAGRWL128F92FA2F6,Janice Robinson,Dreamer (Jamie J Sanchez Club Mix),7,1,-6.99,84.655,0.634,0.614,data/millionsongsubset_extracted/MillionSongSubset\A\G\R\TRAGRWL128F92FA2F6.h5
TRAGSIT128F426F746,ZO2,Isolate,7,1,-4.098,150.715,0.083,0.303,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSIT128F426F746.h5
TRAGSQU128F145693D,Methods Of Mayhem / Scott Kirkland,Narcotic,1,1,-3.246,116.04,0.222,0.275,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSQU128F145693D.h5
TRAGSIX128F92E0933,Wednesday 13's Frankenstein Drag Queens From Planet 13,Bark At The Moon (Album Version),0,1,-3.587,149.551,0.595,0.63,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSIX128F92E0933.h5
TRAGSKH12903CCCAA9,Andrew W.K.,Don't Call Me Andy,2,1,-3.378,120.153,0.0,0.0,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSKH12903CCCAA9.h5
TRAGSOA128E078F934,Burning Spear,It's A Long Way Around,0,1,-19.633,122.376,0.495,0.493,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSOA128E078F934.h5
TRAGSJQ128F149EF8D,Every Time I Die,California_ Gracefully,9,1,-4.029,93.458,0.538,0.346,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSJQ128F149EF8D.h5
TRAGSWL12903CF67CB,Lisa Lynne,Still I Will,9,0,-9.559,106.009,0.771,0.693,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSWL12903CF67CB.h5
TRAGSNG12903CB73C8,Onyx,The Force,11,1,-12.908,85.541,0.161,0.565,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSNG12903CB73C8.h5
TRAGSJK128F1491F0A,Ed Byrne,Who's Your Daddy?,7,1,-8.366,77.99,0.354,0.434,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSJK128F1491F0A.h5
TRAGTPQ128F42920A5,Dolores Keane,Storm In My Heart,5,1,-12.577,149.619,0.748,0.6,data/millionsongsubset_extracted/MillionSongSubset\A\G\T\TRAGTPQ128F42920A5.h5
TRAGTFI12903CA06E7,BLEED THE SKY,Kettle Black,1,0,-5.992,116.064,0.033,0.347,data/millionsongsubset_extracted/MillionSongSubset\A\G\T\TRAGTFI12903CA06E7.h5
TRAGTGA12903D0EE38,Fred Locks,Mama Don't Know Love,0,1,-6.924,151.537,0.451,0.566,data/millionsongsubset_extracted/MillionSongSubset\A\G\T\TRAGTGA12903D0EE38.h5
TRAGSWQ128F428109C,The Sun Harbor's Chorus-Documentary Recordings,Taps,10,1,-25.678,36.151,0.031,0.21,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSWQ128F428109C.h5
TRAGTDM12903CE2E9D,Maysa,Ouça,9,1,-10.919,103.172,0.429,0.4,data/millionsongsubset_extracted/MillionSongSubset\A\G\T\TRAGTDM12903CE2E9D.h5
TRAGTLG128F93243AC,Ragheb Alama,Al'amadalah Assa'bah (2004 Digital Remaster),7,1,-9.13,151.956,0.032,0.232,data/millionsongsubset_extracted/MillionSongSubset\A\G\T\TRAGTLG128F93243AC.h5
TRAGTNK128F14732E1,Sasha,Turn It Into Something Special (Svengali's remix für Elisa),9,1,-9.532,155.996,0.691,0.642,data/millionsongsubset_extracted/MillionSongSubset\A\G\T\TRAGTNK128F14732E1.h5
TRAGSZA128F146A11A,Bryan Ferry,Don't Worry Baby (1999 Digital Remaster),4,1,-8.662,116.36,0.223,0.315,data/millionsongsubset_extracted/MillionSongSubset\A\G\S\TRAGSZA128F146A11A.h5
TRAGTPT128F422D7DC,Lauren Wagner & Fred Weldy,Social Note,2,0,-26.356,72.724,0.178,0.529,data/millionsongsubset_extracted/MillionSongSubset\A\G\T\TRAGTPT128F422D7DC.h5
TRAGTXE128F4229231,Hurricane,I'm On To You,8,1,-4.618,110.177,0.864,0.6,data/millionsongsubset_extracted/MillionSongSubset\A\G\T\TRAGTXE128F4229231.h5
TRAGUCZ128F426E5F6,Charlie McCoy,Night Life,7,1,-13.027,90.81,0.405,0.462,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGUCZ128F426E5F6.h5
TRAGTUF128F42297F1,Mr. Sancho,I'm callin,0,1,-8.666,100.032,0.502,0.536,data/millionsongsubset_extracted/MillionSongSubset\A\G\T\TRAGTUF128F42297F1.h5
TRAGUAA128F4291AB1,Adolph Hofner,How I Miss You Tonight,7,1,-18.169,118.472,0.676,0.607,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGUAA128F4291AB1.h5
TRAGUJK128F42A75C3,Mötley Crüe,Wild Side,7,1,-5.938,115.254,0.04,0.284,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGUJK128F42A75C3.h5
TRAGUHI12903C9F729,Suicide,Shadows of the thought,0,0,-5.75,144.94,0.522,0.565,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGUHI12903C9F729.h5
TRAGTUL12903CC81E8,Tony Danza Tap Dance Extravaganza_ The,Cliff Burton Surprise,8,1,-8.202,139.872,0.0,0.0,data/millionsongsubset_extracted/MillionSongSubset\A\G\T\TRAGTUL12903CC81E8.h5
TRAGUNG128F92F67B3,Wayne Watson,Somebody Sing,1,1,-7.831,125.908,0.351,0.735,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGUNG128F92F67B3.h5
TRAGUPU128F42685F4,D.O.W.N.,Hustlin',1,1,-8.987,117.263,0.707,0.647,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGUPU128F42685F4.h5
TRAGURD12903CF497F,Philip Bailey,Sometime Ago,8,1,-7.884,109.963,0.343,0.461,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGURD12903CF497F.h5
TRAGVAO128F4289B5D,Mobb Deep,Up North Trip,6,0,-5.16,87.747,0.48,0.584,data/millionsongsubset_extracted/MillionSongSubset\A\G\V\TRAGVAO128F4289B5D.h5
TRAGUMU128F92F6963,Cockney Rejects,Big Time Charlie,2,1,-3.132,84.59,0.582,0.589,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGUMU128F92F6963.h5
TRAGUSI128F42668FD,Lee Michaels,My Lady,5,1,-15.069,123.474,0.9,0.767,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGUSI128F42668FD.h5
TRAGUPV128F93354DE,SOL,Puedes ser feliz,0,1,-6.364,62.076,0.542,0.583,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGUPV128F93354DE.h5
TRAGUMD128F9313BC2,Alex Gopher,Aurora (Rory's Cassette Jam Remix),9,1,-7.83,127.902,0.781,0.406,data/millionsongsubset_extracted/MillionSongSubset\A\G\U\TRAGUMD128F9313BC2.h5
TRAGVKL128F427E896,Pearl Jam,4/20/02,7,1,-12.246,138.291,0.601,0.571,data/millionsongsubset_extracted/MillionSongSubset\A\G\V\TRAGVKL128F427E896.h5
TRAGVGB128F423098D,Shirley Caesar,Healed (LP Version),1,1,-9.116,115.508,0.505,0.483,data/millionsongsubset_extracted/MillionSongSubset\A\G\V\TRAGVGB128F423098D.h5
TRAGVBL128EF35920C,The American Boychoir,Intermezzo,4,1,-33.595,87.76,0.458,0.521,data/millionsongsubset_extracted/MillionSongSubset\A\G\V\TRAGVBL128EF35920C.h5
TRAGVCD128F42A4C01,Mr. Lif,For You,10,0,-7.144,107.32,0.584,0.457,data/millionsongsubset_extracted/MillionSongSubset\A\G\V\TRAGVCD128F42A4C01.h5
TRAGVJI128F9331513,Jim Chappell,Almost Us,7,1,-23.69,86.39,0.756,0.579,data/millionsongsubset_extracted/MillionSongSubset\A\G\V\TRAGVJI128F9331513.h5
TRAGVJG128F93386C6,Cherrelle,Into My Eyes,8,0,-6.222,145.607,0.239,0.513,data/millionsongsubset_extracted/MillionSongSubset\A\G\V\TRAGVJG128F93386C6.h5
TRAGVEK128F42680B6,Felix Slatkin/Concert Arts Symphonic Band,El Capitan (1998 Digital Remaster),3,1,-16.325,122.774,0.688,0.59,data/millionsongsubset_extracted/MillionSongSubset\A\G\V\TRAGVEK128F42680B6.h5
TRAGVMH128F14ADF05,Petra,Don't Let Your Heart Be Hardened (This Means War Album Version),0,1,-11.403,107.531,0.581,0.453,data/millionsongsubset_extracted/MillionSongSubset\A\G\V\TRAGVMH128F14ADF05.h5
